region,decade,gdp_pc_weighted,pop
United Kingdom,1600,1653.2727272727273,6172.277272727273
United Kingdom,1610,1710.2222222222222,6409.5
United Kingdom,1620,1704.0,6649.0
United Kingdom,1630,1595.2222222222222,6888.5
United Kingdom,1640,1603.1818181818182,7128.0
United Kingdom,1650,1622.0,7367.5
United Kingdom,1660,1748.4545454545455,7607.0
United Kingdom,1670,1959.111111111111,7846.5
United Kingdom,1680,2080.090909090909,8086.0
United Kingdom,1690,2319.777777777778,8325.5
United Kingdom,1700,2481.818181818182,8676.363636363636
United Kingdom,1710,2302.0,9621.166666666666
United Kingdom,1720,2539.090909090909,10677.333333333334
United Kingdom,1730,2555.1111111111113,11733.5
United Kingdom,1740,2606.6363636363635,12789.666666666664
United Kingdom,1750,2693.6666666666665,13845.833333333334
United Kingdom,1760,2846.2727272727275,14902.0
United Kingdom,1770,2924.6666666666665,15958.166666666666
United Kingdom,1780,2997.090909090909,17014.333333333332
United Kingdom,1790,2984.0,18070.5
United Kingdom,1800,3257.4545454545455,19126.666666666664
United Kingdom,1810,3323.777777777778,20182.833333333332
United Kingdom,1820,3327.0,21495.886363636364
United Kingdom,1830,3515.3333333333335,24118.333333333332
United Kingdom,1840,3981.909090909091,26745.727272727272
United Kingdom,1850,4492.111111111111,27488.666666666668
United Kingdom,1860,5028.818181818182,28901.909090909092
United Kingdom,1870,5695.222222222223,31388.444444444445
United Kingdom,1880,5912.166666666667,34527.63636363636
