,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita,inclusive,restricted
1793,1589,Low countries,2.9065,1097.8692049343224,1007.6647647733629,1191.4776229920371,79.0,27.25678681609077,346.7885434854436,377.8389026450152,410.05930923214066,re_low_countries,3982,1,1
1794,1590,Low countries,2.915,1089.223489655284,1000.3665262530698,1181.6144114601975,71.0,24.356775300171527,343.1789112360445,373.6615744958093,405.3565733997247,re_low_countries,4051,1,1
1795,1591,Low countries,2.9235,1141.8395680817066,1049.293179216659,1238.184742055404,79.8,27.221097770154376,358.51545530873875,390.141559510212,423.0648399734943,re_low_countries,3933,1,1
1796,1592,Low countries,2.932,1194.455646508129,1098.219832180248,1294.7550726506104,88.6,30.08542024013722,373.851999381433,406.62154452461465,440.77310654726386,re_low_countries,3839,1,1
1797,1593,Low countries,2.9405,1247.0717249345514,1147.1464851438373,1351.3254032458167,97.4,32.94974271012007,389.1885434541273,423.10152953901735,458.48137312103347,re_low_countries,3657,1,1
1798,1594,Low countries,2.949,1299.6878033609737,1196.0731381074263,1407.8957338410232,106.2,35.814065180102915,404.5250875268215,439.58151455342,476.1896396948031,re_low_countries,3888,1,1
1799,1595,Low countries,2.9575,1352.3038817873962,1244.9997910710154,1464.4660644362298,115.0,38.67838765008577,419.86163159951576,456.0614995678227,493.8979062685727,re_low_countries,4208,1,1
1800,1596,Low countries,2.966,1404.9199602138187,1293.9264440346046,1521.036395031436,123.80000000000001,41.54271012006861,435.19817567221,472.5414845822254,511.60617284234223,re_low_countries,4006,1,1
1801,1597,Low countries,2.9745,1457.536038640241,1342.8530969981937,1577.6067256266424,132.60000000000002,44.40703259005146,450.5347197449043,489.0214695966281,529.3144394161118,re_low_countries,4490,1,1
1802,1598,Low countries,2.983,1510.1521170666635,1391.7797499617827,1634.177056221849,141.4,47.27135506003431,465.87126381759856,505.50145461103074,547.0227059898814,re_low_countries,3957,1,1
1803,1599,Low countries,2.9915,1562.7681954930858,1440.706402925372,1690.7473868170555,150.2,50.135677530017155,481.20780789029277,521.9814396254334,564.730972563651,re_low_countries,4152,1,1
1804,1600,Low countries,3.0,1615.3842739195084,1489.633055888961,1747.3177174122618,159.0,53.0,496.54435196298704,538.4614246398361,582.4392391374206,re_low_countries,4270,1,1
1805,1601,Low countries,3.01,1544.764326807542,1424.8100900930356,1670.5270059770135,160.4,53.28064516129032,474.031961861195,513.9438242016539,555.7892056449617,re_low_countries,3791,1,1
1806,1602,Low countries,3.02,1474.1443796955755,1359.9871242971103,1593.736294541765,161.8,53.561290322580646,451.519571759403,489.42622376347174,529.1391721525029,re_low_countries,3266,1,1
1807,1603,Low countries,3.0300000000000002,1403.5244325836093,1295.1641585011848,1516.9455831065166,163.2,53.84193548387097,429.00718165761094,464.90862332528957,502.48913866004386,re_low_countries,3849,1,1
1808,1604,Low countries,3.04,1332.9044854716428,1230.3411927052593,1440.1548716712682,164.6,54.12258064516129,406.4947915558189,440.3910228871074,475.839105167585,re_low_countries,3924,1,1
1809,1605,Low countries,3.05,1262.2845383596764,1165.518226909334,1363.3641602360199,166.0,54.403225806451616,383.9824014540269,415.8734224489252,449.1890716751261,re_low_countries,3278,1,1
1810,1606,Low countries,3.06,1191.66459124771,1100.6952611134086,1286.5734488007715,167.4,54.68387096774193,361.47001135223485,391.355822010743,422.5390381826672,re_low_countries,3622,1,1
1811,1607,Low countries,3.0700000000000003,1121.0446441357435,1035.8722953174833,1209.782737365523,168.8,54.964516129032255,338.9576212504428,366.8382215725608,395.88900469020825,re_low_countries,3196,1,1
1812,1608,Low countries,3.08,1050.4246970237773,971.0493295215579,1132.9920259302746,170.2,55.24516129032258,316.4452311486508,342.32062113437865,369.2389711977494,re_low_countries,4799,1,1
