N_est,lower,upper,decade,region
27.637966886007966,10.126685825207272,46.707072453047495,-550,Arabic world
11.576146608528358,6.107914316810161,17.79451429607715,-460,Arabic world
11.324759545684588,6.160179825888358,17.085688842931024,-430,Arabic world
66.97526160988686,36.57515545675894,100.69462601979438,-400,Arabic world
22.004472689373046,11.683069147744483,33.283784186411246,-350,Arabic world
10.93479012725722,5.710024343670534,16.735605723451762,-320,Arabic world
87.10978413996746,45.31220107770908,133.84277676353452,-300,Arabic world
21.66843459161217,11.207034725026793,33.54137015364294,-280,Arabic world
21.444954365964186,11.029821961735735,33.14121445210407,-250,Arabic world
10.488452774580823,5.4657949595634285,16.048747282606207,-210,Arabic world
41.65047806622525,21.812136271237538,63.374717668526344,-200,Arabic world
10.330598481209657,5.443287779222372,15.722994626646777,-190,Arabic world
10.15053577939811,5.430624091985369,15.224540943258328,-170,Arabic world
49.767068116677194,26.968378539887578,74.5343006846971,-150,Arabic world
19.487911274085622,10.812962278012352,28.88571940516529,-130,Arabic world
9.635820186606827,5.413796756392282,14.283862294990053,-120,Arabic world
9.525911248696232,5.410262269843941,14.129230244969829,-110,Arabic world
56.48697774308667,32.634249785521966,83.33157056197904,-100,Arabic world
9.187787188810853,5.403332025237166,13.435849329303373,-80,Arabic world
9.072603637670595,5.385748330944383,13.207588366029832,-70,Arabic world
8.95614477732045,5.3485692316610445,12.967025365125224,-60,Arabic world
44.191409037248,26.52061257495112,63.633049100828245,-50,Arabic world
8.2199106846129,5.001562467014106,11.559599063320611,0,Arabic world
16.176870804005535,9.869305133068682,22.718251014501256,10,Arabic world
15.907364910647054,9.741552775957272,22.26014924602815,20,Arabic world
15.346854532138888,9.45782240904831,21.445290516702165,40,Arabic world
22.58283889758553,13.953354878348375,31.429228523165946,50,Arabic world
7.377927227348454,4.575819760215592,10.268039988753918,60,Arabic world
7.224436024921779,4.480639585256503,10.00195571410725,70,Arabic world
67.5159949269267,42.73396044486904,92.6732672164293,100,Arabic world
6.59493127246283,4.218860830900448,9.049300241420363,110,Arabic world
6.4410291619613105,4.14675046442683,8.858836673193457,120,Arabic world
6.007002102861794,3.9258443646312924,8.282186854282818,150,Arabic world
11.74909781303473,7.692566689418759,16.250367971872862,160,Arabic world
5.74937177436502,3.7857897255219433,7.988043670532281,170,Arabic world
11.263975480593151,7.394558120722845,15.684312021215453,180,Arabic world
75.91013054490534,49.36533329845911,107.06471245216883,200,Arabic world
10.660516273001509,6.898307537996002,15.09978363628885,210,Arabic world
5.108610552121801,3.2252146093311493,7.327814447771238,240,Arabic world
20.212021591107767,12.603542455053036,29.25569848809834,250,Arabic world
5.006602757683651,3.081773684972501,7.26669265208434,260,Arabic world
4.922848633453328,2.9303788929883585,7.292709251547505,290,Arabic world
24.567801368368105,14.492502929599304,36.608613693258434,300,Arabic world
9.827468104738827,5.744589057768871,14.711326036362758,310,Arabic world
15.040381645392051,8.573971704227644,23.118781768836964,350,Arabic world
5.065078028314421,2.888536161131855,7.787741183396087,360,Arabic world
5.128081377424694,2.921107963539956,7.896784937368793,370,Arabic world
5.202237202825411,2.9664118871735066,7.958991310714193,380,Arabic world
43.067773203742355,24.637606253763902,65.42251015047451,400,Arabic world
5.490479857974955,3.1511894592879304,8.31964028740847,410,Arabic world
23.51034559378829,13.803843184008405,35.269841553313064,440,Arabic world
36.17312952041344,21.424361072046842,53.8729492928804,450,Arabic world
13.899024633897403,8.606639096209223,20.071062025832273,500,Arabic world
7.164264862204685,4.464190252862696,10.33124801046404,510,Arabic world
7.618569325576607,4.810707125230155,10.88632429286407,530,Arabic world
7.85555261492311,4.983263440815586,11.172522796251899,540,Arabic world
8.09686003232694,5.143779665493791,11.479474286709614,550,Arabic world
8.340393403470731,5.312705185536245,11.821353757377846,560,Arabic world
17.167387949198478,10.97448472311138,24.301111963529618,570,Arabic world
17.647875481048377,11.293261391949084,24.909898445866887,580,Arabic world
9.057944303630778,5.8124971976290425,12.800596816222933,590,Arabic world
83.53981869082645,53.87885650267158,118.31107168363707,600,Arabic world
28.478737010222737,18.430330862883718,40.524427071768386,610,Arabic world
19.37210805770987,12.566806867563047,27.631777643538417,620,Arabic world
39.42988113119357,25.522867453713445,56.112894077782734,630,Arabic world
50.014881622295626,32.490136590170685,71.07681117577202,640,Arabic world
50.593033879690076,32.88400181034962,71.87072089344694,650,Arabic world
30.608451363843344,19.998919649666306,43.3797905273065,660,Arabic world
10.256385486621175,6.742066456500296,14.476318640013703,670,Arabic world
41.12245972306928,27.181304195511995,57.76710034452382,680,Arabic world
30.83159391069248,20.47935359451492,43.00300215365615,690,Arabic world
184.46646473717576,123.50212614535216,256.2477274533349,700,Arabic world
61.17398225345489,41.25283952118013,84.44179559210983,710,Arabic world
10.122162442441494,6.897810174920632,13.884514120645576,720,Arabic world
50.150489185109855,34.52859540411495,68.33847436807727,730,Arabic world
79.37560970536043,54.99706588353733,107.31900762028596,740,Arabic world
98.0016555565094,68.42411764049776,131.9463530140489,750,Arabic world
38.66840083632272,27.169412098747753,51.53970914858848,760,Arabic world
38.09998116366737,27.001660845095305,50.670437432295266,770,Arabic world
75.00756355428562,53.731480703294274,99.47590034605287,780,Arabic world
46.10941111372963,33.22365688687739,60.93566356389497,790,Arabic world
126.90389854294898,91.88745463552402,167.4626921185517,800,Arabic world
53.43344179775925,38.90658850902508,70.30564861211818,810,Arabic world
61.224232900039816,44.46116627720915,80.10149695675547,820,Arabic world
42.94020811653923,31.170780591009727,56.301406940046604,830,Arabic world
67.45461076481705,48.88294585875495,88.47559702434808,840,Arabic world
