region,year,gdp_pc_weighted,decade,pop
United Kingdom,1790,3072.0,1790,18070.5
United Kingdom,1800,3343.0,1800,19126.666666666664
United Kingdom,1810,3478.0,1810,20182.833333333332
United Kingdom,1820,3306.0,1820,21239.0
United Kingdom,1830,3550.0,1830,24139.0
United Kingdom,1840,4018.0,1840,26745.0
United Kingdom,1850,4332.0,1850,27181.0
United Kingdom,1860,5086.0,1860,28888.0
United Kingdom,1870,5829.0,1870,31400.0
United Kingdom,1880,5997.0,1880,34623.0
