,individual_wikidata_id,decade,region_name,count_works,occupation,century,count
395,Q100242,1810,German world,16.0,Painter,1800,16.0
397,Q100242,1810,Northwestern Europe,16.0,Painter,1800,16.0
579,Q1003677,1560,France,4.0,Writer,1600,4.0
580,Q1003677,1560,Northwestern Europe,4.0,Writer,1600,4.0
785,Q1005462,1590,Southern China,80.0,Writer,1600,80.0
786,Q1005462,1590,Yangtze,80.0,Writer,1600,80.0
787,Q1005462,1590,Chinese world,80.0,Writer,1600,80.0
796,Q1005574,1780,Chinese world,37.0,Painter,1800,37.0
797,Q100559,1880,German world,5.0,Architect,1900,5.0
799,Q100559,1880,Northwestern Europe,5.0,Architect,1900,5.0
888,Q100691,1840,German world,5.0,Writer,1800,5.0
890,Q100691,1840,Northwestern Europe,5.0,Writer,1800,5.0
1075,Q10087736,1840,Chinese world,5.0,Writer,1800,5.0
1119,Q100910,1660,Low countries,4.0,Writer,1700,4.0
1121,Q100910,1660,Northwestern Europe,4.0,Writer,1700,4.0
1198,Q1009816,1880,Nordic countries,83.0,Painter,1900,83.0
1199,Q1009816,1880,Northwestern Europe,83.0,Painter,1900,83.0
1256,Q101008,1850,German world,25.0,Writer,1800,25.0
1258,Q101008,1850,Northwestern Europe,25.0,Writer,1800,25.0
1346,Q1010603,1560,Italy,43.0,Painter,1600,43.0
1347,Q1010603,1560,Southwestern Europe,43.0,Painter,1600,43.0
1375,Q1010700,1500,Italy,7.0,Sculptor,1500,7.0
1376,Q1010700,1500,Southwestern Europe,7.0,Sculptor,1500,7.0
1577,Q10133,100,Latin World,31.0,Writer,100,31.0
1579,Q10133,100,Southwestern Europe,31.0,Writer,100,31.0
1581,Q101336,1870,Central Europe,8.0,Writer,1900,8.0
1690,Q101465,1880,German world,7.0,Painter,1900,7.0
1692,Q101465,1880,Northwestern Europe,7.0,Painter,1900,7.0
1704,Q101490,1850,German world,5.0,Writer,1800,5.0
1706,Q101490,1850,Northwestern Europe,5.0,Writer,1800,5.0
1828,Q101638,1790,Northwestern Europe,16.0,Writer,1800,16.0
1829,Q101638,1790,United Kingdom,16.0,Writer,1800,16.0
1846,Q101698,1830,Italy,13.0,Musician,1800,13.0
1847,Q101698,1830,Southwestern Europe,13.0,Musician,1800,13.0
1870,Q101796,1880,German world,5.0,Painter,1900,5.0
1872,Q101796,1880,Northwestern Europe,5.0,Painter,1900,5.0
1874,Q1018002,630,Southern China,22.0,Writer,600,22.0
1875,Q1018002,630,Chinese world,22.0,Writer,600,22.0
1919,Q101911,1860,German world,38.0,Writer,1900,38.0
1921,Q101911,1860,Northwestern Europe,38.0,Writer,1900,38.0
1947,Q101945,1870,German world,12.0,Writer,1900,12.0
1949,Q101945,1870,Northwestern Europe,12.0,Writer,1900,12.0
1974,Q101972,1870,German world,22.0,Writer,1900,22.0
1976,Q101972,1870,Northwestern Europe,22.0,Writer,1900,22.0
2032,Q102036,1870,German world,15.0,Performing Artist,1900,15.0
2034,Q102036,1870,Northwestern Europe,15.0,Performing Artist,1900,15.0
2429,Q1022213,1600,Southern China,34.0,Painter,1600,34.0
2430,Q1022213,1600,Yangtze,34.0,Painter,1600,34.0
2431,Q1022213,1600,Chinese world,34.0,Painter,1600,34.0
2483,Q102272,1420,Low countries,57.0,Architect,1400,57.0
2484,Q102272,1420,Northwestern Europe,57.0,Architect,1400,57.0
2687,Q102305,1810,German world,4.0,Painter,1800,4.0
2689,Q102305,1810,Northwestern Europe,4.0,Painter,1800,4.0
2714,Q102323,1210,Nordic countries,25.0,Writer,1200,25.0
2715,Q102323,1210,Northwestern Europe,25.0,Writer,1200,25.0
2725,Q102340,1870,German world,8.0,Painter,1900,8.0
2727,Q102340,1870,Northwestern Europe,8.0,Painter,1900,8.0
2838,Q102531,1860,German world,153.0,Writer,1900,153.0
2840,Q102531,1860,Northwestern Europe,153.0,Writer,1900,153.0
2872,Q102545,1840,German world,12.0,Writer,1800,12.0
2874,Q102545,1840,Northwestern Europe,12.0,Writer,1800,12.0
2882,Q102568,1870,German world,11.0,Writer,1900,11.0
2884,Q102568,1870,Northwestern Europe,11.0,Writer,1900,11.0
2894,Q102585,1800,German world,15.0,Writer,1800,15.0
2896,Q102585,1800,Northwestern Europe,15.0,Writer,1800,15.0
2922,Q10261,-550,Greek World,6.0,Writer,-600,6.0
2925,Q10261,-550,Southwestern Europe,6.0,Writer,-600,6.0
2938,Q10263005,1880,Portugal,6.0,Writer,1900,6.0
2939,Q10263005,1880,Southwestern Europe,6.0,Writer,1900,6.0
2944,Q102640,1520,German world,6.0,Writer,1500,6.0
2946,Q102640,1520,Northwestern Europe,6.0,Writer,1500,6.0
2971,Q10266600,1580,Portugal,12.0,Painter,1600,12.0
2972,Q10266600,1580,Southwestern Europe,12.0,Painter,1600,12.0
2977,Q10266620,1540,Portugal,26.0,Painter,1500,26.0
2978,Q10266620,1540,Southwestern Europe,26.0,Painter,1500,26.0
3020,Q10270818,1870,Northwestern Europe,127.0,Painter,1900,127.0
3021,Q10270818,1870,United Kingdom,127.0,Painter,1900,127.0
3100,Q10281131,1840,German world,6.0,Painter,1800,6.0
3101,Q10281131,1840,Northwestern Europe,6.0,Painter,1800,6.0
3108,Q10281610,1580,Portugal,4.0,Painter,1600,4.0
3109,Q10281610,1580,Southwestern Europe,4.0,Painter,1600,4.0
3143,Q10284861,1860,Portugal,30.0,Painter,1900,30.0
3144,Q10284861,1860,Southwestern Europe,30.0,Painter,1900,30.0
3156,Q10284967,1870,Portugal,6.0,Writer,1900,6.0
3157,Q10284967,1870,Southwestern Europe,6.0,Writer,1900,6.0
3171,Q102851,520,Italy,11.0,Writer,500,11.0
3172,Q102851,520,Latin World,11.0,Writer,500,11.0
3174,Q102851,520,Southwestern Europe,11.0,Writer,500,11.0
3177,Q10285193,1560,Southwestern Europe,6.0,Painter,1600,6.0
3178,Q10285193,1560,Spain,6.0,Painter,1600,6.0
3205,Q10285577,1870,German world,17.0,Painter,1900,17.0
3207,Q10285577,1870,Northwestern Europe,17.0,Painter,1900,17.0
3220,Q10285877,1540,Low countries,17.0,Painter,1500,17.0
3221,Q10285877,1540,Northwestern Europe,17.0,Painter,1500,17.0
3232,Q1028616,1660,France,308.0,Writer,1700,308.0
3233,Q1028616,1660,Northwestern Europe,308.0,Writer,1700,308.0
3247,Q1028749,1720,Northwestern Europe,22.0,Painter,1700,22.0
3248,Q1028749,1720,United Kingdom,22.0,Painter,1700,22.0
3326,Q1029143,1510,Low countries,100.0,Painter,1500,100.0
3328,Q1029143,1510,Northwestern Europe,100.0,Painter,1500,100.0
3339,Q1029228,1820,France,7.0,Writer,1800,7.0
3340,Q1029228,1820,Northwestern Europe,7.0,Writer,1800,7.0
3343,Q1029257,1840,France,27.0,Painter,1800,27.0
3344,Q1029257,1840,Northwestern Europe,27.0,Painter,1800,27.0
3363,Q10292858,1870,France,49.0,Writer,1900,49.0
3364,Q10292858,1870,Northwestern Europe,49.0,Writer,1900,49.0
3371,Q1029340,1540,Italy,4.0,Painter,1500,4.0
3372,Q1029340,1540,Southwestern Europe,4.0,Painter,1500,4.0
3414,Q10294781,1810,Portugal,6.0,Painter,1800,6.0
3415,Q10294781,1810,Southwestern Europe,6.0,Painter,1800,6.0
3422,Q10294911,1830,Northwestern Europe,94.0,Painter,1800,94.0
3423,Q10294911,1830,United Kingdom,94.0,Painter,1800,94.0
3522,Q1030476,1860,Central Europe,8.0,Painter,1900,8.0
3576,Q10307132,1820,Portugal,32.0,Painter,1800,32.0
3577,Q10307132,1820,Southwestern Europe,32.0,Painter,1800,32.0
3704,Q10309390,1870,Portugal,9.0,Painter,1900,9.0
3705,Q10309390,1870,Southwestern Europe,9.0,Painter,1900,9.0
3796,Q10311057,1860,Portugal,5.0,Painter,1900,5.0
3797,Q10311057,1860,Southwestern Europe,5.0,Painter,1900,5.0
3826,Q10311369,1860,Portugal,17.0,Painter,1900,17.0
3827,Q10311369,1860,Southwestern Europe,17.0,Painter,1900,17.0
3860,Q10312040,1860,Portugal,4.0,Painter,1900,4.0
3861,Q10312040,1860,Southwestern Europe,4.0,Painter,1900,4.0
3929,Q10313893,1820,German world,6.0,Painter,1800,6.0
3931,Q10313893,1820,Northwestern Europe,6.0,Painter,1800,6.0
3974,Q10319762,1680,Central Europe,11.0,Painter,1700,11.0
4021,Q10321293,1860,Portugal,4.0,Writer,1900,4.0
4022,Q10321293,1860,Southwestern Europe,4.0,Writer,1900,4.0
4036,Q10321759,1860,Portugal,4.0,Painter,1900,4.0
4037,Q10321759,1860,Southwestern Europe,4.0,Painter,1900,4.0
4144,Q1032839,770,Arabic world,21.0,Writer,800,21.0
4147,Q1032847,1630,France,12.0,Painter,1600,12.0
4148,Q1032847,1630,Northwestern Europe,12.0,Painter,1600,12.0
4185,Q1033064,1810,Northwestern Europe,35.0,Painter,1800,35.0
4186,Q1033064,1810,United Kingdom,35.0,Painter,1800,35.0
4190,Q10330886,1480,Chinese world,5.0,Painter,1500,5.0
4196,Q1033182,1620,Italy,4.0,Painter,1600,4.0
4197,Q1033182,1620,Southwestern Europe,4.0,Painter,1600,4.0
4207,Q10332333,1790,Portugal,6.0,Painter,1800,6.0
4208,Q10332333,1790,Southwestern Europe,6.0,Painter,1800,6.0
4231,Q1033512,1840,France,10.0,Painter,1800,10.0
4232,Q1033512,1840,Northwestern Europe,10.0,Painter,1800,10.0
4245,Q1033589,1850,France,8.0,Writer,1800,8.0
4246,Q1033589,1850,Northwestern Europe,8.0,Writer,1800,8.0
4257,Q10336751,1790,Portugal,4.0,Painter,1800,4.0
4258,Q10336751,1790,Southwestern Europe,4.0,Painter,1800,4.0
4302,Q1034140,1640,Low countries,50.0,Painter,1600,50.0
4303,Q1034140,1640,Northwestern Europe,50.0,Painter,1600,50.0
4350,Q10347302,1760,Portugal,32.0,Painter,1800,32.0
4351,Q10347302,1760,Southwestern Europe,32.0,Painter,1800,32.0
4410,Q10349690,1640,France,9.0,Painter,1600,9.0
4411,Q10349690,1640,Northwestern Europe,9.0,Painter,1600,9.0
4420,Q1035,1840,Northwestern Europe,212.0,Writer,1800,212.0
4421,Q1035,1840,United Kingdom,212.0,Writer,1800,212.0
4443,Q1035323,1850,France,251.0,Performing Artist,1800,251.0
4444,Q1035323,1850,Northwestern Europe,251.0,Performing Artist,1800,251.0
4488,Q103564,1810,German world,5.0,Writer,1800,5.0
4490,Q103564,1810,Northwestern Europe,5.0,Writer,1800,5.0
4495,Q10357117,1860,Portugal,4.0,Writer,1900,4.0
4496,Q10357117,1860,Southwestern Europe,4.0,Writer,1900,4.0
4535,Q103590,1880,German world,33.0,Painter,1900,33.0
4537,Q103590,1880,Northwestern Europe,33.0,Painter,1900,33.0
4615,Q1036683,1820,German world,6.0,Painter,1800,6.0
4617,Q1036683,1820,Northwestern Europe,6.0,Painter,1800,6.0
4680,Q1036858,1780,Nordic countries,285.0,Painter,1800,285.0
4681,Q1036858,1780,Northwestern Europe,285.0,Painter,1800,285.0
4684,Q1036862,1840,German world,17.0,Painter,1800,17.0
4686,Q1036862,1840,Northwestern Europe,17.0,Painter,1800,17.0
4732,Q1037055,1870,German world,97.0,Writer,1900,97.0
4734,Q1037055,1870,Northwestern Europe,97.0,Writer,1900,97.0
4754,Q1037154,1580,German world,10.0,Painter,1600,10.0
4756,Q1037154,1580,Northwestern Europe,10.0,Painter,1600,10.0
4765,Q10371757,1600,Portugal,21.0,Painter,1600,21.0
4766,Q10371757,1600,Southwestern Europe,21.0,Painter,1600,21.0
4843,Q1037509,1860,German world,6.0,Sculptor,1900,6.0
4845,Q1037509,1860,Northwestern Europe,6.0,Sculptor,1900,6.0
4887,Q1037668,1880,Central Europe,4.0,Painter,1900,4.0
4898,Q1037744,1670,German world,4.0,Painter,1700,4.0
4899,Q1037744,1670,Northwestern Europe,4.0,Painter,1700,4.0
4905,Q1037753,1870,German world,6.0,Sculptor,1900,6.0
4907,Q1037753,1870,Northwestern Europe,6.0,Sculptor,1900,6.0
4932,Q1037905,1860,Nordic countries,5.0,Writer,1900,5.0
4933,Q1037905,1860,Northwestern Europe,5.0,Writer,1900,5.0
4972,Q1038015,1830,German world,4.0,Painter,1800,4.0
4974,Q1038015,1830,Northwestern Europe,4.0,Painter,1800,4.0
4979,Q10380543,1870,Portugal,4.0,Painter,1900,4.0
4980,Q10380543,1870,Southwestern Europe,4.0,Painter,1900,4.0
5021,Q103820,1880,Central Europe,6.0,Writer,1900,6.0
5081,Q10383207,1860,France,4.0,Painter,1900,4.0
5082,Q10383207,1860,Northwestern Europe,4.0,Painter,1900,4.0
5113,Q1038373,1780,France,6.0,Sculptor,1800,6.0
5114,Q1038373,1780,Northwestern Europe,6.0,Sculptor,1800,6.0
5132,Q1038401,1850,German world,13.0,Painter,1800,13.0
5134,Q1038401,1850,Northwestern Europe,13.0,Painter,1800,13.0
5167,Q1038608,1840,German world,31.0,Painter,1800,31.0
5169,Q1038608,1840,Northwestern Europe,31.0,Painter,1800,31.0
5244,Q1038846,1820,Northwestern Europe,7.0,Writer,1800,7.0
5245,Q1038846,1820,United Kingdom,7.0,Writer,1800,7.0
5274,Q1038930,1860,German world,7.0,Painter,1900,7.0
5276,Q1038930,1860,Northwestern Europe,7.0,Painter,1900,7.0
5289,Q1038970,1870,German world,6.0,Painter,1900,6.0
5291,Q1038970,1870,Northwestern Europe,6.0,Painter,1900,6.0
5293,Q1038985,1740,Nordic countries,48.0,Architect,1700,48.0
5294,Q1038985,1740,Northwestern Europe,48.0,Architect,1700,48.0
5306,Q10390524,1730,Portugal,27.0,Painter,1700,27.0
5307,Q10390524,1730,Southwestern Europe,27.0,Painter,1700,27.0
5310,Q1039055,1860,East Slavic,8.0,Painter,1900,8.0
5376,Q10392625,1880,Central Europe,13.0,Writer,1900,13.0
5490,Q1039553,1840,German world,8.0,Painter,1800,8.0
5492,Q1039553,1840,Northwestern Europe,8.0,Painter,1800,8.0
5498,Q103957,1860,German world,15.0,Writer,1900,15.0
5500,Q103957,1860,Northwestern Europe,15.0,Writer,1900,15.0
5502,Q1039580,1780,German world,5.0,Writer,1800,5.0
5504,Q1039580,1780,Northwestern Europe,5.0,Writer,1800,5.0
5509,Q1039626,1870,German world,6.0,Painter,1900,6.0
5511,Q1039626,1870,Northwestern Europe,6.0,Painter,1900,6.0
5541,Q103976459,1880,Northwestern Europe,6.0,Writer,1900,6.0
5542,Q103976459,1880,United Kingdom,6.0,Writer,1900,6.0
5554,Q1039813,1850,German world,17.0,Painter,1800,17.0
5556,Q1039813,1850,Northwestern Europe,17.0,Painter,1800,17.0
5602,Q104008732,1880,Central Europe,8.0,Painter,1900,8.0
5618,Q1040187,1850,German world,5.0,Painter,1800,5.0
5620,Q1040187,1850,Northwestern Europe,5.0,Painter,1800,5.0
5636,Q1040249,1840,German world,15.0,Painter,1800,15.0
5638,Q1040249,1840,Northwestern Europe,15.0,Painter,1800,15.0
5668,Q104034,1840,German world,7.0,Painter,1800,7.0
5670,Q104034,1840,Northwestern Europe,7.0,Painter,1800,7.0
5700,Q1040415,1840,German world,10.0,Painter,1800,10.0
5701,Q1040415,1840,Northwestern Europe,10.0,Painter,1800,10.0
5790,Q1040670,1880,Nordic countries,8.0,Painter,1900,8.0
5791,Q1040670,1880,Northwestern Europe,8.0,Painter,1900,8.0
5814,Q1040724,1810,German world,56.0,Writer,1800,56.0
5816,Q1040724,1810,Northwestern Europe,56.0,Writer,1800,56.0
5824,Q1040760,1860,German world,5.0,Painter,1900,5.0
5825,Q1040760,1860,Northwestern Europe,5.0,Painter,1900,5.0
5837,Q1040777,1860,Central Europe,7.0,Writer,1900,7.0
5926,Q1041014,1860,East Slavic,5.0,Painter,1900,5.0
5965,Q1041108,1790,German world,79.0,Painter,1800,79.0
5967,Q1041108,1790,Northwestern Europe,79.0,Painter,1800,79.0
5969,Q10411161,1820,Nordic countries,51.0,Painter,1800,51.0
5970,Q10411161,1820,Northwestern Europe,51.0,Painter,1800,51.0
6011,Q1041208,1880,German world,10.0,Painter,1900,10.0
6013,Q1041208,1880,Northwestern Europe,10.0,Painter,1900,10.0
6034,Q1041328,1830,Southern China,260.0,Writer,1800,260.0
6035,Q1041328,1830,Yangtze,260.0,Writer,1800,260.0
6036,Q1041328,1830,Chinese world,260.0,Writer,1800,260.0
6140,Q1041605,1880,Low countries,19.0,Painter,1900,19.0
6141,Q1041605,1880,Northwestern Europe,19.0,Painter,1900,19.0
6221,Q10418211,1880,Southwestern Europe,11.0,Performing Artist,1900,11.0
6222,Q10418211,1880,Spain,11.0,Performing Artist,1900,11.0
6277,Q10418957,1870,Nordic countries,5.0,Painter,1900,5.0
6278,Q10418957,1870,Northwestern Europe,5.0,Painter,1900,5.0
6296,Q104197260,1800,France,4.0,Painter,1800,4.0
6297,Q104197260,1800,Northwestern Europe,4.0,Painter,1800,4.0
6303,Q1041995,1720,Italy,39.0,Painter,1700,39.0
6304,Q1041995,1720,Southwestern Europe,39.0,Painter,1700,39.0
6337,Q1042124,1880,Italy,17.0,Writer,1900,17.0
6338,Q1042124,1880,Southwestern Europe,17.0,Writer,1900,17.0
6340,Q1042125,1720,Chinese world,215.0,Painter,1700,215.0
6378,Q1042224,1790,Italy,19.0,Sculptor,1800,19.0
6379,Q1042224,1790,Southwestern Europe,19.0,Sculptor,1800,19.0
6406,Q1042322,1880,Italy,7.0,Sculptor,1900,7.0
6407,Q1042322,1880,Southwestern Europe,7.0,Sculptor,1900,7.0
6438,Q1042506,1830,France,18.0,Performing Artist,1800,18.0
6439,Q1042506,1830,Northwestern Europe,18.0,Performing Artist,1800,18.0
6465,Q104263,1880,Central Europe,5.0,Writer,1900,5.0
6488,Q1042892,1780,Northwestern Europe,40.0,Painter,1800,40.0
6489,Q1042892,1780,United Kingdom,40.0,Painter,1800,40.0
6491,Q10429035,1660,Low countries,8.0,Painter,1700,8.0
6493,Q10429035,1660,Northwestern Europe,8.0,Painter,1700,8.0
6513,Q1043,1740,Nordic countries,206.0,Writer,1700,206.0
6514,Q1043,1740,Northwestern Europe,206.0,Writer,1700,206.0
6550,Q104318,1840,German world,26.0,Painter,1800,26.0
6552,Q104318,1840,Northwestern Europe,26.0,Painter,1800,26.0
6584,Q1043318,1860,Southwestern Europe,237.0,Sculptor,1900,237.0
6585,Q1043318,1860,Spain,237.0,Sculptor,1900,237.0
6882,Q104484259,1880,France,4.0,Painter,1900,4.0
6883,Q104484259,1880,Northwestern Europe,4.0,Painter,1900,4.0
7167,Q1045533,1840,Nordic countries,159.0,Writer,1800,159.0
7168,Q1045533,1840,Northwestern Europe,159.0,Writer,1800,159.0
7282,Q1046137,1880,East Slavic,94.0,Writer,1900,94.0
7451,Q104679,1480,German world,12.0,Painter,1500,12.0
7453,Q104679,1480,Northwestern Europe,12.0,Painter,1500,12.0
7681,Q104781,1770,German world,4.0,Writer,1800,4.0
7683,Q104781,1770,Northwestern Europe,4.0,Writer,1800,4.0
7724,Q1047867,1700,Low countries,4.0,Writer,1700,4.0
7726,Q1047867,1700,Northwestern Europe,4.0,Writer,1700,4.0
7787,Q1047940,1440,France,5.0,Painter,1400,5.0
7788,Q1047940,1440,Northwestern Europe,5.0,Painter,1400,5.0
7849,Q1048,-60,Latin World,19.0,Writer,-100,19.0
7851,Q1048,-60,Southwestern Europe,19.0,Writer,-100,19.0
8083,Q104884,1810,German world,297.0,Sculptor,1800,297.0
8085,Q104884,1810,Northwestern Europe,297.0,Sculptor,1800,297.0
8254,Q1049934,1590,Northwestern Europe,25.0,Painter,1600,25.0
8255,Q1049934,1590,United Kingdom,25.0,Painter,1600,25.0
8278,Q105016,1820,German world,7.0,Writer,1800,7.0
8280,Q105016,1820,Northwestern Europe,7.0,Writer,1800,7.0
8589,Q10514143,1830,Chinese world,6.0,Painter,1800,6.0
8608,Q1051776,540,Greek World,57.0,Writer,500,57.0
8636,Q105200,1860,German world,10.0,Writer,1900,10.0
8637,Q105200,1860,Northwestern Europe,10.0,Writer,1900,10.0
8674,Q105220,1860,German world,9.0,Writer,1900,9.0
8676,Q105220,1860,Northwestern Europe,9.0,Writer,1900,9.0
8687,Q1052263,1620,Italy,5.0,Painter,1600,5.0
8688,Q1052263,1620,Southwestern Europe,5.0,Painter,1600,5.0
8691,Q1052269,1620,Italy,7.0,Painter,1600,7.0
8692,Q1052269,1620,Southwestern Europe,7.0,Painter,1600,7.0
8723,Q105237,1830,France,5.0,Musician,1800,5.0
8724,Q105237,1830,Northwestern Europe,5.0,Musician,1800,5.0
8756,Q105258,1640,German world,14.0,Painter,1600,14.0
8758,Q105258,1640,Northwestern Europe,14.0,Painter,1600,14.0
8801,Q105290,-360,Greek World,12.0,Sculptor,-400,12.0
8846,Q1053152,1500,Italy,11.0,Painter,1500,11.0
8847,Q1053152,1500,Southwestern Europe,11.0,Painter,1500,11.0
8868,Q105320,1880,France,186.0,Sculptor,1900,186.0
8869,Q105320,1880,Northwestern Europe,186.0,Sculptor,1900,186.0
8896,Q105335373,1750,German world,8.0,Painter,1800,8.0
8898,Q105335373,1750,Northwestern Europe,8.0,Painter,1800,8.0
8992,Q105382629,1800,France,12.0,Sculptor,1800,12.0
8993,Q105382629,1800,Northwestern Europe,12.0,Sculptor,1800,12.0
9103,Q1054145,1480,Italy,4.0,Painter,1500,4.0
9104,Q1054145,1480,Southwestern Europe,4.0,Painter,1500,4.0
9126,Q105428,1780,German world,4.0,Writer,1800,4.0
9127,Q105428,1780,Northwestern Europe,4.0,Writer,1800,4.0
9137,Q1054349,1520,Italy,6.0,Painter,1500,6.0
9138,Q1054349,1520,Southwestern Europe,6.0,Painter,1500,6.0
9150,Q1054362,1660,Italy,10.0,Painter,1700,10.0
9151,Q1054362,1660,Southwestern Europe,10.0,Painter,1700,10.0
9219,Q10546686,1880,Central Europe,31.0,Writer,1900,31.0
9452,Q10557609,1280,Chinese world,4.0,Painter,1300,4.0
9458,Q1055843,1850,Italy,14.0,Painter,1800,14.0
9459,Q1055843,1850,Southwestern Europe,14.0,Painter,1800,14.0
9563,Q1056313,1600,Italy,10.0,Painter,1600,10.0
9564,Q1056313,1600,Southwestern Europe,10.0,Painter,1600,10.0
9570,Q1056323,1870,Italy,13.0,Painter,1900,13.0
9571,Q1056323,1870,Southwestern Europe,13.0,Painter,1900,13.0
9584,Q10564133,1870,Southern China,23.0,Painter,1900,23.0
9585,Q10564133,1870,Yangtze,23.0,Painter,1900,23.0
9586,Q10564133,1870,Chinese world,23.0,Painter,1900,23.0
9606,Q1056484,1610,Italy,20.0,Painter,1600,20.0
9607,Q1056484,1610,Southwestern Europe,20.0,Painter,1600,20.0
9616,Q1056504,1860,Italy,10.0,Painter,1900,10.0
9617,Q1056504,1860,Southwestern Europe,10.0,Painter,1900,10.0
9688,Q10567201,1530,Southern China,5.0,Writer,1500,5.0
9689,Q10567201,1530,Yangtze,5.0,Writer,1500,5.0
9690,Q10567201,1530,Chinese world,5.0,Writer,1500,5.0
9828,Q1056977,1510,Italy,19.0,Painter,1500,19.0
9829,Q1056977,1510,Southwestern Europe,19.0,Painter,1500,19.0
10431,Q1058463,1630,Italy,5.0,Painter,1600,5.0
10432,Q1058463,1630,Southwestern Europe,5.0,Painter,1600,5.0
10440,Q1058485,1880,Italy,12.0,Writer,1900,12.0
10441,Q1058485,1880,Southwestern Europe,12.0,Writer,1900,12.0
10466,Q1058694,680,Arabic world,404.0,Writer,700,404.0
10705,Q1059376,1840,Italy,38.0,Painter,1800,38.0
10706,Q1059376,1840,Southwestern Europe,38.0,Painter,1800,38.0
11320,Q1061864,1600,Italy,4.0,Painter,1600,4.0
11321,Q1061864,1600,Southwestern Europe,4.0,Painter,1600,4.0
11643,Q10631570,1730,France,6.0,Painter,1700,6.0
11644,Q10631570,1730,Northwestern Europe,6.0,Painter,1700,6.0
11668,Q1063339,1810,France,6.0,Writer,1800,6.0
11669,Q1063339,1810,Northwestern Europe,6.0,Writer,1800,6.0
11689,Q1063392,1840,France,445.0,Writer,1800,445.0
11690,Q1063392,1840,Northwestern Europe,445.0,Writer,1800,445.0
11717,Q1063426,1830,France,19.0,Painter,1800,19.0
11718,Q1063426,1830,Northwestern Europe,19.0,Painter,1800,19.0
11753,Q1063531,1820,Northwestern Europe,6.0,Writer,1800,6.0
11754,Q1063531,1820,United Kingdom,6.0,Writer,1800,6.0
11772,Q1063557,1650,France,8.0,Writer,1600,8.0
11773,Q1063557,1650,Northwestern Europe,8.0,Writer,1600,8.0
11842,Q1063723,1860,France,26.0,Painter,1900,26.0
11843,Q1063723,1860,Northwestern Europe,26.0,Painter,1900,26.0
11856,Q1063751,1850,France,7.0,Sculptor,1800,7.0
11857,Q1063751,1850,Northwestern Europe,7.0,Sculptor,1800,7.0
11905,Q1063936,1860,France,51.0,Sculptor,1900,51.0
11906,Q1063936,1860,Northwestern Europe,51.0,Sculptor,1900,51.0
11954,Q106397811,1840,Low countries,6.0,Painter,1800,6.0
11956,Q106397811,1840,Northwestern Europe,6.0,Painter,1800,6.0
11963,Q1063981,1850,France,9.0,Writer,1800,9.0
11964,Q1063981,1850,Northwestern Europe,9.0,Writer,1800,9.0
11983,Q1064,1820,Italy,38.0,Writer,1800,38.0
11984,Q1064,1820,Southwestern Europe,38.0,Writer,1800,38.0
12042,Q1064116,1780,Northwestern Europe,4.0,Musician,1800,4.0
12043,Q1064116,1780,United Kingdom,4.0,Musician,1800,4.0
12220,Q1064549,1880,France,8.0,Painter,1900,8.0
12221,Q1064549,1880,Northwestern Europe,8.0,Painter,1900,8.0
12224,Q106456,1840,Italy,15.0,Painter,1800,15.0
12225,Q106456,1840,Southwestern Europe,15.0,Painter,1800,15.0
12249,Q1064595,1880,France,8.0,Performing Artist,1900,8.0
12250,Q1064595,1880,Northwestern Europe,8.0,Performing Artist,1900,8.0
12293,Q1064648,1790,France,5.0,Painter,1800,5.0
12294,Q1064648,1790,Northwestern Europe,5.0,Painter,1800,5.0
12360,Q1064862,1860,German world,48.0,Painter,1900,48.0
12362,Q1064862,1860,Northwestern Europe,48.0,Painter,1900,48.0
12399,Q1064977,1420,Southern China,6.0,Painter,1400,6.0
12400,Q1064977,1420,Yangtze,6.0,Painter,1400,6.0
12401,Q1064977,1420,Chinese world,6.0,Painter,1400,6.0
12415,Q1065034,1870,Low countries,7.0,Writer,1900,7.0
12416,Q1065034,1870,Northwestern Europe,7.0,Writer,1900,7.0
12427,Q10650645,1880,Nordic countries,15.0,Painter,1900,15.0
12428,Q10650645,1880,Northwestern Europe,15.0,Painter,1900,15.0
12432,Q1065068,1860,Italy,5.0,Painter,1900,5.0
12433,Q1065068,1860,Southwestern Europe,5.0,Painter,1900,5.0
12564,Q1065263,1860,France,19.0,Painter,1900,19.0
12565,Q1065263,1860,Northwestern Europe,19.0,Painter,1900,19.0
12598,Q1065323,1850,German world,46.0,Painter,1800,46.0
12600,Q1065323,1850,Northwestern Europe,46.0,Painter,1800,46.0
12607,Q1065352,1830,Italy,23.0,Writer,1800,23.0
12608,Q1065352,1830,Southwestern Europe,23.0,Writer,1800,23.0
12636,Q1065391,1850,France,16.0,Writer,1800,16.0
12637,Q1065391,1850,Northwestern Europe,16.0,Writer,1800,16.0
12664,Q1065447,1820,France,5.0,Painter,1800,5.0
12665,Q1065447,1820,Northwestern Europe,5.0,Painter,1800,5.0
12687,Q1065524,1670,Italy,14.0,Painter,1700,14.0
12688,Q1065524,1670,Southwestern Europe,14.0,Painter,1700,14.0
12699,Q1065566,1840,France,6.0,Painter,1800,6.0
12700,Q1065566,1840,Northwestern Europe,6.0,Painter,1800,6.0
12717,Q1065621,1880,Northwestern Europe,9.0,Painter,1900,9.0
12718,Q1065621,1880,United Kingdom,9.0,Painter,1900,9.0
12741,Q1065673,1860,France,40.0,Painter,1900,40.0
12742,Q1065673,1860,Northwestern Europe,40.0,Painter,1900,40.0
