,individual_wikidata_id,decade,region_name,count_works,occupation,century,count
243302,Q3173426,1740,Northwestern Europe,5.0,Painter,1700,5.0
243305,Q3173447,1780,France,23.0,Sculptor,1800,23.0
243306,Q3173447,1780,Northwestern Europe,23.0,Sculptor,1800,23.0
243326,Q317352,1850,German world,4.0,Painter,1800,4.0
243328,Q317352,1850,Northwestern Europe,4.0,Painter,1800,4.0
243330,Q317355,1880,German world,8.0,Painter,1900,8.0
243332,Q317355,1880,Northwestern Europe,8.0,Painter,1900,8.0
243393,Q3173734,1650,France,18.0,Painter,1600,18.0
243394,Q3173734,1650,Northwestern Europe,18.0,Painter,1600,18.0
243414,Q3173933,1850,France,5.0,Sculptor,1800,5.0
243415,Q3173933,1850,Northwestern Europe,5.0,Sculptor,1800,5.0
243422,Q3173950,1850,France,4.0,Painter,1800,4.0
243423,Q3173950,1850,Northwestern Europe,4.0,Painter,1800,4.0
243425,Q317396,1820,German world,9.0,Painter,1800,9.0
243427,Q317396,1820,Northwestern Europe,9.0,Painter,1800,9.0
243436,Q3173998,1860,German world,4.0,Writer,1900,4.0
243437,Q3173998,1860,Northwestern Europe,4.0,Writer,1900,4.0
243452,Q3174069,1840,East Slavic,7.0,Writer,1800,7.0
243500,Q3174364,1860,Low countries,8.0,Painter,1900,8.0
243501,Q3174364,1860,Northwestern Europe,8.0,Painter,1900,8.0
243554,Q3174612,1640,France,5.0,Painter,1600,5.0
243555,Q3174612,1640,Northwestern Europe,5.0,Painter,1600,5.0
243562,Q3174641,1780,France,28.0,Painter,1800,28.0
243563,Q3174641,1780,Northwestern Europe,28.0,Painter,1800,28.0
243582,Q317482,1880,German world,61.0,Painter,1900,61.0
243583,Q317482,1880,Northwestern Europe,61.0,Painter,1900,61.0
243593,Q317492,1860,German world,12.0,Painter,1900,12.0
243595,Q317492,1860,Northwestern Europe,12.0,Painter,1900,12.0
243599,Q3174927,1740,France,11.0,Painter,1700,11.0
243600,Q3174927,1740,Northwestern Europe,11.0,Painter,1700,11.0
243606,Q317501,1820,German world,15.0,Painter,1800,15.0
243608,Q317501,1820,Northwestern Europe,15.0,Painter,1800,15.0
243611,Q3175030,1810,France,5.0,Painter,1800,5.0
243612,Q3175030,1810,Northwestern Europe,5.0,Painter,1800,5.0
243614,Q317507,1860,German world,21.0,Painter,1900,21.0
243616,Q317507,1860,Northwestern Europe,21.0,Painter,1900,21.0
243631,Q3175151,1540,France,5.0,Performing Artist,1500,5.0
243632,Q3175151,1540,Northwestern Europe,5.0,Performing Artist,1500,5.0
243635,Q31751512,1830,France,4.0,Painter,1800,4.0
243636,Q31751512,1830,Northwestern Europe,4.0,Painter,1800,4.0
243669,Q31754,1640,Southern China,158.0,Writer,1600,158.0
243670,Q31754,1640,Yangtze,158.0,Writer,1600,158.0
243671,Q31754,1640,Chinese world,158.0,Writer,1600,158.0
243676,Q3175436,1520,France,7.0,Sculptor,1500,7.0
243677,Q3175436,1520,Northwestern Europe,7.0,Sculptor,1500,7.0
243739,Q31758,760,Northern China,11.0,Painter,800,11.0
243740,Q31758,760,Chinese world,11.0,Painter,800,11.0
243794,Q317639,1850,German world,44.0,Painter,1800,44.0
243796,Q317639,1850,Northwestern Europe,44.0,Painter,1800,44.0
243803,Q3176743,1800,Northwestern Europe,107.0,Architect,1800,107.0
243804,Q3176743,1800,United Kingdom,107.0,Architect,1800,107.0
243818,Q3176766,1840,France,8.0,Sculptor,1800,8.0
243819,Q3176766,1840,Northwestern Europe,8.0,Sculptor,1800,8.0
243838,Q317696,1800,German world,11.0,Painter,1800,11.0
243840,Q317696,1800,Northwestern Europe,11.0,Painter,1800,11.0
243858,Q317723,1740,German world,9.0,Painter,1700,9.0
243860,Q317723,1740,Northwestern Europe,9.0,Painter,1700,9.0
243866,Q317736,1830,Northern Japan,599.0,Painter,1800,599.0
243867,Q317736,1830,Japan,599.0,Painter,1800,599.0
243879,Q317787,1030,Arabic world,13.0,Writer,1000,13.0
243894,Q3178580,1120,Northern China,6.0,Painter,1100,6.0
243895,Q3178580,1120,Chinese world,6.0,Painter,1100,6.0
243896,Q317861,1870,German world,11.0,Painter,1900,11.0
243898,Q317861,1870,Northwestern Europe,11.0,Painter,1900,11.0
243900,Q317876,1880,Southwestern Europe,189.0,Architect,1900,189.0
243901,Q317876,1880,Spain,189.0,Architect,1900,189.0
243904,Q317887,1630,Northwestern Europe,9.0,Writer,1600,9.0
243905,Q317887,1630,United Kingdom,9.0,Writer,1600,9.0
243907,Q317888,1850,German world,5.0,Painter,1800,5.0
243909,Q317888,1850,Northwestern Europe,5.0,Painter,1800,5.0
243927,Q3179022,1700,Southern Japan,4.0,Painter,1700,4.0
243928,Q3179022,1700,Japan,4.0,Painter,1700,4.0
243933,Q3179177,1370,Southern China,30.0,Painter,1400,30.0
243934,Q3179177,1370,Yangtze,30.0,Painter,1400,30.0
243935,Q3179177,1370,Chinese world,30.0,Painter,1400,30.0
243941,Q317920,1620,France,190.0,Painter,1600,190.0
243942,Q317920,1620,Northwestern Europe,190.0,Painter,1600,190.0
243987,Q3179590,1760,Southern China,28.0,Painter,1800,28.0
243988,Q3179590,1760,Chinese world,28.0,Painter,1800,28.0
243993,Q317963,1860,German world,4.0,Painter,1900,4.0
243995,Q317963,1860,Northwestern Europe,4.0,Painter,1900,4.0
244029,Q3179941,1830,Low countries,27.0,Painter,1800,27.0
244030,Q3179941,1830,Northwestern Europe,27.0,Painter,1800,27.0
244037,Q3180225,1650,Southern Japan,11.0,Painter,1600,11.0
244038,Q3180225,1650,Japan,11.0,Painter,1600,11.0
244065,Q3180447,1700,Italy,7.0,Painter,1700,7.0
244066,Q3180447,1700,Southwestern Europe,7.0,Painter,1700,7.0
244096,Q3180515,1730,German world,7.0,Painter,1700,7.0
244098,Q3180515,1730,Northwestern Europe,7.0,Painter,1700,7.0
244146,Q3180587,1810,German world,5.0,Sculptor,1800,5.0
244148,Q3180587,1810,Northwestern Europe,5.0,Sculptor,1800,5.0
244155,Q3180594,1780,France,17.0,Painter,1800,17.0
244156,Q3180594,1780,Northwestern Europe,17.0,Painter,1800,17.0
244186,Q318064,1240,Southern Japan,4.0,Writer,1200,4.0
244187,Q318064,1240,Japan,4.0,Writer,1200,4.0
244232,Q3180743,1610,Italy,6.0,Writer,1600,6.0
244233,Q3180743,1610,Southwestern Europe,6.0,Writer,1600,6.0
244235,Q3180745,1870,German world,62.0,Writer,1900,62.0
244237,Q3180745,1870,Northwestern Europe,62.0,Writer,1900,62.0
244239,Q3180751,1880,Low countries,6.0,Writer,1900,6.0
244241,Q3180751,1880,Northwestern Europe,6.0,Writer,1900,6.0
244247,Q3180754,1880,France,7.0,Painter,1900,7.0
244248,Q3180754,1880,Northwestern Europe,7.0,Painter,1900,7.0
244268,Q3180832,1860,France,10.0,Painter,1900,10.0
244269,Q3180832,1860,Northwestern Europe,10.0,Painter,1900,10.0
244309,Q318114,1580,Northwestern Europe,72.0,Painter,1600,72.0
244310,Q318114,1580,United Kingdom,72.0,Painter,1600,72.0
244313,Q318117,1420,Italy,20.0,Painter,1400,20.0
244314,Q318117,1420,Southwestern Europe,20.0,Painter,1400,20.0
244349,Q31814,1880,France,4.0,Writer,1900,4.0
244350,Q31814,1880,Northwestern Europe,4.0,Writer,1900,4.0
244358,Q3181492,1820,Northwestern Europe,55.0,Painter,1800,55.0
244359,Q3181492,1820,United Kingdom,55.0,Painter,1800,55.0
244362,Q3181526,1820,Northwestern Europe,8.0,Architect,1800,8.0
244363,Q3181526,1820,United Kingdom,8.0,Architect,1800,8.0
244366,Q3181529,1780,Northwestern Europe,15.0,Painter,1800,15.0
244367,Q3181529,1780,United Kingdom,15.0,Painter,1800,15.0
244417,Q3181882,1860,Northwestern Europe,927.0,Writer,1900,927.0
244418,Q3181882,1860,United Kingdom,927.0,Writer,1900,927.0
244437,Q3181981,1870,Northwestern Europe,21.0,Writer,1900,21.0
244438,Q3181981,1870,United Kingdom,21.0,Writer,1900,21.0
244471,Q318217,1830,France,20.0,Writer,1800,20.0
244472,Q318217,1830,Northwestern Europe,20.0,Writer,1800,20.0
244496,Q3182289,1870,Northwestern Europe,37.0,Painter,1900,37.0
244497,Q3182289,1870,United Kingdom,37.0,Painter,1900,37.0
244534,Q3182444,1750,Northwestern Europe,27.0,Writer,1800,27.0
244535,Q3182444,1750,United Kingdom,27.0,Writer,1800,27.0
244546,Q3182476,1820,Northwestern Europe,50.0,Painter,1800,50.0
244547,Q3182476,1820,United Kingdom,50.0,Painter,1800,50.0
244563,Q318254,1420,Italy,15.0,Writer,1400,15.0
244564,Q318254,1420,Southwestern Europe,15.0,Writer,1400,15.0
244579,Q3182713,1820,Northwestern Europe,92.0,Painter,1800,92.0
244580,Q3182713,1820,United Kingdom,92.0,Painter,1800,92.0
244591,Q3182751,1850,Northwestern Europe,7.0,Writer,1800,7.0
244592,Q3182751,1850,United Kingdom,7.0,Writer,1800,7.0
244613,Q3182782,1740,Northwestern Europe,66.0,Painter,1700,66.0
244614,Q3182782,1740,United Kingdom,66.0,Painter,1700,66.0
244710,Q318393,1880,East Slavic,40.0,Painter,1900,40.0
244712,Q318399,1850,Northwestern Europe,55.0,Writer,1800,55.0
244713,Q318399,1850,United Kingdom,55.0,Writer,1800,55.0
244715,Q318406,1680,Northern China,8.0,Writer,1700,8.0
244716,Q318406,1680,Chinese world,8.0,Writer,1700,8.0
244776,Q3184246,1870,France,5.0,Painter,1900,5.0
244777,Q3184246,1870,Northwestern Europe,5.0,Painter,1900,5.0
244829,Q3184362,1800,France,4.0,Painter,1800,4.0
244830,Q3184362,1800,Northwestern Europe,4.0,Painter,1800,4.0
244864,Q3184472,1830,France,7.0,Painter,1800,7.0
244865,Q3184472,1830,Northwestern Europe,7.0,Painter,1800,7.0
244880,Q31845,130,Greek World,17.0,Writer,100,17.0
244926,Q3184614,1760,Northwestern Europe,40.0,Painter,1800,40.0
244927,Q3184614,1760,United Kingdom,40.0,Painter,1800,40.0
244930,Q3184619,1880,France,18.0,Painter,1900,18.0
244931,Q3184619,1880,Northwestern Europe,18.0,Painter,1900,18.0
244934,Q318462,1840,Northwestern Europe,47.0,Performing Artist,1800,47.0
244935,Q318462,1840,United Kingdom,47.0,Performing Artist,1800,47.0
244973,Q3184729,1820,France,4.0,Painter,1800,4.0
244974,Q3184729,1820,Northwestern Europe,4.0,Painter,1800,4.0
244977,Q3184747,1790,France,12.0,Sculptor,1800,12.0
244978,Q3184747,1790,Northwestern Europe,12.0,Sculptor,1800,12.0
244989,Q3184785,1860,Low countries,10.0,Painter,1900,10.0
244990,Q3184785,1860,Northwestern Europe,10.0,Painter,1900,10.0
245063,Q3184969,1740,France,19.0,Sculptor,1700,19.0
245064,Q3184969,1740,Northwestern Europe,19.0,Sculptor,1700,19.0
245181,Q3185317,1840,France,7.0,Sculptor,1800,7.0
245182,Q3185317,1840,Northwestern Europe,7.0,Sculptor,1800,7.0
245232,Q318543,1850,German world,7.0,Painter,1800,7.0
245234,Q318543,1850,Northwestern Europe,7.0,Painter,1800,7.0
245261,Q3185504,1860,France,6.0,Writer,1900,6.0
245262,Q3185504,1860,Northwestern Europe,6.0,Writer,1900,6.0
245285,Q3185583,1790,France,7.0,Painter,1800,7.0
245286,Q3185583,1790,Northwestern Europe,7.0,Painter,1800,7.0
245383,Q3185784,1880,France,6.0,Painter,1900,6.0
245384,Q3185784,1880,Northwestern Europe,6.0,Painter,1900,6.0
245399,Q318584,1790,Northwestern Europe,2770.0,Painter,1800,2770.0
245400,Q318584,1790,United Kingdom,2770.0,Painter,1800,2770.0
245415,Q3185848,1760,France,43.0,Sculptor,1800,43.0
245416,Q3185848,1760,Northwestern Europe,43.0,Sculptor,1800,43.0
245435,Q3186019,1830,Northwestern Europe,5.0,Writer,1800,5.0
245436,Q3186019,1830,United Kingdom,5.0,Writer,1800,5.0
245490,Q318640,1460,Italy,19.0,Architect,1500,19.0
245491,Q318640,1460,Southwestern Europe,19.0,Architect,1500,19.0
245525,Q318741,1780,France,99.0,Sculptor,1800,99.0
245526,Q318741,1780,Northwestern Europe,99.0,Sculptor,1800,99.0
245534,Q3187562,1810,Southwestern Europe,6.0,Painter,1800,6.0
245535,Q3187562,1810,Spain,6.0,Painter,1800,6.0
245547,Q318769,1750,Italy,323.0,Painter,1800,323.0
245548,Q318769,1750,Southwestern Europe,323.0,Painter,1800,323.0
245597,Q3188333,1840,France,7.0,Painter,1800,7.0
245598,Q3188333,1840,Northwestern Europe,7.0,Painter,1800,7.0
245605,Q3188336,1780,France,10.0,Painter,1800,10.0
245606,Q3188336,1780,Northwestern Europe,10.0,Painter,1800,10.0
245648,Q3188413,1880,Low countries,6.0,Painter,1900,6.0
245649,Q3188413,1880,Northwestern Europe,6.0,Painter,1900,6.0
245660,Q3188428,1860,France,6.0,Writer,1900,6.0
245661,Q3188428,1860,Northwestern Europe,6.0,Writer,1900,6.0
245691,Q3188478,1850,France,11.0,Architect,1800,11.0
245692,Q3188478,1850,Northwestern Europe,11.0,Architect,1800,11.0
245705,Q3188539,1870,France,17.0,Painter,1900,17.0
245706,Q3188539,1870,Northwestern Europe,17.0,Painter,1900,17.0
245713,Q3188564,1850,France,12.0,Writer,1800,12.0
245714,Q3188564,1850,Northwestern Europe,12.0,Writer,1800,12.0
245731,Q3188645,1860,France,4.0,Writer,1900,4.0
245732,Q3188645,1860,Northwestern Europe,4.0,Writer,1900,4.0
245739,Q3188655,1860,Low countries,8.0,Painter,1900,8.0
245740,Q3188655,1860,Northwestern Europe,8.0,Painter,1900,8.0
245755,Q3188680,1860,France,22.0,Painter,1900,22.0
245756,Q3188680,1860,Northwestern Europe,22.0,Painter,1900,22.0
245772,Q31887017,1770,France,9.0,Painter,1800,9.0
245773,Q31887017,1770,Northwestern Europe,9.0,Painter,1800,9.0
245793,Q3188724,1830,France,32.0,Writer,1800,32.0
245794,Q3188724,1830,Northwestern Europe,32.0,Writer,1800,32.0
245805,Q3188753,1870,France,4.0,Painter,1900,4.0
245806,Q3188753,1870,Northwestern Europe,4.0,Painter,1900,4.0
245832,Q318883,1880,German world,6.0,Painter,1900,6.0
245834,Q318883,1880,Northwestern Europe,6.0,Painter,1900,6.0
245840,Q3188834,1870,France,4.0,Sculptor,1900,4.0
245841,Q3188834,1870,Northwestern Europe,4.0,Sculptor,1900,4.0
245844,Q3188837,1860,Low countries,9.0,Sculptor,1900,9.0
245845,Q3188837,1860,Northwestern Europe,9.0,Sculptor,1900,9.0
245858,Q318886,1840,German world,21.0,Painter,1800,21.0
245860,Q318886,1840,Northwestern Europe,21.0,Painter,1800,21.0
245891,Q3188882,1860,France,30.0,Writer,1900,30.0
245892,Q3188882,1860,Northwestern Europe,30.0,Writer,1900,30.0
245927,Q3188976,1830,France,5.0,Writer,1800,5.0
245928,Q3188976,1830,Northwestern Europe,5.0,Writer,1800,5.0
245983,Q3189221,1830,France,16.0,Painter,1800,16.0
245984,Q3189221,1830,Northwestern Europe,16.0,Painter,1800,16.0
246088,Q3189687,1830,France,4.0,Painter,1800,4.0
246089,Q3189687,1830,Northwestern Europe,4.0,Painter,1800,4.0
246096,Q3189710,1770,France,7.0,Painter,1800,7.0
246097,Q3189710,1770,Northwestern Europe,7.0,Painter,1800,7.0
246118,Q3189880,1880,German world,7.0,Painter,1900,7.0
246119,Q3189880,1880,Northwestern Europe,7.0,Painter,1900,7.0
246121,Q318998,800,Northern China,740.0,Writer,800,740.0
246122,Q318998,800,Chinese world,740.0,Writer,800,740.0
246148,Q3190397,1870,France,4.0,Sculptor,1900,4.0
246149,Q3190397,1870,Northwestern Europe,4.0,Sculptor,1900,4.0
246211,Q319140,1830,German world,8.0,Painter,1800,8.0
246213,Q319140,1830,Northwestern Europe,8.0,Painter,1800,8.0
246218,Q3191946,1680,Japan,4.0,Painter,1700,4.0
246219,Q3191947,1710,Japan,10.0,Painter,1700,10.0
246220,Q3191951,1570,Southern Japan,7.0,Painter,1600,7.0
246221,Q3191951,1570,Japan,7.0,Painter,1600,7.0
246228,Q3192250,1870,Low countries,5.0,Painter,1900,5.0
246229,Q3192250,1870,Northwestern Europe,5.0,Painter,1900,5.0
246232,Q319261,1830,France,30.0,Musician,1800,30.0
246233,Q319261,1830,Northwestern Europe,30.0,Musician,1800,30.0
246242,Q3192773,1480,Japan,4.0,Performing Artist,1500,4.0
246245,Q3192787,1640,Southern Japan,23.0,Painter,1600,23.0
246246,Q3192787,1640,Japan,23.0,Painter,1600,23.0
246247,Q3192788,1550,Southern Japan,4.0,Painter,1600,4.0
246248,Q3192788,1550,Japan,4.0,Painter,1600,4.0
246251,Q3192790,1620,Southern Japan,11.0,Painter,1600,11.0
246252,Q3192790,1620,Japan,11.0,Painter,1600,11.0
246253,Q3192792,1610,Southern Japan,10.0,Painter,1600,10.0
246254,Q3192792,1610,Japan,10.0,Painter,1600,10.0
246255,Q3192793,1690,Japan,20.0,Painter,1700,20.0
246256,Q3192796,1650,Southern Japan,21.0,Painter,1600,21.0
246257,Q3192796,1650,Japan,21.0,Painter,1600,21.0
246258,Q3192797,1670,Southern Japan,56.0,Painter,1700,56.0
246259,Q3192797,1670,Japan,56.0,Painter,1700,56.0
246297,Q319399,1680,France,7.0,Writer,1700,7.0
246298,Q319399,1680,Northwestern Europe,7.0,Writer,1700,7.0
246319,Q3194229,1800,Northern Japan,5.0,Painter,1800,5.0
246320,Q3194229,1800,Japan,5.0,Painter,1800,5.0
246330,Q3195528,1600,Low countries,25.0,Painter,1600,25.0
246331,Q3195528,1600,Northwestern Europe,25.0,Painter,1600,25.0
246334,Q319557,1480,Italy,4.0,Writer,1500,4.0
246335,Q319557,1480,Southwestern Europe,4.0,Writer,1500,4.0
246338,Q319579,1810,Italy,10.0,Painter,1800,10.0
246339,Q319579,1810,Southwestern Europe,10.0,Painter,1800,10.0
246347,Q319618,1060,Southern China,1890.0,Writer,1100,1890.0
246348,Q319618,1060,Chinese world,1890.0,Writer,1100,1890.0
246357,Q3196280,1770,Southern Japan,6.0,Painter,1800,6.0
246358,Q3196280,1770,Japan,6.0,Painter,1800,6.0
246359,Q3196281,1740,Northern Japan,4.0,Painter,1700,4.0
246360,Q3196281,1740,Japan,4.0,Painter,1700,4.0
246366,Q3196514,1830,Northern Japan,39.0,Painter,1800,39.0
246367,Q3196514,1830,Southern Japan,39.0,Painter,1800,39.0
246368,Q3196514,1830,Japan,39.0,Painter,1800,39.0
246412,Q319843,1860,Northwestern Europe,65.0,Painter,1900,65.0
246413,Q319843,1860,United Kingdom,65.0,Painter,1900,65.0
246416,Q319854,1780,Nordic countries,120.0,Sculptor,1800,120.0
246417,Q319854,1780,Northwestern Europe,120.0,Sculptor,1800,120.0
246435,Q319919,1880,German world,6.0,Painter,1900,6.0
246437,Q319919,1880,Northwestern Europe,6.0,Painter,1900,6.0
246457,Q3200184,1790,Northern Japan,18.0,Painter,1800,18.0
246458,Q3200184,1790,Japan,18.0,Painter,1800,18.0
246461,Q3200407,1650,Chinese world,21.0,Painter,1600,21.0
246471,Q3200664,1660,Japan,14.0,Painter,1700,14.0
246474,Q3201023,1820,Northern Japan,4.0,Painter,1800,4.0
246475,Q3201023,1820,Japan,4.0,Painter,1800,4.0
246477,Q320118,1620,Italy,89.0,Architect,1600,89.0
246478,Q320118,1620,Southwestern Europe,89.0,Architect,1600,89.0
246487,Q320129,1090,Northern China,9.0,Painter,1100,9.0
246488,Q320129,1090,Southern China,9.0,Painter,1100,9.0
246489,Q320129,1090,Yangtze,9.0,Painter,1100,9.0
246490,Q320129,1090,Chinese world,9.0,Painter,1100,9.0
246492,Q3201302,1880,Southern Japan,9.0,Painter,1900,9.0
246493,Q3201302,1880,Japan,9.0,Painter,1900,9.0
246502,Q32019,1770,Chinese world,145.0,Painter,1800,145.0
246551,Q320455,1850,German world,6.0,Painter,1800,6.0
246553,Q320455,1850,Northwestern Europe,6.0,Painter,1800,6.0
246580,Q3206010,1720,Southern China,63.0,Painter,1700,63.0
246581,Q3206010,1720,Yangtze,63.0,Painter,1700,63.0
246582,Q3206010,1720,Chinese world,63.0,Painter,1700,63.0
246583,Q3206035,1680,Southern China,25.0,Painter,1700,25.0
246584,Q3206035,1680,Yangtze,25.0,Painter,1700,25.0
246585,Q3206035,1680,Chinese world,25.0,Painter,1700,25.0
246586,Q3206040,1720,Southern China,6.0,Painter,1700,6.0
246587,Q3206040,1720,Yangtze,6.0,Painter,1700,6.0
246588,Q3206040,1720,Chinese world,6.0,Painter,1700,6.0
246602,Q320652,1850,France,4.0,Painter,1800,4.0
246603,Q320652,1850,Northwestern Europe,4.0,Painter,1800,4.0
246613,Q320671,1670,Nordic countries,61.0,Painter,1700,61.0
246614,Q320671,1670,Northwestern Europe,61.0,Painter,1700,61.0
246617,Q320683,1790,German world,31.0,Painter,1800,31.0
246619,Q320683,1790,Northwestern Europe,31.0,Painter,1800,31.0
246645,Q320844,1860,German world,11.0,Painter,1900,11.0
246647,Q320844,1860,Northwestern Europe,11.0,Painter,1900,11.0
246674,Q320892,1880,Northwestern Europe,4.0,Writer,1900,4.0
246675,Q320892,1880,United Kingdom,4.0,Writer,1900,4.0
246678,Q320899,1830,France,18.0,Painter,1800,18.0
246679,Q320899,1830,Northwestern Europe,18.0,Painter,1800,18.0
246696,Q320980,1530,Low countries,280.0,Painter,1500,280.0
246698,Q320980,1530,Northwestern Europe,280.0,Painter,1500,280.0
246701,Q3210067,1820,East Slavic,25.0,Painter,1800,25.0
246727,Q321099,1770,German world,6.0,Painter,1800,6.0
246729,Q321099,1770,Northwestern Europe,6.0,Painter,1800,6.0
246769,Q321358,1560,Italy,9.0,Painter,1600,9.0
246770,Q321358,1560,Southwestern Europe,9.0,Painter,1600,9.0
246781,Q321419,1750,Northwestern Europe,66.0,Sculptor,1800,66.0
246782,Q321419,1750,United Kingdom,66.0,Sculptor,1800,66.0
246790,Q321465,1800,Northwestern Europe,37.0,Painter,1800,37.0
246791,Q321465,1800,United Kingdom,37.0,Painter,1800,37.0
246798,Q321484,1850,France,29.0,Painter,1800,29.0
246799,Q321484,1850,Northwestern Europe,29.0,Painter,1800,29.0
246810,Q321520,1700,German world,15.0,Sculptor,1700,15.0
246811,Q321520,1700,Northwestern Europe,15.0,Sculptor,1700,15.0
246818,Q3215421,1870,Northwestern Europe,8.0,Sculptor,1900,8.0
246819,Q3215421,1870,United Kingdom,8.0,Sculptor,1900,8.0
246826,Q32156423,1840,France,5.0,Architect,1800,5.0
246827,Q32156423,1840,Northwestern Europe,5.0,Architect,1800,5.0
246839,Q321579,1830,France,35.0,Painter,1800,35.0
246840,Q321579,1830,Northwestern Europe,35.0,Painter,1800,35.0
246849,Q3215949,1620,France,48.0,Sculptor,1600,48.0
246850,Q3215949,1620,Northwestern Europe,48.0,Sculptor,1600,48.0
246877,Q321660,1720,Northwestern Europe,8.0,Writer,1700,8.0
246878,Q321660,1720,United Kingdom,8.0,Writer,1700,8.0
246892,Q3216638,1540,German world,17.0,Architect,1500,17.0
246894,Q3216638,1540,Northwestern Europe,17.0,Architect,1500,17.0
246908,Q321689,1880,Arabic world,5.0,Architect,1900,5.0
246909,Q321689,1880,Greek World,5.0,Architect,1900,5.0
246915,Q3216954,1820,France,18.0,Painter,1800,18.0
246916,Q3216954,1820,Northwestern Europe,18.0,Painter,1800,18.0
247065,Q3219272,1880,France,9.0,Painter,1900,9.0
247066,Q3219272,1880,Northwestern Europe,9.0,Painter,1900,9.0
247106,Q321972,1780,France,67.0,Painter,1800,67.0
247107,Q321972,1780,Northwestern Europe,67.0,Painter,1800,67.0
247114,Q3219998,1790,France,8.0,Painter,1800,8.0
247115,Q3219998,1790,Northwestern Europe,8.0,Painter,1800,8.0
247137,Q3220072,1660,Italy,6.0,Painter,1700,6.0
247138,Q3220072,1660,Southwestern Europe,6.0,Painter,1700,6.0
247168,Q322029,1580,German world,53.0,Painter,1600,53.0
247170,Q322029,1580,Northwestern Europe,53.0,Painter,1600,53.0
247185,Q322106,1870,Northwestern Europe,6.0,Writer,1900,6.0
247186,Q322106,1870,United Kingdom,6.0,Writer,1900,6.0
247203,Q322291,1880,Northwestern Europe,22.0,Painter,1900,22.0
247204,Q322291,1880,United Kingdom,22.0,Painter,1900,22.0
247215,Q322341,1730,France,6.0,Painter,1700,6.0
247216,Q322341,1730,Northwestern Europe,6.0,Painter,1700,6.0
247230,Q322440,1870,German world,31.0,Painter,1900,31.0
247232,Q322440,1870,Northwestern Europe,31.0,Painter,1900,31.0
247234,Q322471,1560,Central Europe,11.0,Painter,1600,11.0
247262,Q322582,1830,France,93.0,Painter,1800,93.0
247263,Q322582,1830,Northwestern Europe,93.0,Painter,1800,93.0
247269,Q322636,1840,Low countries,7.0,Writer,1800,7.0
247271,Q322636,1840,Northwestern Europe,7.0,Writer,1800,7.0
247274,Q322638,1880,France,51.0,Writer,1900,51.0
247275,Q322638,1880,Northwestern Europe,51.0,Writer,1900,51.0
247286,Q322794,1780,Northwestern Europe,7.0,Writer,1800,7.0
247287,Q322794,1780,United Kingdom,7.0,Writer,1800,7.0
247332,Q322885,1860,France,26.0,Writer,1900,26.0
247333,Q322885,1860,Northwestern Europe,26.0,Writer,1900,26.0
247368,Q3229707,1720,Italy,27.0,Painter,1700,27.0
247369,Q3229707,1720,Southwestern Europe,27.0,Painter,1700,27.0
247396,Q322977,1760,France,18.0,Painter,1800,18.0
247397,Q322977,1760,Northwestern Europe,18.0,Painter,1800,18.0
247433,Q323110,1860,France,18.0,Painter,1900,18.0
247434,Q323110,1860,Northwestern Europe,18.0,Painter,1900,18.0
247443,Q323144,1820,France,21.0,Painter,1800,21.0
247444,Q323144,1820,Northwestern Europe,21.0,Painter,1800,21.0
247447,Q323228,1880,Northwestern Europe,6.0,Writer,1900,6.0
247448,Q323228,1880,United Kingdom,6.0,Writer,1900,6.0
247461,Q323267,1880,Northwestern Europe,4.0,Writer,1900,4.0
247462,Q323267,1880,United Kingdom,4.0,Writer,1900,4.0
247485,Q323430,-400,Greek World,4.0,Sculptor,-400,4.0
247506,Q323486,1820,France,12.0,Painter,1800,12.0
247507,Q323486,1820,Northwestern Europe,12.0,Painter,1800,12.0
247514,Q323496,1860,France,26.0,Painter,1900,26.0
247515,Q323496,1860,Northwestern Europe,26.0,Painter,1900,26.0
247517,Q323498,1790,German world,20.0,Painter,1800,20.0
247519,Q323498,1790,Northwestern Europe,20.0,Painter,1800,20.0
247522,Q323505,1790,Northwestern Europe,59.0,Painter,1800,59.0
247523,Q323505,1790,United Kingdom,59.0,Painter,1800,59.0
247530,Q323521,1870,German world,5.0,Sculptor,1900,5.0
247531,Q323521,1870,Northwestern Europe,5.0,Sculptor,1900,5.0
247541,Q32355,1810,German world,5.0,Writer,1800,5.0
247543,Q32355,1810,Northwestern Europe,5.0,Writer,1800,5.0
247550,Q323578,1870,German world,5.0,Painter,1900,5.0
247551,Q323578,1870,Northwestern Europe,5.0,Painter,1900,5.0
247554,Q323581,1650,Low countries,21.0,Painter,1600,21.0
247555,Q323581,1650,Northwestern Europe,21.0,Painter,1600,21.0
247558,Q323617,1680,Low countries,67.0,Painter,1700,67.0
247559,Q323617,1680,Northwestern Europe,67.0,Painter,1700,67.0
247562,Q323623,1820,Northwestern Europe,23.0,Painter,1800,23.0
247563,Q323623,1820,United Kingdom,23.0,Painter,1800,23.0
247577,Q3236824,480,Northern China,42.0,Writer,500,42.0
247578,Q3236824,480,Chinese world,42.0,Writer,500,42.0
247587,Q323700,1860,German world,26.0,Painter,1900,26.0
247589,Q323700,1860,Northwestern Europe,26.0,Painter,1900,26.0
247612,Q3237555,1610,Chinese world,112.0,Painter,1600,112.0
247624,Q323765,1860,France,39.0,Writer,1900,39.0
247625,Q323765,1860,Northwestern Europe,39.0,Writer,1900,39.0
