,region_name,decade,score,century
3648,Portugal,1790,19,18
3649,Portugal,1800,28,18
3650,Portugal,1810,30,19
3651,Portugal,1820,30,19
3652,Portugal,1830,17,19
3653,Portugal,1840,54,19
3654,Portugal,1850,37,19
3655,Portugal,1860,83,19
3656,Portugal,1870,75,19
3657,Portugal,1880,131,19
3658,South America,1510,4,16
3659,South America,1520,11,16
3660,South America,1530,11,16
3661,South America,1540,42,16
3662,South America,1550,24,16
3663,South America,1560,22,16
3664,South America,1570,3,16
3665,South America,1580,19,16
3666,South America,1590,9,16
3667,South America,1600,21,16
3668,South America,1610,7,17
3669,South America,1620,14,17
3670,South America,1630,10,17
3671,South America,1640,14,17
3672,South America,1650,11,17
3673,South America,1660,10,17
3674,South America,1670,7,17
3675,South America,1680,14,17
3676,South America,1690,10,17
3677,South America,1700,13,17
3678,South America,1710,16,18
3679,South America,1720,5,18
3680,South America,1730,5,18
3681,South America,1740,21,18
3682,South America,1750,9,18
3683,South America,1760,12,18
3684,South America,1770,15,18
3685,South America,1780,33,18
3686,South America,1790,33,18
3687,South America,1800,50,18
3688,South America,1810,40,19
3689,South America,1820,69,19
3690,South America,1830,61,19
3691,South America,1840,117,19
3692,South America,1850,101,19
3693,South America,1860,204,19
3694,South America,1870,205,19
3695,South America,1880,303,19
3696,South East Asia,1520,3,16
3697,South East Asia,1530,2,16
3698,South East Asia,1540,3,16
3699,South East Asia,1550,2,16
3700,South East Asia,1570,1,16
3701,South East Asia,1580,1,16
3702,South East Asia,1590,1,16
3703,South East Asia,1600,4,16
3704,South East Asia,1610,2,17
3705,South East Asia,1620,1,17
3706,South East Asia,1630,3,17
3707,South East Asia,1640,4,17
3708,South East Asia,1650,4,17
3709,South East Asia,1660,3,17
3710,South East Asia,1670,4,17
3711,South East Asia,1680,5,17
3712,South East Asia,1690,3,17
3713,South East Asia,1700,2,17
3714,South East Asia,1710,1,18
3715,South East Asia,1720,1,18
3716,South East Asia,1740,5,18
3717,South East Asia,1750,2,18
3718,South East Asia,1760,10,18
3719,South East Asia,1770,6,18
3720,South East Asia,1780,7,18
3721,South East Asia,1790,4,18
3722,South East Asia,1800,8,18
3723,South East Asia,1810,4,19
3724,South East Asia,1820,14,19
3725,South East Asia,1830,15,19
3726,South East Asia,1840,20,19
3727,South East Asia,1850,15,19
3728,South East Asia,1860,29,19
3729,South East Asia,1870,26,19
3730,South East Asia,1880,38,19
3731,Southern China,520,1,6
3732,Southern China,530,1,6
3733,Southern China,540,1,6
3734,Southern China,550,1,6
3735,Southern China,570,2,6
3736,Southern China,580,2,6
3737,Southern China,590,2,6
3738,Southern China,610,1,7
3739,Southern China,630,1,7
3740,Southern China,650,1,7
3741,Southern China,660,1,7
3742,Southern China,670,1,7
3743,Southern China,680,1,7
3744,Southern China,690,1,7
3745,Southern China,700,2,7
3746,Southern China,710,1,8
3747,Southern China,720,1,8
3748,Southern China,740,4,8
3749,Southern China,750,2,8
3750,Southern China,760,1,8
3751,Southern China,770,1,8
3752,Southern China,790,4,8
3753,Southern China,800,2,8
3754,Southern China,810,1,9
3755,Southern China,840,2,9
3756,Southern China,850,1,9
3757,Southern China,860,1,9
3758,Southern China,870,2,9
3759,Southern China,880,3,9
3760,Southern China,890,1,9
3761,Southern China,900,2,9
3762,Southern China,910,2,10
3763,Southern China,920,2,10
3764,Southern China,930,1,10
3765,Southern China,940,1,10
3766,Southern China,950,2,10
3767,Southern China,960,2,10
3768,Southern China,970,2,10
3769,Southern China,980,3,10
3770,Southern China,990,1,10
3771,Southern China,1000,4,10
3772,Southern China,1010,1,11
3773,Southern China,1020,2,11
3774,Southern China,1030,2,11
3775,Southern China,1040,6,11
3776,Southern China,1050,3,11
3777,Southern China,1060,3,11
3778,Southern China,1070,6,11
3779,Southern China,1080,5,11
3780,Southern China,1090,3,11
3781,Southern China,1110,3,12
3782,Southern China,1120,3,12
3783,Southern China,1140,2,12
3784,Southern China,1150,1,12
3785,Southern China,1160,3,12
3786,Southern China,1170,3,12
3787,Southern China,1180,2,12
3788,Southern China,1200,3,12
3789,Southern China,1210,3,13
3790,Southern China,1220,1,13
3791,Southern China,1230,1,13
3792,Southern China,1240,2,13
3793,Southern China,1260,1,13
3794,Southern China,1270,5,13
3795,Southern China,1280,4,13
3796,Southern China,1290,1,13
3797,Southern China,1300,5,13
3798,Southern China,1310,3,14
3799,Southern China,1320,4,14
3800,Southern China,1330,2,14
3801,Southern China,1340,6,14
3802,Southern China,1350,2,14
3803,Southern China,1360,3,14
3804,Southern China,1370,7,14
3805,Southern China,1380,3,14
3806,Southern China,1390,3,14
3807,Southern China,1400,12,14
3808,Southern China,1410,5,15
3809,Southern China,1420,3,15
3810,Southern China,1430,4,15
3811,Southern China,1440,2,15
3812,Southern China,1450,1,15
3813,Southern China,1460,3,15
3814,Southern China,1470,3,15
3815,Southern China,1480,2,15
3816,Southern China,1490,2,15
3817,Southern China,1500,9,15
3818,Southern China,1510,3,16
3819,Southern China,1520,8,16
3820,Southern China,1530,10,16
3821,Southern China,1540,8,16
3822,Southern China,1550,4,16
3823,Southern China,1560,4,16
3824,Southern China,1570,4,16
3825,Southern China,1580,10,16
3826,Southern China,1590,4,16
3827,Southern China,1600,6,16
3828,Southern China,1610,8,17
3829,Southern China,1620,12,17
3830,Southern China,1630,13,17
3831,Southern China,1640,18,17
3832,Southern China,1650,12,17
3833,Southern China,1660,12,17
3834,Southern China,1670,9,17
3835,Southern China,1680,17,17
3836,Southern China,1690,6,17
3837,Southern China,1700,6,17
3838,Southern China,1710,2,18
3839,Southern China,1720,8,18
3840,Southern China,1730,7,18
3841,Southern China,1740,6,18
3842,Southern China,1750,5,18
3843,Southern China,1760,10,18
3844,Southern China,1770,8,18
3845,Southern China,1780,9,18
3846,Southern China,1790,7,18
3847,Southern China,1800,11,18
3848,Southern China,1810,7,19
3849,Southern China,1820,8,19
3850,Southern China,1830,7,19
3851,Southern China,1840,12,19
3852,Southern China,1850,14,19
3853,Southern China,1860,15,19
3854,Southern China,1870,13,19
3855,Southern China,1880,10,19
3856,Southern France,410,1,5
3857,Southern France,440,1,5
3858,Southern France,460,2,5
3859,Southern France,480,4,5
3860,Southern France,490,1,5
3861,Southern France,560,1,6
3862,Southern France,570,1,6
3863,Southern France,620,1,7
3864,Southern France,640,1,7
3865,Southern France,760,1,8
3866,Southern France,780,1,8
3867,Southern France,820,1,9
3868,Southern France,840,1,9
3869,Southern France,1000,2,10
3870,Southern France,1080,2,11
3871,Southern France,1130,2,12
3872,Southern France,1140,6,12
3873,Southern France,1150,1,12
3874,Southern France,1160,3,12
3875,Southern France,1170,1,12
3876,Southern France,1180,15,12
3877,Southern France,1190,3,12
3878,Southern France,1200,10,12
3879,Southern France,1210,1,13
3880,Southern France,1220,6,13
3881,Southern France,1230,3,13
3882,Southern France,1240,8,13
3883,Southern France,1260,4,13
3884,Southern France,1270,2,13
3885,Southern France,1280,14,13
3886,Southern France,1290,3,13
3887,Southern France,1300,10,13
3888,Southern France,1310,1,14
3889,Southern France,1320,12,14
3890,Southern France,1330,5,14
3891,Southern France,1340,6,14
3892,Southern France,1350,2,14
3893,Southern France,1370,1,14
3894,Southern France,1380,4,14
3895,Southern France,1400,3,14
3896,Southern France,1410,2,15
3897,Southern France,1420,3,15
3898,Southern France,1430,2,15
3899,Southern France,1440,3,15
3900,Southern France,1450,1,15
3901,Southern France,1460,5,15
3902,Southern France,1480,9,15
3903,Southern France,1490,2,15
3904,Southern France,1500,15,15
3905,Southern France,1510,4,16
3906,Southern France,1520,9,16
3907,Southern France,1530,18,16
3908,Southern France,1540,48,16
3909,Southern France,1550,19,16
3910,Southern France,1560,31,16
3911,Southern France,1570,17,16
3912,Southern France,1580,40,16
3913,Southern France,1590,17,16
3914,Southern France,1600,29,16
3915,Southern France,1610,19,17
3916,Southern France,1620,43,17
3917,Southern France,1630,30,17
3918,Southern France,1640,54,17
3919,Southern France,1650,29,17
3920,Southern France,1660,57,17
3921,Southern France,1670,36,17
3922,Southern France,1680,63,17
3923,Southern France,1690,57,17
3924,Southern France,1700,55,17
3925,Southern France,1710,37,18
3926,Southern France,1720,60,18
3927,Southern France,1730,55,18
3928,Southern France,1740,94,18
3929,Southern France,1750,67,18
3930,Southern France,1760,109,18
3931,Southern France,1770,104,18
3932,Southern France,1780,164,18
3933,Southern France,1790,155,18
3934,Southern France,1800,211,18
3935,Southern France,1810,167,19
3936,Southern France,1820,242,19
3937,Southern France,1830,267,19
3938,Southern France,1840,487,19
3939,Southern France,1850,465,19
3940,Southern France,1860,588,19
3941,Southern France,1870,447,19
3942,Southern France,1880,702,19
3943,Southern India,1220,1,13
3944,Southern India,1240,3,13
3945,Southern India,1270,1,13
3946,Southern India,1300,3,13
3947,Southern India,1320,1,14
3948,Southern India,1340,1,14
3949,Southern India,1380,2,14
3950,Southern India,1400,2,14
3951,Southern India,1440,1,15
3952,Southern India,1480,3,15
3953,Southern India,1500,1,15
3954,Southern India,1510,1,16
3955,Southern India,1520,1,16
3956,Southern India,1530,2,16
3957,Southern India,1540,4,16
3958,Southern India,1570,1,16
3959,Southern India,1580,2,16
3960,Southern India,1600,2,16
3961,Southern India,1610,1,17
3962,Southern India,1620,1,17
3963,Southern India,1640,3,17
3964,Southern India,1660,2,17
3965,Southern India,1670,2,17
3966,Southern India,1680,2,17
3967,Southern India,1690,1,17
3968,Southern India,1700,2,17
3969,Southern India,1740,6,18
3970,Southern India,1750,2,18
3971,Southern India,1760,2,18
3972,Southern India,1770,2,18
3973,Southern India,1780,2,18
3974,Southern India,1790,1,18
3975,Southern India,1800,6,18
3976,Southern India,1810,1,19
3977,Southern India,1820,2,19
3978,Southern India,1830,3,19
3979,Southern India,1840,1,19
3980,Southern India,1850,4,19
3981,Southern India,1860,6,19
3982,Southern India,1870,8,19
3983,Southern India,1880,8,19
3984,Southern Italy,-180,1,-1
3985,Southern Italy,-160,1,-1
3986,Southern Italy,-140,1,-1
3987,Southern Italy,-120,2,-1
3988,Southern Italy,-110,1,-1
3989,Southern Italy,-100,6,-1
3990,Southern Italy,-80,2,0
3991,Southern Italy,-70,3,0
3992,Southern Italy,-60,9,0
3993,Southern Italy,-50,3,0
3994,Southern Italy,-40,1,0
3995,Southern Italy,-30,7,0
3996,Southern Italy,-20,7,0
3997,Southern Italy,20,1,1
3998,Southern Italy,30,1,1
3999,Southern Italy,40,4,1
4000,Southern Italy,50,1,1
4001,Southern Italy,60,2,1
4002,Southern Italy,70,2,1
4003,Southern Italy,80,2,1
4004,Southern Italy,90,1,1
4005,Southern Italy,100,4,1
4006,Southern Italy,110,1,2
4007,Southern Italy,130,2,2
4008,Southern Italy,140,4,2
4009,Southern Italy,150,2,2
4010,Southern Italy,160,1,2
4011,Southern Italy,200,4,2
4012,Southern Italy,220,1,3
4013,Southern Italy,230,1,3
4014,Southern Italy,240,5,3
4015,Southern Italy,260,1,3
4016,Southern Italy,270,1,3
4017,Southern Italy,300,2,3
4018,Southern Italy,320,1,4
4019,Southern Italy,340,2,4
4020,Southern Italy,360,2,4
4021,Southern Italy,400,2,4
4022,Southern Italy,420,2,5
4023,Southern Italy,520,2,6
4024,Southern Italy,550,1,6
4025,Southern Italy,600,1,6
4026,Southern Italy,710,1,8
4027,Southern Italy,780,1,8
4028,Southern Italy,840,1,9
4029,Southern Italy,850,1,9
4030,Southern Italy,860,1,9
4031,Southern Italy,880,1,9
4032,Southern Italy,890,1,9
4033,Southern Italy,940,1,10
4034,Southern Italy,950,1,10
4035,Southern Italy,1000,1,10
4036,Southern Italy,1040,2,11
4037,Southern Italy,1050,1,11
4038,Southern Italy,1060,3,11
4039,Southern Italy,1080,2,11
4040,Southern Italy,1090,1,11
4041,Southern Italy,1100,3,11
4042,Southern Italy,1110,3,12
4043,Southern Italy,1140,7,12
4044,Southern Italy,1150,2,12
4045,Southern Italy,1170,1,12
4046,Southern Italy,1180,2,12
4047,Southern Italy,1200,3,12
4048,Southern Italy,1220,1,13
4049,Southern Italy,1240,9,13
4050,Southern Italy,1250,1,13
4051,Southern Italy,1260,9,13
4052,Southern Italy,1270,3,13
4053,Southern Italy,1280,5,13
4054,Southern Italy,1290,1,13
4055,Southern Italy,1300,4,13
4056,Southern Italy,1320,2,14
4057,Southern Italy,1330,3,14
4058,Southern Italy,1340,7,14
4059,Southern Italy,1350,2,14
4060,Southern Italy,1360,2,14
4061,Southern Italy,1380,4,14
4062,Southern Italy,1390,1,14
4063,Southern Italy,1400,2,14
4064,Southern Italy,1410,2,15
4065,Southern Italy,1420,7,15
4066,Southern Italy,1430,4,15
4067,Southern Italy,1440,17,15
4068,Southern Italy,1450,1,15
4069,Southern Italy,1460,14,15
4070,Southern Italy,1470,6,15
4071,Southern Italy,1480,23,15
4072,Southern Italy,1490,8,15
4073,Southern Italy,1500,28,15
4074,Southern Italy,1510,13,16
4075,Southern Italy,1520,19,16
4076,Southern Italy,1530,16,16
4077,Southern Italy,1540,79,16
4078,Southern Italy,1550,17,16
4079,Southern Italy,1560,38,16
4080,Southern Italy,1570,34,16
4081,Southern Italy,1580,62,16
4082,Southern Italy,1590,27,16
4083,Southern Italy,1600,83,16
4084,Southern Italy,1610,49,17
4085,Southern Italy,1620,67,17
4086,Southern Italy,1630,47,17
4087,Southern Italy,1640,114,17
4088,Southern Italy,1650,57,17
4089,Southern Italy,1660,69,17
4090,Southern Italy,1670,50,17
4091,Southern Italy,1680,72,17
4092,Southern Italy,1690,46,17
4093,Southern Italy,1700,81,17
4094,Southern Italy,1710,51,18
4095,Southern Italy,1720,91,18
4096,Southern Italy,1730,53,18
4097,Southern Italy,1740,100,18
4098,Southern Italy,1750,57,18
4099,Southern Italy,1760,92,18
4100,Southern Italy,1770,83,18
4101,Southern Italy,1780,122,18
4102,Southern Italy,1790,63,18
4103,Southern Italy,1800,108,18
4104,Southern Italy,1810,88,19
4105,Southern Italy,1820,109,19
4106,Southern Italy,1830,97,19
4107,Southern Italy,1840,199,19
4108,Southern Italy,1850,204,19
4109,Southern Italy,1860,257,19
4110,Southern Italy,1870,251,19
4111,Southern Italy,1880,350,19
4112,Southern Japan,910,2,10
4113,Southern Japan,950,1,10
4114,Southern Japan,960,2,10
4115,Southern Japan,970,1,10
4116,Southern Japan,980,2,10
4117,Southern Japan,990,1,10
4118,Southern Japan,1000,3,10
4119,Southern Japan,1010,1,11
4120,Southern Japan,1020,1,11
4121,Southern Japan,1030,2,11
4122,Southern Japan,1040,4,11
4123,Southern Japan,1070,1,11
4124,Southern Japan,1080,1,11
4125,Southern Japan,1090,1,11
4126,Southern Japan,1150,2,12
4127,Southern Japan,1160,1,12
4128,Southern Japan,1180,6,12
4129,Southern Japan,1190,3,12
4130,Southern Japan,1200,3,12
4131,Southern Japan,1210,2,13
4132,Southern Japan,1220,1,13
4133,Southern Japan,1240,4,13
4134,Southern Japan,1280,4,13
4135,Southern Japan,1310,2,14
4136,Southern Japan,1320,2,14
4137,Southern Japan,1360,2,14
4138,Southern Japan,1370,1,14
4139,Southern Japan,1390,1,14
4140,Southern Japan,1400,1,14
4141,Southern Japan,1420,1,15
4142,Southern Japan,1430,2,15
4143,Southern Japan,1440,2,15
4144,Southern Japan,1460,4,15
4145,Southern Japan,1490,1,15
4146,Southern Japan,1500,1,15
4147,Southern Japan,1510,1,16
4148,Southern Japan,1540,2,16
4149,Southern Japan,1550,2,16
4150,Southern Japan,1560,1,16
4151,Southern Japan,1570,3,16
4152,Southern Japan,1580,4,16
4153,Southern Japan,1590,6,16
4154,Southern Japan,1600,6,16
4155,Southern Japan,1610,7,17
4156,Southern Japan,1620,5,17
4157,Southern Japan,1630,7,17
4158,Southern Japan,1640,7,17
4159,Southern Japan,1650,7,17
4160,Southern Japan,1660,8,17
4161,Southern Japan,1670,7,17
4162,Southern Japan,1680,9,17
4163,Southern Japan,1690,13,17
4164,Southern Japan,1700,11,17
4165,Southern Japan,1710,7,18
4166,Southern Japan,1720,5,18
4167,Southern Japan,1730,7,18
4168,Southern Japan,1740,2,18
4169,Southern Japan,1750,4,18
4170,Southern Japan,1760,18,18
4171,Southern Japan,1770,7,18
4172,Southern Japan,1780,19,18
4173,Southern Japan,1790,12,18
4174,Southern Japan,1800,17,18
4175,Southern Japan,1810,17,19
4176,Southern Japan,1820,15,19
4177,Southern Japan,1830,12,19
4178,Southern Japan,1840,17,19
4179,Southern Japan,1850,15,19
4180,Southern Japan,1860,28,19
4181,Southern Japan,1870,33,19
4182,Southern Japan,1880,56,19
4183,Southwestern Europe,-260,2,-2
4184,Southwestern Europe,-250,1,-2
4185,Southwestern Europe,-240,1,-2
4186,Southwestern Europe,-220,2,-2
4187,Southwestern Europe,-210,2,-2
4188,Southwestern Europe,-200,9,-2
4189,Southwestern Europe,-180,3,-1
4190,Southwestern Europe,-160,11,-1
4191,Southwestern Europe,-150,4,-1
4192,Southwestern Europe,-140,4,-1
4193,Southwestern Europe,-130,3,-1
4194,Southwestern Europe,-120,13,-1
4195,Southwestern Europe,-110,3,-1
4196,Southwestern Europe,-100,12,-1
4197,Southwestern Europe,-90,1,0
4198,Southwestern Europe,-80,7,0
4199,Southwestern Europe,-70,7,0
4200,Southwestern Europe,-60,28,0
4201,Southwestern Europe,-50,8,0
4202,Southwestern Europe,-40,7,0
4203,Southwestern Europe,-30,12,0
4204,Southwestern Europe,-20,31,0
4205,Southwestern Europe,0,2,0
4206,Southwestern Europe,10,1,1
4207,Southwestern Europe,20,2,1
4208,Southwestern Europe,30,5,1
4209,Southwestern Europe,40,9,1
4210,Southwestern Europe,50,3,1
4211,Southwestern Europe,60,9,1
4212,Southwestern Europe,70,6,1
4213,Southwestern Europe,80,18,1
4214,Southwestern Europe,90,1,1
4215,Southwestern Europe,100,9,1
4216,Southwestern Europe,110,2,2
4217,Southwestern Europe,120,4,2
4218,Southwestern Europe,130,2,2
4219,Southwestern Europe,140,22,2
4220,Southwestern Europe,150,3,2
4221,Southwestern Europe,160,3,2
4222,Southwestern Europe,170,1,2
4223,Southwestern Europe,180,9,2
4224,Southwestern Europe,200,12,2
4225,Southwestern Europe,220,3,3
4226,Southwestern Europe,230,1,3
4227,Southwestern Europe,240,17,3
4228,Southwestern Europe,250,2,3
4229,Southwestern Europe,260,1,3
4230,Southwestern Europe,270,1,3
4231,Southwestern Europe,280,10,3
4232,Southwestern Europe,300,8,3
4233,Southwestern Europe,310,1,4
4234,Southwestern Europe,320,1,4
4235,Southwestern Europe,340,12,4
4236,Southwestern Europe,350,2,4
4237,Southwestern Europe,360,4,4
4238,Southwestern Europe,370,1,4
4239,Southwestern Europe,380,6,4
4240,Southwestern Europe,390,4,4
4241,Southwestern Europe,400,9,4
4242,Southwestern Europe,420,4,5
4243,Southwestern Europe,440,17,5
4244,Southwestern Europe,460,2,5
4245,Southwestern Europe,480,1,5
4246,Southwestern Europe,500,3,5
4247,Southwestern Europe,510,2,6
4248,Southwestern Europe,520,2,6
4249,Southwestern Europe,530,1,6
4250,Southwestern Europe,540,5,6
4251,Southwestern Europe,550,1,6
4252,Southwestern Europe,580,1,6
4253,Southwestern Europe,590,1,6
4254,Southwestern Europe,600,2,6
4255,Southwestern Europe,610,1,7
4256,Southwestern Europe,640,1,7
4257,Southwestern Europe,710,1,8
4258,Southwestern Europe,740,1,8
4259,Southwestern Europe,750,2,8
4260,Southwestern Europe,760,1,8
4261,Southwestern Europe,780,2,8
4262,Southwestern Europe,820,2,9
4263,Southwestern Europe,840,4,9
4264,Southwestern Europe,850,1,9
4265,Southwestern Europe,860,1,9
4266,Southwestern Europe,880,1,9
4267,Southwestern Europe,890,2,9
4268,Southwestern Europe,900,2,9
4269,Southwestern Europe,940,3,10
4270,Southwestern Europe,950,1,10
4271,Southwestern Europe,960,1,10
4272,Southwestern Europe,970,1,10
4273,Southwestern Europe,980,1,10
4274,Southwestern Europe,990,2,10
4275,Southwestern Europe,1000,2,10
4276,Southwestern Europe,1020,2,11
4277,Southwestern Europe,1030,1,11
4278,Southwestern Europe,1040,10,11
4279,Southwestern Europe,1050,3,11
4280,Southwestern Europe,1060,3,11
4281,Southwestern Europe,1070,1,11
4282,Southwestern Europe,1080,6,11
4283,Southwestern Europe,1090,2,11
4284,Southwestern Europe,1100,9,11
4285,Southwestern Europe,1110,4,12
4286,Southwestern Europe,1120,6,12
4287,Southwestern Europe,1130,1,12
4288,Southwestern Europe,1140,23,12
4289,Southwestern Europe,1150,6,12
4290,Southwestern Europe,1160,5,12
4291,Southwestern Europe,1170,2,12
4292,Southwestern Europe,1180,12,12
4293,Southwestern Europe,1190,5,12
4294,Southwestern Europe,1200,12,12
4295,Southwestern Europe,1210,8,13
4296,Southwestern Europe,1220,15,13
4297,Southwestern Europe,1230,6,13
4298,Southwestern Europe,1240,68,13
4299,Southwestern Europe,1250,8,13
4300,Southwestern Europe,1260,41,13
4301,Southwestern Europe,1270,17,13
4302,Southwestern Europe,1280,90,13
4303,Southwestern Europe,1290,11,13
4304,Southwestern Europe,1300,48,13
4305,Southwestern Europe,1310,13,14
4306,Southwestern Europe,1320,44,14
4307,Southwestern Europe,1330,14,14
4308,Southwestern Europe,1340,90,14
4309,Southwestern Europe,1350,29,14
4310,Southwestern Europe,1360,55,14
4311,Southwestern Europe,1370,21,14
4312,Southwestern Europe,1380,114,14
4313,Southwestern Europe,1390,27,14
4314,Southwestern Europe,1400,66,14
4315,Southwestern Europe,1410,38,15
4316,Southwestern Europe,1420,87,15
4317,Southwestern Europe,1430,45,15
4318,Southwestern Europe,1440,215,15
4319,Southwestern Europe,1450,57,15
4320,Southwestern Europe,1460,155,15
4321,Southwestern Europe,1470,90,15
4322,Southwestern Europe,1480,371,15
4323,Southwestern Europe,1490,119,15
4324,Southwestern Europe,1500,358,15
4325,Southwestern Europe,1510,167,16
4326,Southwestern Europe,1520,337,16
4327,Southwestern Europe,1530,171,16
4328,Southwestern Europe,1540,661,16
4329,Southwestern Europe,1550,243,16
4330,Southwestern Europe,1560,420,16
4331,Southwestern Europe,1570,272,16
4332,Southwestern Europe,1580,533,16
4333,Southwestern Europe,1590,281,16
4334,Southwestern Europe,1600,517,16
4335,Southwestern Europe,1610,326,17
4336,Southwestern Europe,1620,490,17
4337,Southwestern Europe,1630,303,17
4338,Southwestern Europe,1640,578,17
4339,Southwestern Europe,1650,288,17
4340,Southwestern Europe,1660,389,17
4341,Southwestern Europe,1670,291,17
4342,Southwestern Europe,1680,461,17
4343,Southwestern Europe,1690,317,17
4344,Southwestern Europe,1700,430,17
4345,Southwestern Europe,1710,317,18
4346,Southwestern Europe,1720,470,18
4347,Southwestern Europe,1730,322,18
4348,Southwestern Europe,1740,588,18
4349,Southwestern Europe,1750,422,18
4350,Southwestern Europe,1760,592,18
4351,Southwestern Europe,1770,490,18
4352,Southwestern Europe,1780,730,18
4353,Southwestern Europe,1790,492,18
4354,Southwestern Europe,1800,682,18
4355,Southwestern Europe,1810,631,19
4356,Southwestern Europe,1820,735,19
4357,Southwestern Europe,1830,673,19
4358,Southwestern Europe,1840,1498,19
4359,Southwestern Europe,1850,1374,19
4360,Southwestern Europe,1860,1938,19
4361,Southwestern Europe,1870,1609,19
4362,Southwestern Europe,1880,2625,19
4363,Spain,40,2,1
4364,Spain,50,1,1
4365,Spain,60,1,1
4366,Spain,80,4,1
4367,Spain,140,2,2
4368,Spain,380,2,4
4369,Spain,440,4,5
4370,Spain,580,1,6
4371,Spain,590,1,6
4372,Spain,600,1,6
4373,Spain,640,1,7
4374,Spain,750,1,8
4375,Spain,820,2,9
4376,Spain,840,1,9
4377,Spain,890,1,9
4378,Spain,900,2,9
4379,Spain,940,2,10
4380,Spain,960,1,10
4381,Spain,980,1,10
4382,Spain,990,2,10
4383,Spain,1040,2,11
4384,Spain,1050,1,11
4385,Spain,1070,1,11
4386,Spain,1080,1,11
4387,Spain,1100,3,11
4388,Spain,1110,1,12
4389,Spain,1130,1,12
4390,Spain,1140,6,12
4391,Spain,1150,3,12
4392,Spain,1160,2,12
4393,Spain,1180,1,12
4394,Spain,1190,3,12
4395,Spain,1200,5,12
4396,Spain,1210,2,13
4397,Spain,1220,1,13
4398,Spain,1230,2,13
4399,Spain,1240,14,13
4400,Spain,1250,1,13
4401,Spain,1260,3,13
4402,Spain,1270,3,13
4403,Spain,1280,11,13
4404,Spain,1290,1,13
4405,Spain,1300,10,13
4406,Spain,1310,3,14
4407,Spain,1320,5,14
4408,Spain,1340,22,14
4409,Spain,1350,5,14
4410,Spain,1360,7,14
4411,Spain,1370,6,14
4412,Spain,1380,19,14
4413,Spain,1390,7,14
4414,Spain,1400,18,14
4415,Spain,1410,7,15
4416,Spain,1420,13,15
4417,Spain,1430,6,15
4418,Spain,1440,51,15
4419,Spain,1450,13,15
4420,Spain,1460,15,15
4421,Spain,1470,8,15
4422,Spain,1480,56,15
4423,Spain,1490,15,15
4424,Spain,1500,72,15
4425,Spain,1510,37,16
4426,Spain,1520,70,16
4427,Spain,1530,31,16
4428,Spain,1540,177,16
4429,Spain,1550,79,16
4430,Spain,1560,123,16
4431,Spain,1570,65,16
4432,Spain,1580,137,16
4433,Spain,1590,80,16
4434,Spain,1600,133,16
4435,Spain,1610,69,17
4436,Spain,1620,128,17
4437,Spain,1630,69,17
4438,Spain,1640,144,17
4439,Spain,1650,80,17
4440,Spain,1660,88,17
4441,Spain,1670,66,17
4442,Spain,1680,110,17
4443,Spain,1690,81,17
4444,Spain,1700,92,17
4445,Spain,1710,66,18
4446,Spain,1720,89,18
4447,Spain,1730,66,18
4448,Spain,1740,144,18
4449,Spain,1750,104,18
4450,Spain,1760,140,18
4451,Spain,1770,110,18
4452,Spain,1780,218,18
4453,Spain,1790,146,18
4454,Spain,1800,177,18
4455,Spain,1810,164,19
4456,Spain,1820,162,19
4457,Spain,1830,133,19
4458,Spain,1840,395,19
4459,Spain,1850,387,19
4460,Spain,1860,630,19
4461,Spain,1870,534,19
4462,Spain,1880,1015,19
4463,Sweden,1180,6,12
4464,Sweden,1200,2,12
4465,Sweden,1270,1,13
4466,Sweden,1280,1,13
4467,Sweden,1370,1,14
4468,Sweden,1380,1,14
4469,Sweden,1400,1,14
4470,Sweden,1440,2,15
4471,Sweden,1470,1,15
4472,Sweden,1480,6,15
4473,Sweden,1500,2,15
4474,Sweden,1520,1,16
4475,Sweden,1530,2,16
4476,Sweden,1540,8,16
4477,Sweden,1550,2,16
4478,Sweden,1560,3,16
4479,Sweden,1580,9,16
4480,Sweden,1590,4,16
4481,Sweden,1600,12,16
4482,Sweden,1610,10,17
4483,Sweden,1620,20,17
4484,Sweden,1630,15,17
4485,Sweden,1640,32,17
4486,Sweden,1650,15,17
4487,Sweden,1660,45,17
4488,Sweden,1670,28,17
4489,Sweden,1680,56,17
4490,Sweden,1690,38,17
4491,Sweden,1700,63,17
4492,Sweden,1710,45,18
4493,Sweden,1720,50,18
4494,Sweden,1730,48,18
4495,Sweden,1740,104,18
4496,Sweden,1750,84,18
4497,Sweden,1760,138,18
4498,Sweden,1770,109,18
4499,Sweden,1780,135,18
4500,Sweden,1790,150,18
4501,Sweden,1800,160,18
4502,Sweden,1810,142,19
4503,Sweden,1820,223,19
4504,Sweden,1830,175,19
4505,Sweden,1840,258,19
4506,Sweden,1850,284,19
4507,Sweden,1860,398,19
4508,Sweden,1870,363,19
4509,Sweden,1880,595,19
4510,Switzerland,1420,3,15
4511,Switzerland,1430,1,15
4512,Switzerland,1440,6,15
4513,Switzerland,1450,2,15
4514,Switzerland,1460,7,15
4515,Switzerland,1470,2,15
4516,Switzerland,1480,20,15
4517,Switzerland,1490,1,15
4518,Switzerland,1500,19,15
4519,Switzerland,1510,9,16
4520,Switzerland,1520,38,16
4521,Switzerland,1530,36,16
4522,Switzerland,1540,53,16
4523,Switzerland,1550,15,16
4524,Switzerland,1560,38,16
