,region_name,decade,cultural_score,log_cultural_score
382,Belgium,1780,463,6.139884552226255
383,Belgium,1790,295,5.69035945432406
384,Belgium,1800,636,6.456769655572163
385,Belgium,1810,1476,7.29776828253138
386,Belgium,1820,1639,7.402451520818244
387,Belgium,1830,1263,7.142036574706803
388,Belgium,1840,733,6.598509028614515
389,Belgium,1850,489,6.194405391104672
390,British Islands,500,3,1.3862943611198906
391,British Islands,520,6,1.9459101490553132
392,British Islands,530,12,2.5649493574615367
393,British Islands,620,4,1.6094379124341003
394,British Islands,640,1,0.6931471805599453
395,British Islands,670,10,2.3978952727983707
396,British Islands,700,1,0.6931471805599453
397,British Islands,740,3,1.3862943611198906
398,British Islands,810,1,0.6931471805599453
