,year,region_name,population_interpolated,N_est,lower,upper,score,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
292,1810,Portugal,2.9,557.621038836067,435.960236175914,694.737399523813,28,9.655172413793103,150.33111592272897,192.2831168400231,239.56462052545277,re_portugal,1177
293,1820,Portugal,3.05,803.5166472284051,622.6896322308185,1009.6898572354878,33,10.819672131147541,204.1605351576454,263.44808105849347,331.0458548313075,re_portugal,1665
294,1830,Portugal,3.2,907.59481489401,690.1111108698607,1159.1529563352883,17,5.3125,215.65972214683146,283.62337965437814,362.23529885477757,re_portugal,1721
295,1840,Portugal,3.35,1866.306073106672,1372.938441237773,2417.1384722943303,55,16.417910447761194,409.83237051873823,557.1062904796036,721.5338723266658,re_portugal,1503
296,1850,Portugal,3.5,820.7995978838106,579.4360394776191,1089.9194783690346,36,10.285714285714286,165.5531541364626,234.5141708239459,311.4055652482956,re_portugal,1470
297,1340,Nordic countries,1.266,5.7570411012171485,3.445463732517752,8.507928758236094,3,2.3696682464454977,2.7215353337423003,4.547425830345299,6.720322873804181,re_nordic_countries,1490
298,1380,Nordic countries,1.062,6.4886697559332775,4.1153001491623655,9.218731384557127,1,0.9416195856873822,3.875047221433489,6.109858527244141,8.68053802688995,re_nordic_countries,1503
299,1440,Nordic countries,1.16,8.213996267060446,5.711465161573992,11.10363133896822,6,5.172413793103448,4.923676863425856,7.081031264707282,9.572095981869156,re_nordic_countries,1248
300,1470,Nordic countries,1.31,9.360307023832275,6.746815159904154,12.396976415193976,1,0.7633587786259541,5.150240580079506,7.145272537276546,9.463340774957233,re_nordic_countries,1529
301,1480,Nordic countries,1.36,48.89275439852153,35.62748234493347,64.1652050746821,10,7.352941176470588,26.19667819480402,35.950554704795245,47.18029784903096,re_nordic_countries,1366
302,1500,Nordic countries,1.46,213.1267353369916,158.04204084689664,274.9368323160946,1,0.684931506849315,108.24797318280592,145.97721598424081,188.31289884664014,re_nordic_countries,1760
303,1520,Nordic countries,1.518,34.70371485253256,26.216156139618715,44.205161101612,6,3.952569169960474,17.270195085387822,22.861472234869936,29.12065948722793,re_nordic_countries,2418
304,1530,Nordic countries,1.5470000000000002,132.3107898464426,100.8604637697755,167.13291754651044,7,4.524886877828054,65.19745557192986,85.52733668160477,108.03679220847474,re_nordic_countries,1561
305,1540,Nordic countries,1.576,212.30224840779337,163.5566719843154,265.765380310634,20,12.690355329949238,103.7796142032458,134.70954848210238,168.63285552705202,re_nordic_countries,1412
306,1550,Nordic countries,1.605,336.5893122065327,261.68451078425784,418.46732643507846,8,4.984423676012461,163.0433088998491,209.71296710687398,260.72730619008,re_nordic_countries,1655
