,individual_wikidata_id,decade,region_name,count_works,occupation
15068,Q104524767,1810,United Kingdom,0.0,Sculpture
15069,Q5965125,1870,Eastern Europe,0.0,Science
15070,Q5965125,1870,Eastern Europe,0.0,Written work
15071,Q4143452,1870,Eastern Europe,9.0,Work of art
15072,Q2511313,1880,United Kingdom,6.0,Work of art
15073,Q94798072,1850,Eastern Europe,0.0,Music
15074,Q12010661,1880,Nordic countries,0.0,Music
15076,Q18901086,1870,France,0.0,Work of art
15077,Q4776811,1830,Italy,0.0,Music
15078,Q47461705,1830,United Kingdom,0.0,Sculpture
15079,Q1313253,1870,Italy,2.0,Work of art
15080,Q96982709,1870,France,0.0,Written work
15081,Q86956,1810,Eastern Europe,0.0,Written work
15082,Q443239,1810,France,0.0,Science
15083,Q443239,1810,France,0.0,Written work
15084,Q106464203,1880,France,0.0,Work of art
15085,Q3565548,1840,Eastern Europe,1.0,Written work
15086,Q5075445,1860,United Kingdom,0.0,Architecture
15087,Q21832736,1870,Italy,0.0,Science
15088,Q2833328,1850,France,1.0,Work of art
15089,Q18057532,1830,France,2.0,Theater
15090,Q16621795,1870,Italy,1.0,Written work
15091,Q1362359,1830,France,5.0,Theater
15092,Q1362359,1830,France,5.0,Written work
15094,Q6215956,1840,Eastern Europe,0.0,Written work
15095,Q2833717,1850,France,0.0,Architecture
15096,Q12341045,1880,Nordic countries,0.0,Architecture
15097,Q18547931,1860,Eastern Europe,0.0,Theater
15098,Q18547931,1860,Eastern Europe,0.0,Written work
15100,Q3610042,1810,Italy,0.0,Architecture
15101,Q365807,1860,Low countries,0.0,Music
15103,Q60275526,1850,Low countries,0.0,Work of art
15104,Q3084767,1830,France,6.0,Work of art
15105,Q25918102,1860,France,0.0,Sculpture
15106,Q7342789,1830,United Kingdom,0.0,Written work
15108,Q20456328,1880,United Kingdom,1.0,Work of art
15109,Q105779007,1870,France,0.0,Work of art
15110,Q2640364,1830,Eastern Europe,0.0,Science
15111,Q64585087,1820,France,0.0,Written work
15112,Q4955485,1880,Nordic countries,0.0,Written work
15113,Q3526515,1840,France,0.0,Written work
15114,Q61213379,1870,Nordic countries,0.0,Science
15116,Q105801550,1830,Italy,3.0,Science
15117,Q286377,1850,France,0.0,Music
15119,Q85278048,1870,Nordic countries,0.0,Work of art
15120,Q95211748,1860,Eastern Europe,0.0,Music
15121,Q4070787,1870,Eastern Europe,0.0,Science
15122,Q3384007,1870,France,4.0,Work of art
15123,Q3384007,1870,France,4.0,Sculpture
15124,Q708568,1870,France,53.0,Work of art
15125,Q708568,1870,France,53.0,Sculpture
15127,Q1917293,1870,Eastern Europe,0.0,Written work
15128,Q22248178,1820,France,0.0,Theater
15129,Q6238921,1860,United Kingdom,0.0,Science
15130,Q112348134,1840,Italy,0.0,Written work
15131,Q5113460,1810,United Kingdom,0.0,Written work
15132,Q15433525,1810,United Kingdom,1.0,Work of art
15133,Q26971850,1870,Italy,0.0,Work of art
15134,Q48795238,1860,France,0.0,Architecture
15135,Q100065715,1870,Italy,0.0,Music
15136,Q55227150,1850,Italy,0.0,Work of art
15137,Q5346929,1850,United Kingdom,0.0,Science
15138,Q21110151,1830,Eastern Europe,5.0,Science
15139,Q42297550,1860,United Kingdom,0.0,Architecture
15140,Q16550412,1840,Italy,0.0,Music
15141,Q52154893,1860,United Kingdom,0.0,Work of art
15142,Q52154893,1860,United Kingdom,0.0,Sculpture
15143,Q5722456,1810,United Kingdom,0.0,Architecture
15144,Q4177853,1860,Eastern Europe,2.0,Written work
15145,Q99485973,1860,Eastern Europe,0.0,Work of art
15146,Q53500173,1880,France,0.0,Work of art
15147,Q27077681,1850,Low countries,2.0,Work of art
15148,Q3188444,1860,France,0.0,Science
15149,Q21208848,1820,Italy,0.0,Science
15150,Q41401946,1860,United Kingdom,0.0,Work of art
15151,Q6177941,1870,Nordic countries,0.0,Architecture
15152,Q21454995,1880,United Kingdom,1.0,Work of art
15153,Q18411877,1860,France,0.0,Architecture
15154,Q41315016,1870,Low countries,1.0,Work of art
15156,Q64685725,1880,United Kingdom,0.0,Written work
15157,Q55652552,1880,France,0.0,Written work
15158,Q45375471,1870,Italy,0.0,Music
15159,Q86152,1850,Eastern Europe,10.0,Theater
15160,Q86152,1850,Eastern Europe,10.0,Written work
15161,Q24296444,1830,Italy,0.0,Written work
15162,Q6791021,1850,United Kingdom,19.0,Sculpture
15163,Q21558246,1860,France,0.0,Architecture
15164,Q3136112,1870,France,0.0,Work of art
15165,Q332396,1850,France,4.0,Sculpture
15166,Q53673213,1880,Eastern Europe,0.0,Science
15167,Q53673213,1880,Eastern Europe,0.0,Written work
15168,Q2060248,1860,France,33.0,Work of art
15169,Q2941781,1870,Low countries,0.0,Music
15170,Q2941781,1870,Low countries,0.0,Written work
15172,Q22694429,1870,Italy,0.0,Music
15173,Q3839398,1860,Italy,0.0,Sculpture
15174,Q5607767,1820,Nordic countries,4.0,Work of art
15175,Q59353070,1850,Eastern Europe,0.0,Science
15176,Q3131568,1840,France,0.0,Science
15177,Q15438635,1840,United Kingdom,5.0,Sculpture
15178,Q15438635,1840,United Kingdom,5.0,Work of art
15179,Q104184348,1870,United Kingdom,0.0,Science
15180,Q176648,1810,France,0.0,Music
15181,Q1447976,1850,Eastern Europe,0.0,Written work
15182,Q51844445,1870,Italy,0.0,Work of art
15183,Q3168324,1860,France,3.0,Sculpture
15184,Q3174547,1830,France,0.0,Written work
15185,Q216904,1870,Nordic countries,23.0,Theater
15186,Q216904,1870,Nordic countries,23.0,Written work
15188,Q3340221,1880,France,0.0,Music
15190,Q15061138,1860,Eastern Europe,0.0,Science
15191,Q15061138,1860,Eastern Europe,0.0,Written work
15192,Q839109,1870,United Kingdom,0.0,Written work
15193,Q18117871,1870,France,0.0,Written work
15194,Q1529582,1870,Eastern Europe,0.0,Science
15195,Q741956,1850,Italy,0.0,Science
15196,Q741956,1850,Italy,0.0,Written work
15197,Q353628,1880,Eastern Europe,77.0,Work of art
15198,Q211350,1870,Eastern Europe,3.0,Written work
15199,Q18731462,1840,United Kingdom,0.0,Written work
15201,Q6224220,1820,United Kingdom,1.0,Work of art
15202,Q6224220,1820,United Kingdom,1.0,Sculpture
15203,Q1392478,1850,Eastern Europe,0.0,Written work
15204,Q739712,1810,France,6.0,Work of art
15205,Q64755729,1820,Eastern Europe,0.0,Work of art
15206,Q1218902,1830,Eastern Europe,0.0,Architecture
15207,Q42903674,1870,United Kingdom,1.0,Work of art
15208,Q21645601,1810,Low countries,0.0,Work of art
15210,Q2638502,1880,France,1.0,Theater
15211,Q1400377,1810,Nordic countries,1.0,Written work
15214,Q380935,1820,France,0.0,Music
15215,Q16595326,1870,Nordic countries,0.0,Music
15216,Q47485362,1840,Nordic countries,0.0,Work of art
15217,Q4228275,1820,Eastern Europe,0.0,Work of art
15218,Q20736836,1850,Low countries,3.0,Work of art
15219,Q63293437,1860,Italy,0.0,Science
15220,Q66689066,1880,Italy,0.0,Architecture
15221,Q108628,1870,France,2.0,Science
15222,Q108628,1870,France,2.0,Written work
15223,Q94744805,1880,Italy,0.0,Music
15224,Q4132672,1840,United Kingdom,0.0,Science
15226,Q18880234,1850,United Kingdom,0.0,Written work
15227,Q5341541,1870,United Kingdom,0.0,Architecture
15228,Q5341541,1870,United Kingdom,0.0,Written work
15229,Q2959624,1870,France,0.0,Work of art
15230,Q47455490,1860,Low countries,25.0,Work of art
15231,Q3929267,1850,Italy,0.0,Written work
15232,Q5782004,1860,Nordic countries,2.0,Written work
15234,Q1252783,1860,Low countries,0.0,Science
15235,Q3807568,1830,Italy,0.0,Science
15236,Q3807568,1830,Italy,0.0,Written work
15237,Q3121360,1810,France,1.0,Work of art
15238,Q6151546,1880,Eastern Europe,0.0,Architecture
15239,Q1393086,1860,Eastern Europe,0.0,Written work
15240,Q17165672,1850,Nordic countries,0.0,Architecture
15241,Q20435406,1840,Eastern Europe,0.0,Work of art
15242,Q39674870,1840,Eastern Europe,0.0,Science
15243,Q5706955,1880,United Kingdom,0.0,Science
15244,Q1295450,1860,Eastern Europe,0.0,Written work
15245,Q12080236,1870,Eastern Europe,0.0,Music
15246,Q18418126,1860,Italy,0.0,Architecture
15247,Q64685661,1880,United Kingdom,0.0,Written work
15248,Q7932201,1870,Italy,0.0,Work of art
15249,Q20039346,1830,United Kingdom,0.0,Work of art
15250,Q1850983,1830,Eastern Europe,0.0,Written work
15251,Q3163864,1840,France,2.0,Work of art
15252,Q3163864,1840,France,2.0,Sculpture
15253,Q16636479,1880,Eastern Europe,0.0,Music
15254,Q111430596,1860,Eastern Europe,0.0,Work of art
15255,Q19606753,1880,France,0.0,Work of art
15256,Q15064584,1850,Eastern Europe,0.0,Work of art
15257,Q60038492,1860,France,0.0,Written work
15259,Q1671910,1860,France,0.0,Science
15261,Q3132592,1810,United Kingdom,2.0,Work of art
15262,Q4741736,1830,Italy,0.0,Work of art
15263,Q4741736,1830,Italy,0.0,Architecture
15264,Q12315182,1830,Nordic countries,0.0,Written work
15265,Q24229343,1860,Italy,0.0,Written work
15266,Q26234079,1850,Eastern Europe,0.0,Work of art
15267,Q2839981,1870,France,2.0,Science
15269,Q15943419,1840,Low countries,0.0,Work of art
15270,Q15943419,1840,Low countries,0.0,Architecture
15271,Q18814595,1850,Italy,0.0,Science
15273,Q975292,1860,Low countries,0.0,Written work
15275,Q560333,1830,France,0.0,Science
15277,Q7264026,1820,Eastern Europe,0.0,Work of art
15278,Q3379227,1810,France,0.0,Science
15279,Q93293032,1870,France,0.0,Science
15280,Q12283645,1820,Eastern Europe,4.0,Science
15281,Q3185100,1860,France,0.0,Work of art
15282,Q55837400,1870,France,0.0,Music
15283,Q5765023,1870,United Kingdom,1.0,Science
15284,Q3768968,1840,Italy,0.0,Music
15286,Q21289782,1850,United Kingdom,0.0,Work of art
15287,Q538094,1830,United Kingdom,4.0,Written work
15288,Q41331927,1850,Low countries,0.0,Work of art
15290,Q3050519,1860,United Kingdom,5.0,Science
15291,Q3050519,1860,United Kingdom,5.0,Written work
15292,Q21462409,1830,United Kingdom,1.0,Work of art
15293,Q246605,1820,Eastern Europe,0.0,Science
15294,Q5589080,1850,Nordic countries,0.0,Written work
15295,Q16737309,1840,Eastern Europe,0.0,Written work
15296,Q32860460,1870,France,0.0,Architecture
15297,Q2565335,1840,Low countries,0.0,Science
15299,Q16031336,1860,Italy,0.0,Work of art
15300,Q62614705,1870,France,0.0,Theater
15301,Q62614705,1870,France,0.0,Written work
15302,Q4775087,1870,United Kingdom,0.0,Written work
15303,Q21460257,1860,United Kingdom,0.0,Work of art
15304,Q102279693,1860,Italy,0.0,Music
15305,Q15064331,1840,Eastern Europe,0.0,Science
15306,Q709330,1880,Nordic countries,2.0,Work of art
15307,Q352914,1850,Eastern Europe,300.0,Written work
15311,Q12795322,1820,Eastern Europe,0.0,Science
15312,Q1405161,1860,Eastern Europe,0.0,Music
15313,Q5969481,1830,Nordic countries,0.0,Science
15314,Q22442922,1840,Italy,0.0,Written work
15315,Q5711074,1820,Nordic countries,0.0,Architecture
15316,Q3105043,1820,Italy,0.0,Work of art
15317,Q2075246,1870,United Kingdom,11.0,Work of art
15318,Q1035148,1880,Eastern Europe,0.0,Science
15319,Q17630121,1860,Italy,3.0,Sculpture
15320,Q3383224,1840,Low countries,0.0,Work of art
15321,Q3383224,1840,Low countries,0.0,Architecture
15322,Q16692464,1860,Italy,0.0,Music
15323,Q41318498,1870,Low countries,1.0,Work of art
15325,Q360466,1830,United Kingdom,205.0,Work of art
15326,Q23540444,1860,France,2.0,Sculpture
15327,Q28779623,1850,Eastern Europe,0.0,Work of art
15328,Q9163063,1870,Eastern Europe,2.0,Work of art
15329,Q379035,1850,United Kingdom,0.0,Science
15330,Q573939,1820,Nordic countries,0.0,Science
15331,Q55126629,1840,Eastern Europe,0.0,Written work
15332,Q110183849,1880,Eastern Europe,0.0,Sculpture
15333,Q52149804,1860,Low countries,0.0,Sculpture
15334,Q21995140,1810,France,3.0,Work of art
15335,Q111060056,1880,Italy,0.0,Work of art
15336,Q1871482,1830,France,5.0,Science
15337,Q18590375,1870,Eastern Europe,0.0,Written work
15338,Q6196245,1860,Nordic countries,0.0,Architecture
15339,Q6196245,1860,Nordic countries,0.0,Science
15340,Q18012197,1880,France,1.0,Theater
15341,Q18012197,1880,France,1.0,Written work
15343,Q5738877,1860,France,0.0,Theater
15344,Q3932421,1850,Italy,0.0,Science
15345,Q3932421,1850,Italy,0.0,Written work
15346,Q89148214,1840,United Kingdom,0.0,Written work
15347,Q20961785,1820,France,0.0,Theater
15348,Q97768256,1870,France,1.0,Sculpture
15349,Q743785,1870,Eastern Europe,10.0,Science
15350,Q743785,1870,Eastern Europe,10.0,Written work
15353,Q15962384,1870,Eastern Europe,0.0,Science
15355,Q14519570,1850,Low countries,0.0,Architecture
15356,Q27589896,1850,France,0.0,Work of art
15357,Q15918616,1810,Italy,0.0,Science
15359,Q15632320,1860,Eastern Europe,0.0,Architecture
15360,Q52154833,1850,Italy,1.0,Work of art
15361,Q77441,1830,Eastern Europe,3.0,Science
15362,Q766727,1820,France,0.0,Science
15365,Q766727,1820,France,0.0,Written work
15367,Q64674209,1870,Eastern Europe,0.0,Architecture
15368,Q3741599,1850,Italy,0.0,Written work
15369,Q21995004,1870,Eastern Europe,0.0,Science
15370,Q21995004,1870,Eastern Europe,0.0,Written work
15371,Q18019588,1830,Eastern Europe,1.0,Work of art
15372,Q55770693,1860,Low countries,0.0,Work of art
15373,Q216811,1870,United Kingdom,12.0,Science
15374,Q216811,1870,United Kingdom,12.0,Written work
15375,Q76349,1810,Eastern Europe,22.0,Science
15378,Q55915164,1810,Eastern Europe,0.0,Music
15379,Q7141840,1840,United Kingdom,0.0,Written work
15380,Q110214167,1810,United Kingdom,0.0,Sculpture
15381,Q110214167,1810,United Kingdom,0.0,Architecture
15382,Q5728697,1830,United Kingdom,0.0,Science
15383,Q95690564,1820,Italy,0.0,Work of art
15384,Q1290058,1840,Eastern Europe,5.0,Work of art
15385,Q22690358,1860,Low countries,0.0,Music
15386,Q1528301,1820,Italy,0.0,Music
15388,Q4493397,1830,Eastern Europe,0.0,Written work
15389,Q50309117,1860,France,0.0,Work of art
15390,Q9140120,1860,Eastern Europe,2.0,Written work
15391,Q6287976,1880,United Kingdom,0.0,Music
15392,Q2311008,1870,Italy,1.0,Work of art
15393,Q3263019,1810,France,0.0,Science
15394,Q8078114,1840,France,12.0,Written work
15397,Q3736805,1870,Eastern Europe,0.0,Science
15398,Q5819994,1820,United Kingdom,0.0,Science
15399,Q2279340,1850,Low countries,0.0,Written work
15400,Q3130684,1870,France,0.0,Sculpture
15401,Q18577000,1860,United Kingdom,0.0,Theater
15402,Q18577000,1860,United Kingdom,0.0,Written work
15403,Q42392800,1840,Eastern Europe,0.0,Written work
15404,Q49424663,1840,Low countries,0.0,Work of art
15406,Q35160400,1870,France,10.0,Work of art
15407,Q21463468,1870,United Kingdom,0.0,Work of art
15408,Q28329544,1880,United Kingdom,0.0,Written work
15409,Q6077927,1860,United Kingdom,1.0,Written work
15411,Q28927557,1820,United Kingdom,0.0,Work of art
15412,Q69384201,1860,United Kingdom,0.0,Architecture
15413,Q3060257,1830,France,0.0,Work of art
15414,Q1101105,1840,Eastern Europe,0.0,Music
15415,Q20492565,1870,United Kingdom,0.0,Work of art
15416,Q961496,1840,France,0.0,Science
15417,Q3163808,1810,France,0.0,Music
15418,Q807952,1880,United Kingdom,2.0,Written work
15419,Q17490306,1850,Italy,0.0,Written work
15420,Q19999397,1870,Italy,0.0,Music
15421,Q2372825,1830,France,3.0,Sculpture
15422,Q1975346,1850,Eastern Europe,0.0,Science
15423,Q52154607,1820,France,0.0,Work of art
15424,Q1290110,1850,Eastern Europe,0.0,Written work
15425,Q12874958,1860,Eastern Europe,0.0,Written work
15426,Q20089639,1830,France,0.0,Theater
15427,Q2861861,1810,France,1.0,Theater
15428,Q2861861,1810,France,1.0,Written work
15429,Q28319617,1850,France,0.0,Music
15430,Q28319617,1850,France,0.0,Theater
15431,Q1370177,1860,Low countries,2.0,Written work
15432,Q3490963,1820,Nordic countries,0.0,Work of art
15433,Q3093578,1870,Low countries,0.0,Written work
15434,Q21545425,1840,Eastern Europe,0.0,Science
15435,Q64685414,1850,United Kingdom,0.0,Written work
15436,Q110081976,1810,Low countries,0.0,Work of art
15437,Q24700061,1870,Low countries,0.0,Science
15438,Q3579960,1880,France,2.0,Science
15439,Q1829148,1860,Low countries,0.0,Written work
15440,Q56503512,1840,Eastern Europe,0.0,Work of art
15441,Q361900,1830,United Kingdom,4.0,Science
15444,Q5617589,1830,Nordic countries,0.0,Science
15445,Q2960249,1860,Low countries,0.0,Work of art
15446,Q97621430,1840,Eastern Europe,0.0,Work of art
15447,Q97621430,1840,Eastern Europe,0.0,Science
15448,Q3579959,1840,France,0.0,Work of art
15449,Q95149131,1820,Eastern Europe,0.0,Music
15450,Q78777,1830,Eastern Europe,0.0,Science
15451,Q78777,1830,Eastern Europe,0.0,Written work
15452,Q21288616,1850,France,1.0,Work of art
15453,Q50359466,1850,Nordic countries,0.0,Work of art
15455,Q23011810,1840,Italy,0.0,Music
15457,Q3946253,1820,Italy,0.0,Written work
15458,Q670238,1840,France,1.0,Music
15459,Q22330640,1880,France,0.0,Science
15460,Q1249210,1860,France,15.0,Theater
15461,Q1249210,1860,France,15.0,Written work
15463,Q5542928,1860,United Kingdom,0.0,Science
15464,Q29252798,1810,France,0.0,Science
15466,Q6246737,1840,United Kingdom,1.0,Written work
15467,Q21288974,1840,United Kingdom,1.0,Work of art
15468,Q15845292,1840,Nordic countries,0.0,Written work
15469,Q207298,1870,France,56.0,Work of art
15470,Q6201153,1850,Nordic countries,0.0,Music
15471,Q6201153,1850,Nordic countries,0.0,Theater
15472,Q20481717,1860,Eastern Europe,0.0,Science
15474,Q3092485,1860,France,0.0,Architecture
15475,Q618892,1860,Eastern Europe,0.0,Music
15477,Q20732963,1850,United Kingdom,0.0,Music
15478,Q110904769,1860,France,0.0,Written work
15479,Q56308459,1870,Italy,0.0,Music
15481,Q3102821,1860,France,1.0,Written work
15482,Q108189,1860,Eastern Europe,0.0,Science
15484,Q16060076,1840,United Kingdom,0.0,Work of art
15485,Q21544124,1860,Low countries,0.0,Work of art
15486,Q1091668,1870,United Kingdom,0.0,Written work
15488,Q2212363,1870,France,5.0,Written work
15489,Q5376717,1810,United Kingdom,1.0,Written work
15490,Q1688413,1810,Eastern Europe,0.0,Written work
15491,Q59656454,1870,United Kingdom,0.0,Sculpture
15492,Q463723,1860,Eastern Europe,4.0,Written work
15493,Q3121728,1870,France,0.0,Written work
15494,Q38466185,1870,France,0.0,Theater
15495,Q11698625,1830,Eastern Europe,1.0,Science
15496,Q95281325,1870,Eastern Europe,0.0,Written work
15497,Q6197286,1840,Nordic countries,0.0,Science
15498,Q21607857,1850,Nordic countries,0.0,Work of art
15499,Q3299250,1850,Eastern Europe,0.0,Written work
15503,Q18114427,1840,Eastern Europe,0.0,Written work
15505,Q99657693,1870,Eastern Europe,0.0,Science
15506,Q4478843,1880,Eastern Europe,0.0,Science
15507,Q5277560,1880,Eastern Europe,0.0,Written work
15508,Q12794762,1810,Eastern Europe,0.0,Music
15510,Q1107256,1820,Eastern Europe,0.0,Science
15511,Q258001,1870,Italy,21.0,Written work
15512,Q2306330,1880,United Kingdom,1.0,Science
15513,Q4381469,1840,Eastern Europe,1.0,Work of art
15514,Q52629209,1860,United Kingdom,4.0,Sculpture
15515,Q110213239,1820,France,0.0,Music
15516,Q3496663,1840,France,1.0,Work of art
15517,Q3047791,1860,France,0.0,Theater
15518,Q3047791,1860,France,0.0,Written work
15519,Q18537805,1870,Eastern Europe,0.0,Architecture
15520,Q18537805,1870,Eastern Europe,0.0,Science
15521,Q4258656,1870,Eastern Europe,0.0,Science
15522,Q1690936,1830,France,0.0,Theater
15523,Q3262727,1820,France,2.0,Written work
15524,Q1066232,1810,United Kingdom,0.0,Science
15525,Q3083467,1810,Low countries,0.0,Work of art
15526,Q104519541,1880,Eastern Europe,0.0,Architecture
15527,Q6224863,1860,United Kingdom,5.0,Work of art
15528,Q11967477,1860,Nordic countries,0.0,Written work
15529,Q23795675,1840,Italy,0.0,Architecture
15530,Q6227545,1840,United Kingdom,0.0,Work of art
15531,Q22017231,1840,Italy,0.0,Music
15533,Q15649310,1880,France,7.0,Written work
15534,Q16444004,1880,Eastern Europe,0.0,Written work
15535,Q549483,1880,France,0.0,Music
15537,Q53205656,1860,United Kingdom,1.0,Work of art
15538,Q3131026,1840,France,0.0,Written work
15539,Q17417819,1810,Eastern Europe,0.0,Theater
15540,Q3271331,1870,France,0.0,Work of art
15541,Q2000497,1840,France,3.0,Theater
15542,Q4767644,1880,France,0.0,Science
15543,Q108419319,1870,France,0.0,Work of art
15545,Q80112899,1810,France,0.0,Written work
15546,Q50824569,1860,Eastern Europe,0.0,Written work
15547,Q52154843,1850,France,0.0,Sculpture
15548,Q3176766,1840,France,8.0,Sculpture
15549,Q428638,1810,Italy,9.0,Work of art
15550,Q428638,1810,Italy,9.0,Written work
15551,Q338768,1810,Eastern Europe,9.0,Work of art
15552,Q28772134,1820,Low countries,0.0,Work of art
15553,Q89023,1870,Italy,0.0,Science
15554,Q3471827,1830,Low countries,3.0,Science
15555,Q3471827,1830,Low countries,3.0,Written work
15556,Q64685601,1860,United Kingdom,0.0,Written work
15558,Q55227064,1870,Italy,0.0,Music
15560,Q223274,1870,France,39.0,Work of art
15561,Q223274,1870,France,39.0,Sculpture
15562,Q4184275,1810,Eastern Europe,0.0,Science
15564,Q52149677,1850,France,0.0,Work of art
15565,Q942477,1870,Eastern Europe,61.0,Work of art
15566,Q57845,1830,Nordic countries,0.0,Music
15567,Q2086162,1850,Nordic countries,1.0,Work of art
15568,Q3860396,1810,Italy,1.0,Written work
15569,Q444538,1820,Nordic countries,40.0,Written work
15571,Q5263323,1840,United Kingdom,0.0,Written work
15572,Q61911,1870,Nordic countries,0.0,Music
15573,Q50728769,1860,Italy,0.0,Architecture
15574,Q12320523,1870,Nordic countries,0.0,Architecture
15575,Q1556688,1850,France,0.0,Science
15576,Q21543088,1880,Low countries,0.0,Work of art
15577,Q21543088,1880,Low countries,0.0,Sculpture
15578,Q600211,1880,United Kingdom,0.0,Music
15579,Q64665845,1840,Eastern Europe,0.0,Work of art
15581,Q4242763,1880,Eastern Europe,0.0,Science
15582,Q1219780,1870,Eastern Europe,0.0,Science
15583,Q4121399,1860,Italy,0.0,Music
15585,Q2990304,1820,United Kingdom,0.0,Science
15586,Q949025,1870,Eastern Europe,0.0,Science
15587,Q949025,1870,Eastern Europe,0.0,Written work
15588,Q12097697,1820,Eastern Europe,10.0,Written work
15589,Q3761976,1850,Italy,0.0,Science
15590,Q3761976,1850,Italy,0.0,Written work
15591,Q21542987,1850,Low countries,0.0,Work of art
15593,Q4992957,1880,Nordic countries,1.0,Written work
15595,Q41805829,1810,Italy,0.0,Science
15596,Q110212023,1880,Italy,0.0,Science
15597,Q4089958,1860,Eastern Europe,1.0,Written work
15598,Q29158045,1840,France,0.0,Work of art
15600,Q94765099,1870,Eastern Europe,0.0,Written work
15601,Q5078875,1820,United Kingdom,50.0,Sculpture
15602,Q5078875,1820,United Kingdom,50.0,Work of art
15604,Q3262053,1840,France,15.0,Work of art
15605,Q95099919,1870,Eastern Europe,0.0,Written work
15607,Q21646498,1820,Low countries,1.0,Work of art
15609,Q3172026,1850,France,7.0,Written work
15610,Q18593123,1880,United Kingdom,0.0,Science
15611,Q1731138,1840,Eastern Europe,7.0,Science
15612,Q2083730,1830,Eastern Europe,0.0,Written work
15613,Q1657594,1880,Italy,0.0,Science
15614,Q18917462,1860,United Kingdom,0.0,Sculpture
15615,Q98547121,1830,France,0.0,Work of art
15616,Q59358553,1860,Eastern Europe,2.0,Written work
15617,Q19588390,1860,United Kingdom,0.0,Work of art
15619,Q8022239,1860,United Kingdom,0.0,Music
15622,Q15969928,1860,France,2.0,Written work
15624,Q2701072,1880,France,1.0,Science
15625,Q4015493,1870,Italy,0.0,Science
15626,Q871022,1820,Eastern Europe,0.0,Written work
15627,Q4969376,1850,Nordic countries,0.0,Written work
15628,Q19597850,1880,France,1.0,Architecture
15629,Q111296093,1840,France,0.0,Architecture
15630,Q110017659,1870,France,0.0,Sculpture
15631,Q15970333,1830,France,0.0,Written work
15632,Q18011910,1830,France,0.0,Theater
15633,Q6231133,1820,United Kingdom,0.0,Science
15634,Q98481222,1840,France,0.0,Work of art
15635,Q21582257,1880,Eastern Europe,0.0,Music
15636,Q93585263,1840,Low countries,0.0,Sculpture
15637,Q6320673,1840,Eastern Europe,0.0,Science
15638,Q6320673,1840,Eastern Europe,0.0,Written work
15639,Q833385,1840,Eastern Europe,0.0,Music
15641,Q2932833,1860,Low countries,0.0,Science
15642,Q2244934,1820,Low countries,0.0,Work of art
15643,Q2244934,1820,Low countries,0.0,Sculpture
15644,Q97377962,1810,Low countries,0.0,Music
15645,Q97377962,1810,Low countries,0.0,Work of art
15646,Q28361196,1850,United Kingdom,0.0,Music
15647,Q13581519,1880,Italy,0.0,Work of art
15649,Q94691898,1860,Eastern Europe,0.0,Music
15650,Q35878030,1830,United Kingdom,0.0,Written work
15651,Q95366201,1880,Eastern Europe,0.0,Written work
15652,Q110017897,1850,Low countries,0.0,Sculpture
15653,Q2065569,1830,Low countries,0.0,Science
15654,Q67670960,1870,Eastern Europe,0.0,Music
15655,Q47487549,1860,France,0.0,Sculpture
15656,Q3856653,1880,Italy,1.0,Written work
15657,Q21974444,1860,United Kingdom,0.0,Work of art
15658,Q365733,1840,France,0.0,Written work
15659,Q106575141,1850,France,0.0,Work of art
15660,Q27649628,1820,Low countries,0.0,Music
15661,Q16555365,1880,Italy,0.0,Architecture
15662,Q274901,1870,France,129.0,Work of art
15663,Q2834614,1850,France,0.0,Architecture
15664,Q5719126,1860,United Kingdom,1.0,Written work
15665,Q89414421,1850,United Kingdom,0.0,Written work
15666,Q41341966,1820,Low countries,0.0,Work of art
15669,Q313374,1880,France,0.0,Music
15671,Q437357,1830,France,0.0,Music
15673,Q105332781,1860,France,0.0,Architecture
15674,Q16830183,1870,France,1.0,Written work
15675,Q19614458,1880,United Kingdom,0.0,Work of art
15676,Q19629420,1840,France,1.0,Work of art
15677,Q14848247,1820,Low countries,7.0,Work of art
15678,Q14848247,1820,Low countries,7.0,Sculpture
15679,Q1978539,1860,Eastern Europe,0.0,Science
15680,Q18507678,1840,France,0.0,Work of art
15682,Q590955,1870,Eastern Europe,0.0,Science
15683,Q2252008,1850,Low countries,97.0,Work of art
15686,Q347257,1870,Italy,3.0,Work of art
15687,Q2958934,1830,France,1.0,Written work
15689,Q64685695,1860,United Kingdom,0.0,Written work
15690,Q3527322,1830,France,0.0,Written work
15691,Q16931050,1810,United Kingdom,34.0,Sculpture
15692,Q105467844,1870,France,0.0,Work of art
15693,Q4939147,1830,Nordic countries,0.0,Music
15694,Q4864808,1860,United Kingdom,0.0,Theater
15695,Q21452994,1810,United Kingdom,1.0,Work of art
15696,Q668522,1840,Eastern Europe,0.0,Science
15698,Q21545296,1870,Low countries,0.0,Work of art
15700,Q2059735,1840,France,4.0,Sculpture
15701,Q4218084,1860,Eastern Europe,6.0,Written work
15702,Q12028158,1880,Eastern Europe,17.0,Science
15703,Q21454566,1860,United Kingdom,0.0,Work of art
15704,Q23648479,1840,United Kingdom,3.0,Work of art
15707,Q1316646,1820,Eastern Europe,0.0,Written work
15708,Q52154529,1820,France,0.0,Work of art
15709,Q109939091,1840,Low countries,0.0,Work of art
15710,Q1873662,1840,Eastern Europe,4.0,Written work
15711,Q272303,1860,United Kingdom,1.0,Written work
15714,Q2136622,1820,Low countries,0.0,Architecture
15715,Q3188904,1860,France,1.0,Sculpture
