,individual_wikidata_id,decade,region_name,count_works,occupation
47745,Q1526003,1870,Italy,5.0,Written work
47746,Q1458314,1840,Eastern Europe,0.0,Science
47747,Q275111,1870,United Kingdom,3.0,Written work
47748,Q104715347,1830,Eastern Europe,0.0,Work of art
47749,Q21463706,1880,United Kingdom,0.0,Work of art
47752,Q3420689,1860,France,0.0,Science
47753,Q3132301,1870,France,0.0,Theater
47754,Q3092522,1850,France,0.0,Work of art
47755,Q11743681,1870,Eastern Europe,0.0,Written work
47756,Q52148326,1850,France,0.0,Work of art
47757,Q19921344,1870,United Kingdom,0.0,Work of art
47758,Q55768903,1840,Low countries,0.0,Work of art
47759,Q16857270,1850,United Kingdom,0.0,Science
47760,Q1621711,1880,Eastern Europe,0.0,Written work
47762,Q525052,1880,Italy,0.0,Music
47764,Q1254776,1870,Eastern Europe,0.0,Music
47765,Q18603420,1860,Low countries,5.0,Work of art
47766,Q2060215,1860,Low countries,0.0,Architecture
47767,Q286645,1870,France,6.0,Theater
47768,Q110017851,1850,France,0.0,Sculpture
47769,Q531473,1830,United Kingdom,6.0,Theater
47770,Q531473,1830,United Kingdom,6.0,Written work
47771,Q15707470,1860,Eastern Europe,0.0,Written work
47772,Q5648753,1820,Nordic countries,0.0,Written work
47774,Q61597183,1860,Eastern Europe,0.0,Written work
47775,Q98908004,1860,Italy,0.0,Written work
47776,Q20752719,1840,Eastern Europe,0.0,Theater
47777,Q20752719,1840,Eastern Europe,0.0,Music
47778,Q20482072,1850,Eastern Europe,0.0,Music
47779,Q1930932,1860,France,0.0,Written work
47780,Q537100,1850,Low countries,4.0,Written work
47783,Q12331168,1820,Nordic countries,0.0,Written work
47784,Q41318287,1870,Low countries,1.0,Work of art
47785,Q3292318,1810,France,11.0,Work of art
47786,Q16030632,1870,Italy,0.0,Work of art
47787,Q26268072,1830,France,0.0,Written work
47788,Q3992824,1840,Italy,0.0,Written work
47789,Q3619167,1850,Italy,0.0,Science
47790,Q105280194,1880,United Kingdom,0.0,Science
47791,Q1913621,1820,Low countries,0.0,Music
47793,Q443178,1840,France,0.0,Music
47795,Q1341310,1870,United Kingdom,0.0,Science
47797,Q55680969,1830,Italy,0.0,Music
47799,Q37791929,1820,France,0.0,Work of art
47802,Q21876178,1870,Eastern Europe,4.0,Written work
47803,Q57264243,1840,France,0.0,Science
47804,Q21817077,1870,Nordic countries,0.0,Written work
47805,Q95545,1820,Eastern Europe,1.0,Written work
47806,Q62550371,1860,Eastern Europe,0.0,Written work
47807,Q89097827,1860,France,0.0,Work of art
47808,Q16066200,1820,Low countries,3.0,Work of art
47809,Q20900391,1860,Eastern Europe,0.0,Science
47810,Q52154628,1840,United Kingdom,0.0,Work of art
47811,Q766768,1850,France,10.0,Theater
47812,Q766768,1850,France,10.0,Written work
47813,Q8019352,1850,United Kingdom,0.0,Science
47814,Q7964977,1860,United Kingdom,1.0,Work of art
47815,Q55853534,1840,Eastern Europe,0.0,Music
47816,Q2941037,1830,France,0.0,Theater
47817,Q2941037,1830,France,0.0,Written work
47818,Q4184274,1830,Eastern Europe,0.0,Written work
47819,Q4720156,1870,United Kingdom,0.0,Science
47820,Q3370227,1870,France,0.0,Science
47821,Q2958857,1860,France,0.0,Written work
47822,Q16359692,1840,Eastern Europe,0.0,Written work
47823,Q16198956,1870,United Kingdom,0.0,Music
47824,Q94750484,1850,Eastern Europe,0.0,Music
47825,Q6550521,1860,Eastern Europe,0.0,Science
47826,Q1795226,1840,France,12.0,Work of art
47827,Q8862606,1870,Eastern Europe,0.0,Sculpture
47828,Q3656817,1840,Eastern Europe,0.0,Science
47829,Q16027790,1850,France,0.0,Science
47830,Q19977186,1880,Nordic countries,0.0,Music
47832,Q5163895,1820,Low countries,4.0,Work of art
47833,Q18670870,1850,United Kingdom,0.0,Written work
47834,Q3184885,1860,France,1.0,Science
47835,Q18671748,1830,United Kingdom,22.0,Work of art
47836,Q7790152,1870,United Kingdom,16.0,Written work
47837,Q62082117,1880,France,0.0,Sculpture
47838,Q18911030,1860,France,0.0,Science
47839,Q590420,1870,Eastern Europe,0.0,Written work
47840,Q583460,1870,France,0.0,Work of art
47841,Q583460,1870,France,0.0,Science
47842,Q6342256,1870,Nordic countries,0.0,Science
47843,Q55683586,1860,France,0.0,Science
47844,Q6226504,1820,United Kingdom,0.0,Science
47845,Q89013164,1830,Nordic countries,0.0,Work of art
47846,Q21461040,1880,United Kingdom,0.0,Work of art
47847,Q18115246,1870,France,0.0,Theater
47848,Q61457992,1830,France,0.0,Music
47850,Q3726002,1850,Italy,0.0,Work of art
47851,Q94918181,1820,Eastern Europe,0.0,Written work
47853,Q22704117,1880,France,0.0,Written work
47854,Q6283400,1850,United Kingdom,0.0,Science
47856,Q597298,1840,Eastern Europe,15.0,Theater
47857,Q597298,1840,Eastern Europe,15.0,Written work
47860,Q79641704,1870,United Kingdom,0.0,Architecture
47861,Q60844211,1830,Nordic countries,0.0,Written work
47862,Q16721165,1860,Eastern Europe,0.0,Written work
47863,Q342969,1870,United Kingdom,0.0,Work of art
47866,Q3085939,1860,France,1.0,Sculpture
47867,Q95175667,1880,Eastern Europe,0.0,Written work
47868,Q3182477,1830,United Kingdom,2.0,Science
47869,Q11710261,1870,France,0.0,Science
47870,Q61313,1870,Eastern Europe,1.0,Science
47871,Q5648873,1810,United Kingdom,0.0,Written work
47872,Q3068626,1870,France,0.0,Science
47873,Q3068626,1870,France,0.0,Written work
47874,Q21980988,1870,Eastern Europe,0.0,Science
47875,Q30339117,1870,Italy,0.0,Written work
47876,Q941622,1840,Eastern Europe,1.0,Work of art
47877,Q941622,1840,Eastern Europe,1.0,Music
47879,Q5499104,1850,United Kingdom,0.0,Written work
47880,Q48658501,1810,France,1.0,Theater
47881,Q5725871,1830,Italy,0.0,Music
47883,Q67158599,1820,Italy,1.0,Sculpture
47884,Q56570503,1840,Eastern Europe,0.0,Written work
47885,Q4025643,1860,Eastern Europe,0.0,Written work
47886,Q16334240,1860,Eastern Europe,0.0,Music
47888,Q17634363,1840,France,0.0,Work of art
47889,Q21462429,1850,United Kingdom,0.0,Work of art
47890,Q21522476,1840,Low countries,0.0,Work of art
47891,Q2264263,1850,Low countries,10.0,Work of art
47892,Q18210714,1840,United Kingdom,0.0,Music
47893,Q1911602,1870,Italy,0.0,Architecture
47894,Q29510826,1840,Italy,0.0,Written work
47895,Q5477226,1860,Nordic countries,0.0,Written work
47896,Q9286130,1810,Nordic countries,0.0,Science
47898,Q97105233,1840,United Kingdom,0.0,Work of art
47899,Q5481323,1810,Italy,0.0,Science
47900,Q335896,1880,United Kingdom,0.0,Written work
47901,Q55675077,1870,Eastern Europe,0.0,Science
47902,Q41774645,1850,France,0.0,Work of art
47903,Q1884664,1840,Nordic countries,0.0,Written work
47904,Q7405162,1850,Nordic countries,4.0,Work of art
47905,Q20048210,1870,United Kingdom,0.0,Work of art
47906,Q20048210,1870,United Kingdom,0.0,Sculpture
47907,Q12161604,1850,Eastern Europe,0.0,Written work
47908,Q5082868,1880,United Kingdom,0.0,Written work
47909,Q1359722,1880,Eastern Europe,1.0,Written work
47911,Q3262559,1870,Low countries,0.0,Science
47912,Q6144273,1840,United Kingdom,146.0,Sculpture
47913,Q102076190,1860,Italy,0.0,Work of art
47914,Q102076190,1860,Italy,0.0,Sculpture
47915,Q3588273,1860,France,1.0,Theater
47916,Q18530179,1820,United Kingdom,0.0,Science
47917,Q4330063,1860,Eastern Europe,0.0,Science
47918,Q15709807,1880,Italy,0.0,Science
47920,Q5340434,1880,Eastern Europe,0.0,Science
47921,Q107171342,1840,France,0.0,Work of art
47922,Q64685504,1880,United Kingdom,0.0,Written work
47923,Q433973,1870,France,53.0,Work of art
47924,Q41618533,1870,Italy,0.0,Science
47925,Q47437418,1870,United Kingdom,0.0,Science
47926,Q1356595,1870,France,13.0,Theater
47927,Q1356595,1870,France,13.0,Written work
47928,Q110081287,1870,Low countries,0.0,Work of art
47929,Q19958809,1870,Eastern Europe,0.0,Science
47930,Q3847711,1870,Italy,0.0,Written work
47931,Q313177,1840,France,0.0,Music
47932,Q15526120,1840,Eastern Europe,0.0,Work of art
47933,Q15526120,1840,Eastern Europe,0.0,Music
47934,Q1511,1850,Italy,62.0,Music
47938,Q1511,1850,Italy,62.0,Written work
47939,Q55127035,1860,Eastern Europe,0.0,Science
47940,Q55127035,1860,Eastern Europe,0.0,Written work
47941,Q96654379,1850,Eastern Europe,0.0,Work of art
47942,Q2568971,1840,United Kingdom,0.0,Architecture
47943,Q15447247,1810,Low countries,0.0,Science
47944,Q15447247,1810,Low countries,0.0,Written work
47945,Q20667131,1880,United Kingdom,0.0,Music
47947,Q61961005,1870,Eastern Europe,0.0,Work of art
47948,Q9341836,1870,Italy,0.0,Music
47950,Q2835445,1850,France,0.0,Written work
47951,Q16861781,1870,United Kingdom,2.0,Science
47952,Q16861781,1870,United Kingdom,2.0,Written work
47953,Q16453724,1870,Eastern Europe,0.0,Written work
47954,Q55902364,1810,Low countries,0.0,Work of art
47956,Q17566340,1820,France,1.0,Work of art
47957,Q2835128,1870,France,0.0,Work of art
47958,Q18786193,1820,Eastern Europe,0.0,Science
47959,Q3770234,1840,Italy,0.0,Written work
47960,Q351377,1850,Italy,14.0,Science
47961,Q16566400,1810,Italy,0.0,Architecture
47962,Q4885435,1860,Low countries,0.0,Written work
47964,Q3606381,1810,Italy,0.0,Science
47966,Q3288133,1830,France,0.0,Architecture
47967,Q3288133,1830,France,0.0,Science
47969,Q65014573,1870,Low countries,0.0,Music
47970,Q4723619,1850,United Kingdom,0.0,Theater
47971,Q20733348,1850,United Kingdom,0.0,Written work
47973,Q3610017,1870,Italy,0.0,Work of art
47974,Q1040451,1840,Eastern Europe,3.0,Work of art
47975,Q20564274,1870,Eastern Europe,0.0,Architecture
47976,Q22675829,1860,United Kingdom,0.0,Science
47977,Q5343799,1870,United Kingdom,0.0,Science
47978,Q1056790,1850,Eastern Europe,1.0,Music
47979,Q95219243,1850,Eastern Europe,0.0,Science
47980,Q106990538,1820,Eastern Europe,0.0,Science
47981,Q25965719,1860,France,10.0,Work of art
47982,Q56760356,1860,Nordic countries,0.0,Work of art
47983,Q3876143,1870,Italy,0.0,Sculpture
47984,Q78061726,1870,Nordic countries,0.0,Theater
47985,Q361712,1870,France,0.0,Work of art
47986,Q107255251,1870,France,0.0,Theater
47987,Q20804713,1840,United Kingdom,0.0,Written work
47988,Q707924,1810,Nordic countries,1.0,Music
47989,Q7412567,1850,United Kingdom,0.0,Architecture
47990,Q12814007,1870,Eastern Europe,0.0,Written work
47991,Q3161635,1850,Low countries,2.0,Work of art
47992,Q108478835,1880,Italy,0.0,Work of art
47993,Q21645446,1840,Low countries,1.0,Work of art
47994,Q16038425,1850,Italy,0.0,Work of art
47995,Q63808942,1840,France,0.0,Music
47996,Q59634705,1860,Italy,0.0,Music
47997,Q52419351,1820,Italy,0.0,Music
47998,Q102076048,1820,Italy,0.0,Music
47999,Q96405950,1840,France,0.0,Work of art
48000,Q3620259,1860,Italy,3.0,Sculpture
48001,Q7325026,1860,United Kingdom,0.0,Written work
48002,Q1620007,1830,Italy,0.0,Theater
48003,Q1620007,1830,Italy,0.0,Written work
48005,Q3876188,1820,Italy,0.0,Work of art
48006,Q264069,1860,United Kingdom,4.0,Work of art
48007,Q3028669,1850,France,3.0,Work of art
48009,Q97763610,1850,France,2.0,Work of art
48010,Q97763610,1850,France,2.0,Written work
48011,Q10392240,1830,Eastern Europe,0.0,Work of art
48012,Q110975677,1810,France,0.0,Science
48013,Q4102157,1830,Eastern Europe,0.0,Science
48015,Q4102157,1830,Eastern Europe,0.0,Written work
48016,Q2958561,1880,France,0.0,Written work
48017,Q61198396,1840,Eastern Europe,0.0,Music
48018,Q5054791,1820,United Kingdom,0.0,Work of art
48019,Q28125353,1870,Nordic countries,0.0,Work of art
48020,Q18011787,1830,United Kingdom,0.0,Sculpture
48021,Q3750415,1810,Italy,0.0,Written work
48022,Q105840026,1870,France,0.0,Sculpture
48023,Q3568493,1840,United Kingdom,2.0,Written work
48024,Q1556523,1850,Eastern Europe,0.0,Science
48025,Q27064307,1860,United Kingdom,0.0,Work of art
48026,Q1373626,1860,France,0.0,Music
48027,Q110081895,1850,Low countries,14.0,Work of art
48028,Q60992,1840,France,0.0,Science
48029,Q27589859,1820,France,0.0,Work of art
48030,Q17992169,1880,Italy,0.0,Written work
48031,Q18674399,1820,United Kingdom,1.0,Sculpture
48032,Q27635455,1860,France,0.0,Architecture
48033,Q21453858,1820,United Kingdom,3.0,Work of art
48034,Q21453858,1820,United Kingdom,3.0,Architecture
48035,Q21646480,1840,Low countries,4.0,Work of art
48036,Q2863413,1880,France,18.0,Science
48038,Q50245417,1860,Low countries,0.0,Architecture
48039,Q3157924,1840,France,0.0,Science
48040,Q18744845,1840,France,0.0,Written work
48041,Q4407460,1860,Italy,0.0,Music
48043,Q21553323,1880,Low countries,0.0,Work of art
48045,Q482187,1870,France,0.0,Science
48046,Q18761865,1860,France,0.0,Architecture
48047,Q1473247,1840,United Kingdom,35.0,Sculpture
48048,Q22968789,1880,France,0.0,Architecture
48049,Q809510,1820,Italy,20.0,Work of art
48050,Q809510,1820,Italy,20.0,Sculpture
48055,Q18686214,1850,Low countries,0.0,Music
48057,Q988038,1810,Eastern Europe,0.0,Written work
48058,Q106798797,1820,Low countries,0.0,Work of art
48059,Q15714041,1820,France,1.0,Science
48060,Q268702,1820,Italy,5.0,Science
48062,Q7150579,1840,United Kingdom,10.0,Work of art
48063,Q110081938,1840,Low countries,0.0,Work of art
48064,Q52154926,1860,Italy,0.0,Work of art
48065,Q52154926,1860,Italy,0.0,Sculpture
48066,Q5731297,1860,Italy,0.0,Science
48068,Q52149774,1860,Italy,0.0,Work of art
48069,Q11994532,1860,Nordic countries,0.0,Work of art
48070,Q730807,1830,Eastern Europe,0.0,Science
48071,Q3695226,1840,Italy,2.0,Work of art
48072,Q12313741,1880,Nordic countries,0.0,Architecture
48073,Q2992575,1850,Eastern Europe,0.0,Written work
48074,Q3157885,1840,France,1.0,Sculpture
48075,Q3972400,1880,Italy,0.0,Sculpture
48076,Q52149867,1870,United Kingdom,0.0,Work of art
48077,Q30505075,1870,France,0.0,Music
48078,Q297024,1870,Eastern Europe,2.0,Written work
48081,Q21455689,1850,United Kingdom,0.0,Work of art
48082,Q21456554,1820,United Kingdom,8.0,Work of art
48083,Q95369894,1880,Eastern Europe,0.0,Science
48084,Q1242739,1870,Eastern Europe,0.0,Science
48085,Q1555828,1880,Italy,0.0,Written work
48086,Q23816395,1840,United Kingdom,0.0,Written work
48087,Q26243130,1810,Eastern Europe,0.0,Science
48088,Q42529688,1830,France,0.0,Sculpture
48089,Q42529688,1830,France,0.0,Work of art
48090,Q12740460,1850,Eastern Europe,0.0,Work of art
48091,Q16692172,1830,United Kingdom,0.0,Science
48092,Q3262520,1840,France,0.0,Architecture
48093,Q98686971,1860,Italy,0.0,Work of art
48095,Q1869986,1870,Low countries,0.0,Architecture
48096,Q3949473,1880,Italy,0.0,Work of art
48097,Q4019927,1870,United Kingdom,0.0,Work of art
48098,Q1441073,1850,Italy,0.0,Written work
48100,Q93227,1880,Eastern Europe,0.0,Music
48102,Q7246275,1880,Eastern Europe,0.0,Written work
48104,Q18671423,1870,United Kingdom,0.0,Written work
48105,Q18734729,1850,United Kingdom,0.0,Sculpture
48106,Q106619468,1830,Italy,0.0,Written work
48107,Q205490,1870,United Kingdom,0.0,Science
48108,Q6590986,1830,United Kingdom,25.0,Work of art
48110,Q12366391,1820,Eastern Europe,0.0,Science
48111,Q16043483,1880,United Kingdom,0.0,Music
48112,Q2036536,1870,Low countries,8.0,Work of art
48113,Q683439,1810,France,5.0,Science
48114,Q716090,1870,Eastern Europe,0.0,Written work
48116,Q21459598,1860,United Kingdom,0.0,Work of art
48117,Q907886,1870,France,0.0,Science
48118,Q682747,1870,Eastern Europe,0.0,Science
48120,Q1252642,1860,Eastern Europe,0.0,Written work
48121,Q38337,1840,France,463.0,Theater
48122,Q38337,1840,France,463.0,Written work
48123,Q15969981,1860,France,0.0,Written work
48124,Q4100647,1810,Eastern Europe,0.0,Science
48125,Q55900072,1850,France,0.0,Science
48126,Q17352252,1840,France,0.0,Science
48127,Q95971,1860,France,0.0,Theater
48128,Q21645203,1840,France,1.0,Work of art
48129,Q104923389,1860,Eastern Europe,0.0,Work of art
48130,Q1489255,1850,France,1.0,Work of art
48131,Q18761966,1880,United Kingdom,1.0,Science
48132,Q26791579,1850,France,1.0,Work of art
48133,Q18730084,1840,United Kingdom,10.0,Sculpture
48134,Q159642,1830,Eastern Europe,16.0,Written work
48137,Q58338518,1870,Eastern Europe,0.0,Science
48138,Q16560745,1850,Italy,0.0,Written work
48139,Q41276947,1860,Low countries,0.0,Work of art
48141,Q17627030,1860,United Kingdom,18.0,Work of art
48142,Q12326024,1820,Nordic countries,0.0,Work of art
48143,Q168452,1820,France,2.0,Science
48145,Q5864759,1880,Italy,0.0,Science
48146,Q4475016,1840,Low countries,0.0,Written work
48148,Q5718484,1840,Nordic countries,6.0,Written work
48149,Q3540415,1860,United Kingdom,1.0,Written work
48150,Q56878099,1840,France,1.0,Work of art
48151,Q1283407,1840,France,10.0,Work of art
48152,Q1283407,1840,France,10.0,Science
48153,Q3814537,1880,United Kingdom,4.0,Science
48154,Q3770493,1840,Italy,2.0,Work of art
48155,Q3770493,1840,Italy,2.0,Sculpture
48156,Q17928831,1860,Low countries,16.0,Work of art
48157,Q17928831,1860,Low countries,16.0,Sculpture
48158,Q1293670,1860,Eastern Europe,0.0,Written work
48160,Q55711481,1880,France,0.0,Science
48161,Q55711481,1880,France,0.0,Written work
48162,Q2618343,1870,France,3.0,Science
48163,Q51558271,1880,United Kingdom,0.0,Work of art
48164,Q290072,1870,France,12.0,Work of art
48165,Q290072,1870,France,12.0,Sculpture
48166,Q18535569,1820,United Kingdom,0.0,Music
48167,Q18535569,1820,United Kingdom,0.0,Written work
48168,Q18735696,1820,United Kingdom,0.0,Theater
48169,Q2858430,1840,France,0.0,Written work
48170,Q6208546,1850,Nordic countries,3.0,Written work
48171,Q2376615,1870,Eastern Europe,61.0,Written work
48172,Q12305907,1870,Nordic countries,14.0,Work of art
48173,Q18593084,1850,United Kingdom,0.0,Work of art
48174,Q56717913,1870,Eastern Europe,0.0,Science
48175,Q5749,1840,France,22.0,Science
48176,Q5749,1840,France,22.0,Written work
48177,Q2590002,1850,Low countries,0.0,Work of art
48178,Q5605651,1810,Nordic countries,0.0,Written work
48179,Q5605651,1810,Nordic countries,0.0,Science
48180,Q3059821,1860,France,3.0,Work of art
48181,Q26220055,1840,Eastern Europe,0.0,Work of art
48182,Q3568870,1850,United Kingdom,8.0,Work of art
48183,Q3605449,1870,Italy,0.0,Work of art
48184,Q89413282,1860,United Kingdom,0.0,Written work
48185,Q5075555,1840,United Kingdom,24.0,Work of art
48186,Q5075555,1840,United Kingdom,24.0,Sculpture
48187,Q3484467,1810,France,0.0,Architecture
48188,Q13178466,1840,Italy,0.0,Work of art
48189,Q1352013,1820,United Kingdom,4.0,Written work
48191,Q11730914,1860,Eastern Europe,8.0,Work of art
48192,Q89751,1840,Eastern Europe,0.0,Science
48193,Q5563974,1870,France,0.0,Music
48194,Q59573764,1870,Eastern Europe,0.0,Architecture
48195,Q4238952,1810,Eastern Europe,0.0,Written work
48196,Q13237478,1860,France,0.0,Work of art
48197,Q43129313,1860,Low countries,1.0,Work of art
48198,Q3750372,1820,Italy,0.0,Science
48201,Q3750372,1820,Italy,0.0,Written work
48202,Q95340719,1850,Eastern Europe,0.0,Music
48204,Q1251586,1840,Italy,26.0,Science
48206,Q1376133,1840,United Kingdom,4.0,Written work
48208,Q3588342,1880,France,0.0,Science
48209,Q30312582,1870,Eastern Europe,0.0,Music
48210,Q17195628,1860,France,0.0,Work of art
48212,Q1289558,1830,Eastern Europe,9.0,Work of art
48213,Q7155080,1880,United Kingdom,0.0,Music
48214,Q6141049,1810,United Kingdom,30.0,Work of art
48217,Q18644575,1810,Eastern Europe,0.0,Music
48218,Q18644575,1810,Eastern Europe,0.0,Written work
48219,Q22819523,1820,Eastern Europe,0.0,Theater
48220,Q22819523,1820,Eastern Europe,0.0,Music
48221,Q775913,1810,Eastern Europe,0.0,Written work
48222,Q21556299,1840,Italy,0.0,Written work
48223,Q21454324,1870,United Kingdom,0.0,Work of art
48224,Q3767354,1810,Italy,0.0,Written work
48225,Q4521964,1850,France,0.0,Music
48227,Q110176287,1880,Nordic countries,0.0,Sculpture
48228,Q2382236,1840,France,0.0,Science
48229,Q87256293,1860,France,0.0,Music
48231,Q16499348,1850,France,1.0,Written work
48232,Q666259,1860,Eastern Europe,0.0,Science
48233,Q666259,1860,Eastern Europe,0.0,Written work
48234,Q84562807,1860,France,0.0,Work of art
48235,Q16062915,1850,Nordic countries,0.0,Written work
48236,Q3045139,1810,France,0.0,Written work
48238,Q586230,1810,France,0.0,Science
48239,Q94586048,1870,Italy,0.0,Science
48240,Q3595615,1880,United Kingdom,47.0,Written work
48241,Q29616967,1880,France,0.0,Written work
48242,Q95319728,1880,United Kingdom,0.0,Written work
48243,Q48813280,1820,Italy,0.0,Theater
48244,Q48813280,1820,Italy,0.0,Written work
48245,Q16725958,1840,France,9.0,Work of art
48246,Q110369209,1870,France,0.0,Work of art
48247,Q20127743,1880,United Kingdom,2.0,Work of art
48248,Q4200606,1810,Italy,1.0,Work of art
48249,Q4200606,1810,Italy,1.0,Sculpture
48251,Q4200606,1810,Italy,1.0,Science
48252,Q18507745,1840,France,9.0,Work of art
48254,Q1735690,1880,United Kingdom,0.0,Theater
48255,Q1452818,1830,United Kingdom,2.0,Written work
48256,Q831739,1810,Italy,2.0,Work of art
48257,Q831739,1810,Italy,2.0,Sculpture
48258,Q5218749,1840,United Kingdom,1.0,Science
48259,Q5703281,1870,United Kingdom,0.0,Theater
48260,Q5703281,1870,United Kingdom,0.0,Written work
48261,Q12078288,1860,Eastern Europe,0.0,Written work
48262,Q55227292,1860,Italy,0.0,Sculpture
48263,Q16647507,1870,France,0.0,Music
48265,Q111586568,1860,France,0.0,Theater
48266,Q75847319,1880,Nordic countries,0.0,Theater
48267,Q1258787,1860,United Kingdom,0.0,Science
48268,Q105103744,1850,Italy,0.0,Music
48269,Q2833933,1860,Eastern Europe,0.0,Theater
48270,Q2833933,1860,Eastern Europe,0.0,Written work
48271,Q21543002,1830,Low countries,0.0,Science
48272,Q2319650,1860,Italy,0.0,Science
48273,Q2319650,1860,Italy,0.0,Written work
48274,Q15691498,1880,United Kingdom,876.0,Written work
48276,Q3613905,1860,Italy,0.0,Architecture
48277,Q1750116,1850,Italy,0.0,Architecture
48278,Q1750116,1850,Italy,0.0,Science
48279,Q1750116,1850,Italy,0.0,Written work
48280,Q26885627,1880,France,4.0,Science
48281,Q21466736,1860,United Kingdom,0.0,Work of art
48282,Q32121534,1840,Low countries,0.0,Work of art
48283,Q20733390,1840,United Kingdom,0.0,Written work
48284,Q106890842,1860,France,1.0,Work of art
48285,Q1295242,1850,United Kingdom,0.0,Science
48286,Q26202576,1870,France,1.0,Architecture
48287,Q21794062,1840,France,2.0,Work of art
48288,Q56390426,1860,Eastern Europe,0.0,Music
48289,Q63992187,1870,Eastern Europe,0.0,Architecture
48290,Q3749583,1860,Italy,1.0,Architecture
48291,Q867158,1870,Eastern Europe,9.0,Science
48293,Q21646645,1830,Low countries,1.0,Work of art
48294,Q19966740,1830,France,2.0,Work of art
48295,Q97136490,1830,Low countries,0.0,Work of art
48297,Q2959113,1840,Low countries,6.0,Science
48298,Q3366256,1830,Nordic countries,1.0,Written work
48301,Q26235836,1870,France,1.0,Sculpture
48302,Q3188680,1860,France,22.0,Work of art
48304,Q12300559,1850,Nordic countries,0.0,Sculpture
48305,Q1678939,1850,Eastern Europe,0.0,Written work
48306,Q15639554,1860,Low countries,3.0,Sculpture
48307,Q12302468,1850,Nordic countries,5.0,Work of art
48308,Q472470,1820,Italy,10.0,Science
48311,Q63323717,1860,United Kingdom,0.0,Written work
48312,Q41500278,1870,Eastern Europe,0.0,Work of art
48313,Q103417912,1870,Low countries,0.0,Work of art
48315,Q3105780,1830,France,1.0,Science
48317,Q5555963,1820,Nordic countries,3.0,Work of art
48318,Q84859468,1860,Eastern Europe,0.0,Science
48319,Q84859468,1860,Eastern Europe,0.0,Written work
48320,Q71344,1870,Eastern Europe,0.0,Science
48321,Q8007253,1830,United Kingdom,0.0,Music
48322,Q2854159,1850,France,0.0,Sculpture
48323,Q4708369,1830,United Kingdom,1.0,Written work
48324,Q1406122,1830,Eastern Europe,0.0,Music
48325,Q56744479,1880,France,1.0,Written work
48327,Q984014,1820,Italy,0.0,Science
48328,Q4098979,1820,Eastern Europe,0.0,Science
48329,Q1228958,1860,Italy,0.0,Music
48331,Q106627148,1880,France,0.0,Music
48332,Q54593540,1870,France,0.0,Architecture
48333,Q2064962,1850,Eastern Europe,1.0,Written work
48335,Q2870999,1850,France,1.0,Work of art
48336,Q55389276,1850,Eastern Europe,0.0,Written work
48337,Q2015178,1870,Low countries,7.0,Work of art
48338,Q18118032,1850,France,0.0,Architecture
48339,Q3084278,1850,France,3.0,Work of art
48340,Q1417232,1830,Eastern Europe,2.0,Work of art
48341,Q1417232,1830,Eastern Europe,2.0,Written work
48343,Q21459952,1870,United Kingdom,0.0,Work of art
48344,Q3953782,1830,Italy,0.0,Science
48346,Q3953782,1830,Italy,0.0,Written work
48347,Q39926786,1820,Nordic countries,28.0,Work of art
48348,Q18278945,1870,Eastern Europe,0.0,Science
48349,Q4460453,1820,Eastern Europe,0.0,Architecture
48350,Q95253983,1860,Eastern Europe,0.0,Work of art
48351,Q28584401,1840,Low countries,0.0,Architecture
48352,Q22667445,1860,Low countries,1.0,Work of art
48353,Q12296201,1830,Eastern Europe,0.0,Written work
48354,Q920730,1810,United Kingdom,2.0,Architecture
48355,Q920730,1810,United Kingdom,2.0,Science
48357,Q1059541,1850,Italy,0.0,Music
48359,Q15435200,1860,Italy,0.0,Music
48360,Q3383666,1840,Eastern Europe,0.0,Architecture
48361,Q27974859,1850,Eastern Europe,3.0,Work of art
48362,Q937096,1820,United Kingdom,106.0,Work of art
48363,Q937096,1820,United Kingdom,106.0,Sculpture
48365,Q937096,1820,United Kingdom,106.0,Architecture
48367,Q2834001,1850,Low countries,7.0,Work of art
48368,Q12319855,1810,Nordic countries,0.0,Written work
48369,Q97393161,1810,Eastern Europe,0.0,Sculpture
48370,Q12742230,1870,Eastern Europe,0.0,Written work
48372,Q6145253,1870,United Kingdom,23.0,Work of art
48373,Q2980829,1870,Eastern Europe,69.0,Written work
48374,Q5405930,1870,Nordic countries,0.0,Written work
48375,Q15076922,1870,Eastern Europe,1.0,Work of art
48376,Q1065318,1880,France,0.0,Music
48377,Q3059898,1840,France,1.0,Theater
48378,Q3059898,1840,France,1.0,Written work
48379,Q16509002,1820,Low countries,0.0,Written work
48380,Q2022977,1860,Eastern Europe,0.0,Music
48382,Q5968839,1860,Nordic countries,0.0,Science
48383,Q20879695,1840,Nordic countries,6.0,Work of art
48384,Q12305890,1870,Nordic countries,0.0,Work of art
48385,Q12305890,1870,Nordic countries,0.0,Sculpture
48386,Q55226853,1810,Italy,0.0,Work of art
48387,Q573378,1820,France,0.0,Science
48388,Q5076747,1840,United Kingdom,3.0,Science
48390,Q1373489,1870,France,119.0,Work of art
48391,Q4095169,1870,Eastern Europe,6.0,Work of art
48392,Q15407159,1860,Low countries,0.0,Science
48393,Q860202,1820,France,0.0,Science
48394,Q110214137,1810,Eastern Europe,0.0,Work of art
48395,Q130159,1850,Eastern Europe,0.0,Written work
48396,Q474238,1870,Low countries,120.0,Work of art
48397,Q21287385,1870,France,0.0,Sculpture
