,year,region_name,population_interpolated,N_est,lower,upper,score,century,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
0,1310.0,Italy,8.266826261649946,68.99480541757177,56.45191389063721,82.5896907933211,10,14,1.2096540659612383,6.8287287169103,8.345984690357016,9.99049552746223,re_italy,2857
1,1320.0,Italy,8.370761709147772,190.99846669786032,156.70421244847125,227.92289944313436,37,14,4.420147327759373,18.720424483858032,22.81733411299148,27.22845391645239,re_italy,2788
2,1330.0,Italy,8.480059382096622,96.2078180085327,79.29400743771055,114.0981853642644,14,14,1.6509318354016786,9.350642945392416,11.345182111772683,13.454880469958997,re_italy,2488
3,1340.0,Italy,8.593373243706935,617.2244691895625,511.773182176982,729.4559628739609,68,14,7.913074187694278,59.554399379982904,71.8256325758416,84.88586986584728,re_italy,2642
4,1350.0,Italy,8.709112220674276,124.53919899733891,103.901515485546,146.34671076879684,24,14,2.755734383928041,11.930207448572954,14.299873034325977,16.803860951681067,re_italy,2972
5,1360.0,Italy,8.825402556015577,269.41845325622893,226.28412231995952,315.13163976715623,47,14,5.325536110300581,25.640090736225915,30.527610672284602,35.70733887400479,re_italy,2880
6,1370.0,Italy,8.940309609454578,90.72344573924384,76.71373150015306,105.68041878623272,15,14,1.6777942437404139,8.580657141786965,10.14768500223994,11.820666554374505,re_italy,2097
7,1380.0,Italy,9.05217455018864,761.1796843885556,647.9377649089772,882.1018067039042,95,14,10.494715879956189,71.57813421698488,84.0880475921328,97.44639830056325,re_italy,2949
8,1390.0,Italy,9.159736582903124,157.69377672345206,135.05605315983794,181.72752049136784,20,14,2.1834689042619955,14.74453462034306,17.215972893564583,19.839819502076814,re_italy,2573
9,1400.0,Italy,9.262238452290028,262.8681633502381,226.86575780168823,301.6821453640915,46,14,4.9664020460007485,24.49362095030032,28.380630093284378,32.571191825611294,re_italy,3087
