,year,region_name,population_interpolated,N_est,lower,upper,score,century,score_cap,lower_cap,N_est_cap,upper_cap,region_code,country_code_maddison,gdp_per_capita
202,1815,Low countries,4.949843344305359,2070.403784577327,1917.346578913279,2227.7823616023525,289.5,19.0,58.40271933740824,386.645663685735,417.519585047694,449.2629362482585,re_low_countries,NLD,3011
203,1816,Low countries,4.958812631598019,2156.8677084712735,1998.321069355567,2320.1371047692624,299.2,19.0,60.25654956865124,402.30404901491886,434.23103731628106,467.1069706303508,re_low_countries,NLD,2869
204,1817,Low countries,4.967781918890679,2243.3316323652207,2079.2955597978553,2412.4918479361722,308.9,19.0,62.11037979989423,417.9624343441028,450.9424895848681,484.9510050124431,re_low_countries,NLD,2898
205,1818,Low countries,4.976751206183338,2329.795556259168,2160.270050240143,2504.846591103082,318.6,19.0,63.964210031137235,433.6208196732867,467.6539418534551,502.79503939453537,re_low_countries,NLD,2942
206,1819,Low countries,4.9857204934759976,2416.2594801531145,2241.244540682431,2597.201334269992,328.3,19.0,65.81804026238024,449.2792050024706,484.3653941220422,520.6390737766276,re_low_countries,NLD,2807
207,1820,Low countries,4.994689780768657,2502.7234040470616,2322.219031124719,2689.556077436902,338.0,19.0,67.67187049362323,464.9375903316545,501.07684639062916,538.4831081587199,re_low_countries,NLD,3006
208,1821,Low countries,5.003657607663237,2534.9486701960695,2353.3559161886164,2723.2974791132356,342.3,19.0,68.398240092297,470.24157402703923,506.5311517159985,544.1696316546606,re_low_countries,NLD,2947
209,1822,Low countries,5.012625434557815,2567.173936345078,2384.492801252514,2757.0388807895697,346.6,19.0,69.12460969097076,475.5455577224239,511.9854570413678,549.8561551506014,re_low_countries,NLD,2974
210,1823,Low countries,5.021593261452395,2599.399202494086,2415.629686316411,2790.7802824659034,350.9,19.0,69.85097928964453,480.8495414178086,517.4397623667371,555.542678646542,re_low_countries,NLD,3121
211,1824,Low countries,5.030561088346974,2631.624468643094,2446.7665713803085,2824.521684142237,355.2,19.0,70.5773488883183,486.15352511319327,522.8940676921064,561.2292021424827,re_low_countries,NLD,3100
212,1825,Low countries,5.039528915241553,2663.849734792102,2477.9034564442063,2858.263085818571,359.5,19.0,71.30371848699207,491.457508808578,528.3483730174758,566.9157256384234,re_low_countries,NLD,3022
213,1826,Low countries,5.048496742136133,2696.07500094111,2509.0403415081037,2892.004487494905,363.8,19.0,72.03008808566582,496.7614925039627,533.8026783428452,572.6022491343641,re_low_countries,NLD,3068
214,1827,Low countries,5.057464569030712,2728.3002670901183,2540.177226572001,2925.7458891712386,368.1,19.0,72.7564576843396,502.06547619934736,539.2569836682145,578.2887726303048,re_low_countries,NLD,3250
215,1828,Low countries,5.0664323959252915,2760.525533239126,2571.3141116358984,2959.4872908475722,372.4,19.0,73.48282728301336,507.3694598947321,544.7112889935838,583.9752961262454,re_low_countries,NLD,3319
216,1829,Low countries,5.07540022281987,2792.7507993881345,2602.4509966997957,2993.2286925239064,376.7,19.0,74.20919688168712,512.6734435901168,550.1655943189531,589.6618196221862,re_low_countries,NLD,3325
217,1830,Low countries,5.08436804971445,2824.9760655371424,2633.587881763693,3026.97009420024,381.0,19.0,74.93556648036089,517.9774272855014,555.6198996443225,595.3483431181269,re_low_countries,NLD,3038
218,1831,Low countries,5.093334582343412,3175.101415905309,2961.151671105508,3399.838648974981,422.7,19.0,82.86518053897183,580.3889550766858,622.32672994994,666.3819677049128,re_low_countries,NLD,3264
219,1832,Low countries,5.1023011149723745,3525.2267662734757,3288.7154604473226,3772.7072037497214,464.4,19.0,90.79479459758275,642.8004828678701,689.0335602555575,737.4155922916985,re_low_countries,NLD,3417
220,1833,Low countries,5.111267647601337,3875.352116641642,3616.2792497891373,4145.575758524463,506.1,19.0,98.72440865619369,705.2120106590544,755.7403905611751,808.4492168784844,re_low_countries,NLD,3341
221,1834,Low countries,5.120234180230299,4225.477467009809,3943.843039130952,4518.444313299203,547.8,19.0,106.65402271480463,767.6235384502388,822.4472208667926,879.4828414652702,re_low_countries,NLD,3370
222,1835,Low countries,5.1292007128592605,4575.602817377975,4271.406828472767,4891.312868073944,589.5,19.0,114.58363677341555,830.035066241423,889.1540511724102,950.5164660520561,re_low_countries,NLD,3360
223,1836,Low countries,5.138167245488223,4925.7281677461415,4598.970617814582,5264.181422848685,631.2,19.0,122.51325083202649,892.4465940326074,955.8608814780277,1021.550090638842,re_low_countries,NLD,3472
224,1837,Low countries,5.147133778117185,5275.853518114309,4926.534407156396,5637.049977623425,672.9000000000001,19.0,130.44286489063742,954.8581218237917,1022.5677117836453,1092.5837152256279,re_low_countries,NLD,3553
225,1838,Low countries,5.156100310746147,5625.978868482474,5254.098196498211,6009.918532398166,714.6,19.0,138.37247894924835,1017.2696496149761,1089.274542089263,1163.6173398124138,re_low_countries,NLD,3590
226,1839,Low countries,5.16506684337511,5976.104218850642,5581.661985840026,6382.7870871729065,756.3,19.0,146.3020930078593,1079.6811774061603,1155.9813723948805,1234.6509643991994,re_low_countries,NLD,3588
227,1840,Low countries,5.174033376004072,6326.229569218808,5909.225775181841,6755.655641947647,798.0,19.0,154.23170706647022,1142.0927051973447,1222.6882027004979,1305.6845889859853,re_low_countries,NLD,3623
228,1841,Low countries,5.182998760185926,6393.93840582564,5971.668327519653,6830.023413367422,802.3,19.0,154.78592949124658,1152.0103257367389,1233.469042212173,1317.5891351465207,re_low_countries,NLD,3658
229,1842,Low countries,5.19196414436778,6461.647242432472,6034.110879857465,6904.391184787198,806.6,19.0,155.3401519160229,1161.9279462761333,1244.2498817238481,1329.493681307056,re_low_countries,NLD,3569
230,1843,Low countries,5.200929528549635,6529.356079039305,6096.553432195277,6978.7589562069725,810.9,19.0,155.89437434079923,1171.8455668155275,1255.030721235523,1341.3982274675914,re_low_countries,NLD,3507
231,1844,Low countries,5.209894912731489,6597.064915646137,6158.9959845330895,7053.126727626747,815.2,19.0,156.4485967655756,1181.763187354922,1265.8115607471982,1353.3027736281267,re_low_countries,NLD,3540
232,1845,Low countries,5.218860296913343,6664.773752252969,6221.438536870902,7127.494499046523,819.5,19.0,157.00281919035194,1191.680807894316,1276.5924002588733,1365.207319788662,re_low_countries,NLD,3515
233,1846,Low countries,5.227825681095198,6732.482588859801,6283.881089208714,7201.862270466298,823.8,19.0,157.55704161512827,1201.5984284337103,1287.3732397705485,1377.1118659491974,re_low_countries,NLD,3521
234,1847,Low countries,5.236791065277052,6800.191425466633,6346.323641546526,7276.230041886072,828.1,19.0,158.1112640399046,1211.5160489731047,1298.1540792822236,1389.0164121097328,re_low_countries,NLD,3545
235,1848,Low countries,5.245756449458907,6867.9002620734655,6408.7661938843385,7350.597813305847,832.4,19.0,158.66548646468095,1221.433669512499,1308.9349187938985,1400.920958270268,re_low_countries,NLD,3602
236,1849,Low countries,5.254721833640761,6935.609098680297,6471.208746222151,7424.965584725623,836.7,19.0,159.2197088894573,1231.3512900518933,1319.7157583055737,1412.8255044308034,re_low_countries,NLD,3709
237,1850,Low countries,5.263687217822615,7003.317935287129,6533.651298559963,7499.333356145397,841.0,19.0,159.77393131423364,1241.2689105912875,1330.4965978172488,1424.7300505913388,re_low_countries,NLD,3779
238,1851,Low countries,5.272651581453237,7309.533812209888,6811.011794885543,7833.296538637341,869.0,19.0,164.73677203993142,1291.0011833952963,1385.4696285582208,1484.7284689583344,re_low_countries,NLD,3834
239,1852,Low countries,5.2816159450838605,7615.749689132647,7088.372291211123,8167.259721129285,897.0,19.0,169.69961276562918,1340.7334561993052,1440.4426592991929,1544.7268873253297,re_low_countries,NLD,3790
240,1853,Low countries,5.290580308714483,7921.965566055406,7365.732787536704,8501.222903621228,925.0,19.0,174.66245349132697,1390.4657290033142,1495.415690040165,1604.7253056923253,re_low_countries,NLD,3704
241,1854,Low countries,5.299544672345106,8228.181442978164,7643.093283862285,8835.186086113172,953.0,19.0,179.62529421702476,1440.198001807323,1550.388720781137,1664.7237240593208,re_low_countries,NLD,3931
242,1855,Low countries,5.308509035975728,8534.397319900923,7920.453780187865,9169.149268605115,981.0,19.0,184.58813494272255,1489.9302746113317,1605.361751522109,1724.7221424263162,re_low_countries,NLD,3824
243,1856,Low countries,5.31747339960635,8840.613196823682,8197.814276513445,9503.112451097059,1009.0,19.0,189.5509756684203,1539.6625474153407,1660.334782263081,1784.7205607933117,re_low_countries,NLD,3977
244,1857,Low countries,5.3264377632369735,9146.829073746441,8475.174772839026,9837.075633589004,1037.0,19.0,194.5138163941181,1589.3948202193496,1715.307813004053,1844.7189791603073,re_low_countries,NLD,3907
245,1858,Low countries,5.335402126867596,9453.0449506692,8752.535269164606,10171.038816080947,1065.0,19.0,199.47665711981585,1639.1270930233584,1770.280843745025,1904.7173975273026,re_low_countries,NLD,3800
246,1859,Low countries,5.344366490498219,9759.26082759196,9029.895765490186,10505.00199857289,1093.0,19.0,204.43949784551364,1688.8593658273671,1825.2538744859971,1964.7158158942982,re_low_countries,NLD,3665
247,1860,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,3840
248,1861,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,3735
249,1862,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,3881
250,1863,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,3953
251,1864,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4111
252,1865,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4117
253,1866,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4272
254,1867,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4127
255,1868,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4152
256,1869,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4286
257,1870,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4422
258,1871,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4364
259,1872,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4414
260,1873,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4503
261,1874,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4337
262,1875,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4584
263,1876,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4595
264,1877,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4651
265,1878,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4637
266,1879,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4414
267,1880,Low countries,5.353330854128841,10065.476704514718,9307.256261815766,10838.965181064834,1121.0,19.0,209.40233857121143,1738.591638631376,1880.2269052269692,2024.7142342612938,re_low_countries,NLD,4666
268,1810,Nordic countries,2.3590000000100417,3377.009653804409,3063.630578027958,3703.452618907623,286.0,19.0,121.23781263195531,1298.6988461275612,1431.5428799449062,1569.9248066519112,re_nordic_countries,SWE,1320
