,year,region_name,population_interpolated,N_est,lower,upper,score,century,score_cap,lower_cap,N_est_cap,upper_cap,region_code,gdp_per_capita
1452,1699,France,25.0522689924706,2371.202324112094,2214.8112581148616,2532.4168515325887,298.9,17.0,11.925947388820479,88.38910958060741,94.63094990496775,101.06534722400518,re_france,1677
1453,1700,France,25.117843691496507,2397.4527009029243,2239.8708642710426,2559.848673577042,305.0,17.0,12.142762083643984,89.17448853419441,95.448189356898,101.91355217500869,re_france,1694
1454,1701,France,25.183612918600172,2347.633300490995,2193.789738873207,2506.3472754500863,297.4,17.1,11.816925209122614,87.15916428791678,93.2718251433306,99.577842307621,re_france,1610
1455,1702,France,25.249382145703837,2297.8139000790657,2147.7086134753713,2452.8458773231305,289.8,17.2,11.491088334601246,85.14384004163914,91.09546092976319,97.24213244023329,re_france,1610
1456,1703,France,25.315151372807502,2247.9944996671366,2101.627488077536,2399.3444791961747,282.2,17.3,11.165251460079876,83.12851579536151,88.9190967161958,94.9064225728456,re_france,1610
1457,1704,France,25.380920599911168,2198.1750992552074,2055.5463626797,2345.843081069219,274.6,17.4,10.839414585558508,81.11319154908387,86.7427325026284,92.5707127054579,re_france,1610
1458,1705,France,25.44668982701483,2148.355698843278,2009.4652372818646,2292.341682942263,267.0,17.5,10.513577711037138,79.09786730280624,84.56636828906099,90.2350028380702,re_france,1592
1459,1706,France,25.512459054118494,2098.5362984313488,1963.384111884029,2238.8402848153073,259.4,17.6,10.187740836515768,77.0825430565286,82.3900040754936,87.8992929706825,re_france,1610
1460,1707,France,25.57822828122216,2048.7168980194197,1917.3029864861933,2185.3388866883515,251.8,17.7,9.8619039619944,75.06721881025096,80.2136398619262,85.5635831032948,re_france,1610
1461,1708,France,25.643997508325825,1998.89749760749,1871.2218610883579,2131.8374885613957,244.2,17.8,9.53606708747303,73.05189456397333,78.03727564835879,83.22787323590711,re_france,1610
1462,1709,France,25.70976673542949,1949.078097195561,1825.1407356905222,2078.33609043444,236.60000000000002,17.9,9.210230212951663,71.03657031769569,75.86091143479139,80.8921633685194,re_france,1626
1463,1710,France,25.775535962533155,1899.2586967836316,1779.0596102926866,2024.834692307484,229.0,18.0,8.884393338430293,69.02124607141806,73.684547221224,78.55645350113171,re_france,1643
1464,1711,France,25.841357248550658,1972.8539288428387,1848.422119157239,2102.6864632749666,237.9,18.0,9.198961576963146,71.47339321559903,76.28520824976613,81.30600993599602,re_france,1643
1465,1712,France,25.90717853456816,2046.449160902046,1917.7846280217911,2180.538234242449,246.8,18.0,9.513529815495998,73.92554035978002,78.88586927830826,84.0555663708603,re_france,1659
1466,1713,France,25.972999820585663,2120.044392961253,1987.1471368863436,2258.3900052099316,255.7,18.0,9.82809805402885,76.37768750396098,81.48653030685041,86.80512280572461,re_france,1659
1467,1714,France,26.038821106603166,2193.6396250204602,2056.5096457508957,2336.241776177414,264.6,18.0,10.142666292561703,78.82983464814195,84.08719133539255,89.5546792405889,re_france,1659
1468,1715,France,26.10464239262067,2267.2348570796676,2125.8721546154484,2414.0935471448965,273.5,18.0,10.457234531094556,81.28198179232294,86.68785236393468,92.3042356754532,re_france,1659
1469,1716,France,26.170463678638175,2340.8300891388744,2195.2346634800006,2491.945318112379,282.4,18.0,10.771802769627408,83.73412893650391,89.28851339247682,95.05379211031749,re_france,1659
1470,1717,France,26.236284964655677,2414.4253211980817,2264.5971723445527,2569.7970890798615,291.3,18.0,11.08637100816026,86.18627608068488,91.88917442101895,97.80334854518179,re_france,1677
1471,1718,France,26.30210625067318,2488.020553257289,2333.959681209105,2647.648860047344,300.2,18.0,11.400939246693113,88.63842322486585,94.4898354495611,100.5529049800461,re_france,1694
1472,1719,France,26.367927536690683,2561.615785316496,2403.3221900736576,2725.5006310148265,309.1,18.0,11.715507485225967,91.09057036904683,97.09049647810323,103.30246141491038,re_france,1710
1473,1720,France,26.433748822708186,2635.2110173757032,2472.6846989382097,2803.352401982309,318.0,18.0,12.030075723758818,93.5427175132278,99.69115750664537,106.05201784977469,re_france,1728
1474,1721,France,26.49951442380536,2572.0226984352116,2413.3821118370697,2735.884923554706,312.2,18.0,11.78678213298041,91.12665675342224,97.11674070300724,103.30420711105228,re_france,1745
1475,1722,France,26.56528002490253,2508.8343794947205,2354.0795247359297,2668.4174451271024,306.4,18.0,11.543488542202002,88.71059599361669,94.5423238993691,100.55639637232987,re_france,1745
1476,1723,France,26.631045625999704,2445.646060554229,2294.7769376347896,2600.9499666994993,300.6,18.0,11.300194951423594,86.29453523381113,91.96790709573096,97.80858563360746,re_france,1728
1477,1724,France,26.696811227096877,2382.457741613737,2235.4743505336496,2533.4824882718963,294.8,18.0,11.056901360645186,83.87847447400559,89.39349029209282,95.06077489488506,re_france,1710
1478,1725,France,26.76257682819405,2319.2694226732456,2176.1717634325096,2466.0150098442928,289.0,18.0,10.813607769866778,81.46241371420003,86.81907348845469,92.31296415616265,re_france,1710
1479,1726,France,26.828342429291226,2256.0811037327544,2116.869176331369,2398.5475314166897,283.2,18.0,10.57031417908837,79.04635295439448,84.24465668481656,89.56515341744026,re_france,1710
1480,1727,France,26.8941080303884,2192.892784792263,2057.566589230229,2331.0800529890867,277.4,18.0,10.327020588309962,76.63029219458892,81.67023988117842,86.81734267871785,re_france,1710
1481,1728,France,26.95987363148557,2129.704465851771,1998.264002129089,2263.6125745614836,271.6,18.0,10.083726997531553,74.21423143478336,79.09582307754029,84.06953193999544,re_france,1710
1482,1729,France,27.025639232582744,2066.51614691128,1938.961415027949,2196.14509613388,265.8,18.0,9.840433406753146,71.79817067497781,76.52140627390214,81.32172120127304,re_france,1728
1483,1730,France,27.091404833679917,2003.3278279707883,1879.658827926809,2128.677617706277,260.0,18.0,9.597139815974737,69.38210991517225,73.94698947026401,78.57391046255063,re_france,1728
1484,1731,France,27.15706788246008,2171.2034942527016,2037.5457532903545,2306.5781775613036,278.4,18.0,10.237539121159303,74.90794562639508,79.8220029483886,84.79925778311375,re_france,1728
1485,1732,France,27.222730931240246,2339.079160534615,2195.4326786539,2484.47873741633,296.8,18.0,10.87793842634387,80.43378133761789,85.69701642651317,91.02460510367686,re_france,1728
1486,1733,France,27.28839398002041,2506.954826816528,2353.3196040174457,2662.3792972713572,315.2,18.0,11.518337731528437,85.9596170488407,91.57202990463776,97.24995242423998,re_france,1728
1487,1734,France,27.354057028800575,2674.830493098442,2511.2065293809915,2840.279857126384,333.6,18.0,12.158737036713003,91.48545276006352,97.44704338276233,103.4752997448031,re_france,1728
1488,1735,France,27.419720077580738,2842.706159380355,2669.0934547445368,3018.1804169814104,352.0,18.0,12.799136341897569,97.01128847128635,103.32205686088692,109.70064706536621,re_france,1710
1489,1736,France,27.4853831263609,3010.5818256622683,2826.9803801080825,3196.080976836437,370.4,18.0,13.439535647082137,102.53712418250916,109.1970703390115,115.92599438592933,re_france,1710
1490,1737,France,27.551046175141067,3178.457491944182,2984.8673054716282,3373.9815366914636,388.79999999999995,18.0,14.079934952266703,108.06295989373197,115.07208381713608,122.15134170649245,re_france,1694
1491,1738,France,27.61670922392123,3346.3331582260953,3142.754230835174,3551.88209654649,407.2,18.0,14.72033425745127,113.5887956049548,120.94709729526066,128.37668902705556,re_france,1677
1492,1739,France,27.682372272701397,3514.2088245080085,3300.6411561987193,3729.7826564015168,425.6,18.0,15.360733562635836,119.11463131617762,126.82211077338525,134.60203634761868,re_france,1677
1493,1740,France,27.74803532148156,3682.084490789922,3458.528081562265,3907.683216256544,444.0,18.0,16.001132867820402,124.64046702740043,132.69712425150982,140.8273836681818,re_france,1659
1494,1741,France,27.813586639753254,3577.214948410814,3360.29715940014,3796.0690881562655,436.3,18.0,15.693111658708697,120.89441152767853,128.6987501121705,136.57279031233338,re_france,1659
1495,1742,France,27.879137958024952,3472.3454060317063,3262.0662372380157,3684.454960055987,428.6,18.0,15.385090449596992,117.14835602795662,124.70037597283118,132.31819695648494,re_france,1659
1496,1743,France,27.944689276296646,3367.4758636525985,3163.835315075891,3572.840831955709,420.9,18.0,15.077069240485287,113.40230052823472,120.70200183349186,128.0636036006365,re_france,1659
1497,1744,France,28.010240594568344,3262.6063212734903,3065.604392913766,3461.2267038554305,413.2,18.0,14.76904803137358,109.65624502851281,116.70362769415254,123.80901024478808,re_france,1659
1498,1745,France,28.07579191284004,3157.7367788943825,2967.3734707516414,3349.6125757551517,405.5,18.0,14.461026822261875,105.91018952879091,112.70525355481323,119.55441688893966,re_france,1677
1499,1746,France,28.141343231111733,3052.8672365152747,2869.1425485895165,3237.9984476548734,397.8,18.0,14.153005613150171,102.164134029069,108.7068794154739,115.29982353309123,re_france,1677
1500,1747,France,28.20689454938343,2947.997694136167,2770.9116264273916,3126.384319554595,390.1,18.0,13.844984404038465,98.41807852934711,104.70850527613459,111.0452301772428,re_france,1677
1501,1748,France,28.272445867655126,2843.1281517570587,2672.680704265267,3014.770191454317,382.4,18.0,13.53696319492676,94.67202302962521,100.71013113679527,106.79063682139437,re_france,1677
1502,1749,France,28.337997185926824,2738.258609377951,2574.4497821031423,2903.1560633540385,374.7,18.0,13.228941985815055,90.9259675299033,96.71175699745595,102.53604346554594,re_france,1677
1503,1750,France,28.40354850419852,2633.389066998843,2476.2188599410174,2791.54193525376,367.0,18.0,12.92092077670335,87.1799120301814,92.71338285811663,98.28145010969752,re_france,1677
1504,1751,France,28.468996471479436,2788.4693255111715,2622.203313695121,2955.6690278575734,385.8,18.0,13.538800004103006,92.00744901477951,97.84147878936201,103.70834179388582,re_france,1659
1505,1752,France,28.534444438760357,2943.5495840234994,2768.187767449224,3119.7961204613866,404.6,18.0,14.156679231502663,96.83498599937761,102.9695747206074,109.13523347807413,re_france,1659
1506,1753,France,28.599892406041274,3098.6298425358277,2914.1722212033274,3283.9232130652,423.4,18.0,14.77455845890232,101.66252298397572,108.09767065185278,114.56212516226242,re_france,1659
1507,1754,France,28.66534037332219,3253.7101010481556,3060.1566749574304,3448.0503056690127,442.2,18.0,15.392437686301978,106.49005996857383,113.22576658309816,119.98901684645072,re_france,1659
1508,1755,France,28.730788340603112,3408.790359560484,3206.141128711534,3612.177398272826,461.0,18.0,16.010316913701633,111.31759695317194,118.35386251434355,125.41590853063903,re_france,1659
1509,1756,France,28.79623630788403,3563.8706180728122,3352.1255824656373,3776.304490876639,479.8,18.0,16.62819614110129,116.14513393777004,123.48195844558893,130.84280021482732,re_france,1659
1510,1757,France,28.861684275164947,3718.9508765851406,3498.1100362197403,3940.431583480452,498.6,18.0,17.246075368500946,120.97267092236815,128.6100543768343,136.26969189901564,re_france,1643
1511,1758,France,28.927132242445865,3874.0311350974685,3644.094489973844,4104.558676084265,517.4,18.0,17.863954595900605,125.80020790696625,133.7381503080797,141.69658358320393,re_france,1643
1512,1759,France,28.992580209726786,4029.1113936097963,3790.0789437279473,4268.6857686880785,536.2,18.0,18.481833823300263,130.62774489156436,138.86624623932508,147.12347526739225,re_france,1643
1513,1760,France,29.058028177007703,4184.191652122125,3936.0633974820503,4432.812861291892,555.0,18.0,19.09971305069992,135.45528187616247,143.99434217057046,152.55036695158054,re_france,1643
1514,1761,France,29.123387489267422,4161.992017594163,3915.4851953934403,4408.8396615633865,554.8,18.0,19.050966329854663,134.46471101982303,142.93041484789887,151.40792553261025,re_france,1659
1515,1762,France,29.188746801527145,4139.792383066203,3894.9069933048304,4384.866461834881,554.6,18.0,19.00221960900941,133.4741401634836,141.8664875252273,150.26548411363996,re_france,1677
1516,1763,France,29.254106113786868,4117.592748538242,3874.3287912162205,4360.893262106376,554.4,18.0,18.953472888164153,132.4835693071442,140.80256020255572,149.12304269466966,re_france,1677
1517,1764,France,29.319465426046587,4095.3931140102804,3853.7505891276105,4336.920062377871,554.2,18.0,18.9047261673189,131.49299845080475,139.73863287988416,147.98060127569937,re_france,1694
1518,1765,France,29.384824738306307,4073.1934794823196,3833.1723870390006,4312.946862649365,554.0,18.0,18.855979446473647,130.5024275944653,138.67470555721258,146.83815985672908,re_france,1710
1519,1766,France,29.45018405056603,4050.993844954359,3812.594184950391,4288.973662920861,553.8,18.0,18.807232725628392,129.51185673812589,137.610778234541,145.69571843775879,re_france,1710
1520,1767,France,29.515543362825753,4028.7942104263975,3792.015982861781,4265.000463192356,553.6,18.0,18.758486004783137,128.52128588178647,136.54685091186943,144.5532770187885,re_france,1710
1521,1768,France,29.580902675085472,4006.5945758984367,3771.437780773171,4241.02726346385,553.4,18.0,18.709739283937882,127.53071502544702,135.48292358919784,143.4108355998182,re_france,1694
1522,1769,France,29.64626198734519,3984.3949413704754,3750.8595786845613,4217.054063735345,553.2,18.0,18.660992563092627,126.54014416910759,134.41899626652628,142.2683941808479,re_france,1694
1523,1770,France,29.711621299604914,3962.1953068425146,3730.2813765959513,4193.08086400684,553.0,18.0,18.612245842247372,125.54957331276816,133.3550689438547,141.1259527618776,re_france,1694
1524,1771,France,29.776907690899105,4235.302971133976,3988.3354407007464,4480.909046194533,589.0,18.0,19.757823427099886,133.77817932356382,142.06265582466492,150.30162546186432,re_france,1694
1525,1772,France,29.8421940821933,4508.410635425437,4246.389504805541,4768.737228382226,625.0,18.0,20.903401011952404,142.00678533435948,150.77024270547514,159.477298161851,re_france,1694
1526,1773,France,29.90748047348749,4781.5182997168995,4504.443568910336,5056.56541056992,661.0,18.0,22.048978596804922,150.23539134515514,159.4778295862854,168.6529708618377,re_france,1710
1527,1774,France,29.972766864781683,5054.625964008361,4762.497633015131,5344.393592757613,697.0,18.0,23.194556181657436,158.46399735595077,168.18541646709562,177.8286435618244,re_france,1710
1528,1775,France,30.038053256075873,5327.733628299822,5020.551697119926,5632.221774945307,733.0,18.0,24.34013376650995,166.69260336674643,176.89300334790585,187.00431626181108,re_france,1710
1529,1776,France,30.103339647370063,5600.8412925912835,5278.6057612247205,5920.049957132999,769.0,18.0,25.48571135136247,174.92120937754208,185.60059022871607,196.1799889617978,re_france,1728
1530,1777,France,30.168626038664257,5873.948956882745,5536.659825329515,6207.878139320693,805.0,18.0,26.631288936214986,183.14981538833774,194.3081771095263,205.3556616617845,re_france,1728
1531,1778,France,30.233912429958448,6147.056621174206,5794.71388943431,6495.706321508385,841.0,18.0,27.7768665210675,191.3784213991334,203.01576399033655,214.5313343617712,re_france,1710
1532,1779,France,30.29919882125264,6420.1642854656675,6052.767953539105,6783.534503696079,877.0,18.0,28.922444105920015,199.60702740992906,211.72335087114675,223.70700706175788,re_france,1710
1533,1780,France,30.364485212546832,6693.27194975713,6310.8220176439,7071.362685883772,913.0,18.0,30.068021690772532,207.83563342072472,220.430937751957,232.88267976174458,re_france,1710
1534,1781,France,30.42971330052348,6505.833559316456,6134.789489786298,6872.484015336563,894.7,18.0,29.414785324872003,201.72315708212807,213.92424139165695,225.98095564795963,re_france,1728
1535,1782,France,30.49494138850013,6318.3951688757825,5958.756961928696,6673.605344789354,876.4,18.0,28.761548958971474,195.61068074353145,207.41754503135687,219.07923153417468,re_france,1728
1536,1783,France,30.56016947647678,6130.956778435109,5782.724434071094,6474.726674242143,858.1,18.0,28.108312593070945,189.49820440493482,200.9108486710568,212.1775074203897,re_france,1779
1537,1784,France,30.62539756445343,5943.518387994435,5606.691906213492,6275.848003694934,839.8,18.0,27.455076227170416,183.38572806633817,194.40415231075673,205.27578330660475,re_france,1795
1538,1785,France,30.69062565243008,5756.079997553761,5430.65937835589,6076.969333147725,821.5,18.0,26.80183986126989,177.27325172774152,187.89745595045667,198.3740591928198,re_france,1779
1539,1786,France,30.755853740406728,5568.641607113088,5254.626850498288,5878.090662600515,803.2,18.0,26.148603495369358,171.1607753891449,181.39075959015662,191.47233507903485,re_france,1761
1540,1787,France,30.821081828383377,5381.203216672415,5078.594322640686,5679.211992053306,784.9,18.0,25.495367129468832,165.04829905054828,174.88406322985654,184.5706109652499,re_france,1863
1541,1788,France,30.886309916360027,5193.764826231741,4902.561794783084,5480.333321506096,766.6,18.0,24.842130763568303,158.93582271195163,168.37736686955648,177.66888685146495,re_france,1812
1542,1789,France,30.951538004336676,5006.326435791067,4726.529266925482,5281.454650958886,748.3,18.0,24.188894397667774,152.82334637335498,161.8706705092564,170.76716273767997,re_france,1779
1543,1820,France,32.971299258426704,7562.231776481338,7221.178230980345,7905.712637240638,1106.0,19.0,33.54432566734027,219.01406354603324,229.35801580669,239.77558710308088,re_france,1809
1544,1821,France,33.036404365661525,7693.724733844334,7349.840290968999,8040.893436256066,1126.9,19.0,34.10098196578996,222.4166551189026,232.8247746145074,243.33185793270653,re_france,1953
1545,1822,France,33.101509472896346,7825.21769120733,7478.502350957653,8176.074235271493,1147.8,19.0,34.65763826423966,225.81924669177195,236.29153342232476,246.88812876233217,re_france,1875
1546,1823,France,33.16661458013117,7956.710648570326,7607.164410946308,8311.25503428692,1168.7,19.0,35.21429456268935,229.22183826464132,239.75829223014216,250.44439959195782,re_france,1934
1547,1824,France,33.23171968736599,8088.203605933322,7735.826470934962,8446.435833302348,1189.6,19.0,35.77095086113905,232.62442983751066,243.22505103795953,254.00067042158346,re_france,1986
1548,1825,France,33.29682479460081,8219.696563296318,7864.488530923616,8581.616632317775,1210.5,19.0,36.327607159588744,236.02702141038003,246.69180984577693,257.55694125120914,re_france,1898
1549,1826,France,33.36192990183563,8351.189520659314,7993.150590912271,8716.797431333202,1231.4,19.0,36.88426345803844,239.4296129832494,250.15856865359433,261.1132120808348,re_france,1949
1550,1827,France,33.42703500907045,8482.68247802231,8121.812650900925,8851.97823034863,1252.3,19.0,37.440919756488135,242.83220455611874,253.6253274614117,264.66948291046043,re_france,1908
1551,1828,France,33.49214011630527,8614.175435385307,8250.474710889579,8987.159029364057,1273.2,19.0,37.99757605493783,246.2347961289881,257.09208626922907,268.2257537400861,re_france,1897
1552,1829,France,33.55724522354009,8745.668392748303,8379.136770878235,9122.339828379485,1294.1,19.0,38.554232353387526,249.63738770185745,260.5588450770465,271.7820245697117,re_france,1946
1553,1830,France,33.622350330774914,8877.161350111299,8507.798830866888,9257.520627394912,1315.0,19.0,39.11088865183722,253.03997927472682,264.02560388486387,275.33829539933737,re_france,1898
1554,1831,France,33.68744537816257,9513.056329948302,9120.47040467211,9916.605783497773,1406.7,19.0,41.712157650058,270.4354419341754,282.07779629454836,294.0456268107662,re_france,1926
1555,1832,France,33.75254042555023,10148.951309785305,9733.141978477333,10575.690939600632,1498.4,19.0,44.313426648278785,287.8309045936239,300.1299887042329,312.75295822219493,re_france,2091
1556,1833,France,33.81763547293788,10784.846289622308,10345.813552282558,11234.776095703493,1590.1,19.0,46.91469564649957,305.2263672530725,318.1821811139174,331.46028963362374,re_france,2053
1557,1834,France,33.88273052032554,11420.741269459311,10958.48512608778,11893.861251806353,1681.8,19.0,49.515964644720356,322.6218299125211,336.2343735236019,350.16762104505256,re_france,2056
1558,1835,France,33.947825567713195,12056.636249296316,11571.156699893003,12552.946407909214,1773.5,19.0,52.11723364294113,340.0172925719696,354.2865659332864,368.8749524564813,re_france,2125
1559,1836,France,34.01292061510085,12692.53122913332,12183.828273698226,13212.031564012075,1865.2,19.0,54.71850264116192,357.4127552314182,372.33875834297095,387.5822838679101,re_france,2090
1560,1837,France,34.07801566248851,13328.426208970322,12796.499847503448,13871.116720114936,1956.9,19.0,57.3197716393827,374.8082178908668,390.39095075265544,406.28961527933893,re_france,2118
1561,1838,France,34.14311070987616,13964.321188807326,13409.17142130867,14530.201876217796,2048.6,19.0,59.92104063760348,392.2036805503153,408.44314316234,424.9969466907677,re_france,2211
1562,1839,France,34.20820575726382,14600.216168644329,14021.842995113893,15189.287032320655,2140.3,19.0,62.522309635824264,409.59914320976384,426.4953355720245,443.70427810219644,re_france,2130
1563,1840,France,34.27330080465148,15236.111148481332,14634.514568919118,15848.372188423516,2232.0,19.0,65.12357863404505,426.9946058692124,444.547527981709,462.41160951362525,re_france,2276
1564,1841,France,34.33839537820566,15177.483231573071,14579.336831370523,15785.500706608616,2223.1,19.0,64.74735887610743,424.61881318798464,442.0402284021456,459.7495057446665,re_france,2321
1565,1842,France,34.40348995175984,15118.855314664812,14524.15909382193,15722.629224793716,2214.2,19.0,64.37113911816981,422.24302050675686,439.53292882258216,457.0874019757078,re_france,2260
1566,1843,France,34.46858452531402,15060.227397756551,14468.981356273336,15659.757742978816,2205.3,19.0,63.99491936023218,419.8672278255291,437.0256292430188,454.42529820674906,re_france,2370
1567,1844,France,34.533679098868205,15001.599480848292,14413.803618724744,15596.886261163916,2196.4,19.0,63.618699602294555,417.4914351443013,434.5183296634554,451.76319443779033,re_france,2444
1568,1845,France,34.59877367242238,14942.971563940031,14358.625881176149,15534.014779349014,2187.5,19.0,63.242479844356936,415.1156424630735,432.011030083892,449.1010906688316,re_france,2359
1569,1846,France,34.663868245976566,14884.34364703177,14303.448143627555,15471.143297534114,2178.6,19.0,62.86626008641932,412.7398497818457,429.5037305043286,446.4389868998728,re_france,2356
1570,1847,France,34.72896281953075,14825.715730123511,14248.270406078962,15408.271815719214,2169.7,19.0,62.49004032848169,410.3640571006179,426.9964309247652,443.7768831309141,re_france,2606
1571,1848,France,34.794057393084934,14767.08781321525,14193.092668530368,15345.400333904314,2160.8,19.0,62.11382057054407,407.98826441939013,424.4891313452018,441.11477936195536,re_france,2437
1572,1849,France,34.85915196663911,14708.459896306991,14137.914930981775,15282.528852089414,2151.9,19.0,61.737600812606445,405.61247173816236,421.9818317656384,438.4526755929966,re_france,2506
1573,1850,France,34.924246540193295,14649.83197939873,14082.73719343318,15219.657370274514,2143.0,19.0,61.361381054668826,403.2366790569346,419.474532186075,435.7905718240379,re_france,2546
1574,1851,France,34.989347048872204,15108.111841092343,14516.006665708514,15703.401914598926,2208.7,19.0,63.09588299233888,414.67773824095525,431.588904862601,448.5908848392749,re_france,2499
1575,1852,France,35.054447557551114,15566.391702785953,14949.276137983848,16187.146458923338,2274.4,19.0,64.83038493000893,426.1187974249759,443.70327753912693,461.391197854512,re_france,2652
1576,1853,France,35.11954806623002,16024.671564479566,15382.545610259182,16670.89100324775,2340.1,19.0,66.564886867679,437.5598566089966,455.8176502156529,474.191510869749,re_france,2515
1577,1854,France,35.18464857490893,16482.95142617318,15815.815082534515,17154.63554757216,2405.8,19.0,68.29938880534904,449.0009157930173,467.9320228921789,486.99182388498605,re_france,2627
1578,1855,France,35.24974908358784,16941.23128786679,16249.084554809848,17638.380091896575,2471.5,19.0,70.0338907430191,460.441974977038,480.04639556870484,499.79213690022306,re_france,2577
1579,1856,France,35.31484959226675,17399.5111495604,16682.35402708518,18122.124636220986,2537.2,19.0,71.76839268068915,471.8830341610587,492.1607682452308,512.5924499154601,re_france,2687
1580,1857,France,35.379950100945656,17857.791011254012,17115.623499360518,18605.8691805454,2602.9,19.0,73.5028946183592,483.32409334507935,504.2751409217568,525.3927629306971,re_france,2836
1581,1858,France,35.44505060962456,18316.070872947625,17548.89297163585,19089.61372486981,2668.6,19.0,75.23739655602927,494.7651525291001,516.3895135982827,538.1930759459342,re_france,3029
1582,1859,France,35.51015111830347,18774.350734641237,17982.162443911184,19573.35826919422,2734.3,19.0,76.97189849369931,506.20621171312075,528.5038862748088,550.9933889611711,re_france,2828
1583,1860,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3016
1584,1861,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,2820
1585,1862,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3051
1586,1863,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3145
1587,1864,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3169
1588,1865,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3067
1589,1866,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3083
1590,1867,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,2890
1591,1868,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3159
1592,1869,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3198
1593,1870,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,2990
1594,1871,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3027
1595,1872,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3312
1596,1873,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3064
1597,1874,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3438
1598,1875,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3537
1599,1876,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3233
1600,1877,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3390
1601,1878,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3333
1602,1879,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3113
1603,1880,France,35.57525162698238,19232.63059633485,18415.431916186517,20057.102813518635,2800.0,19.0,78.70640043136937,517.6472708971414,540.6182589513347,563.7937019764082,re_france,3379
1604,1500,German world,12.712530937013495,2753.840240733723,2362.9298527530286,3173.4899507273985,158.0,15.0,12.42868165142246,185.8740690158857,216.62407386681033,249.63478684543787,re_german_world,1827
1605,1600,German world,14.895564629805172,9739.5940378575,8623.486421544676,10919.986686060029,395.0,16.0,26.517960870689496,578.9298113808707,653.8586673222934,733.103239618709,re_german_world,1286
1606,1650,German world,16.202288774132622,6684.653013941623,6051.289620160711,7360.651996729846,266.0,17.0,16.417433592757337,373.4836296598881,412.574612582751,454.29705020943214,re_german_world,1511
1607,1700,German world,17.510153322053,15135.683597412948,14019.353105631128,16292.676455249775,648.0,17.0,37.0071002852889,800.6413677700117,864.3946925553446,930.4702337888792,re_german_world,1497
1608,1750,German world,18.816703878273557,14252.860546155403,13336.776965799869,15191.202011236264,709.0,18.0,37.679287753400686,708.7732820836379,757.4578756384782,807.3253482389428,re_german_world,1674
