,N_est,lower,upper,decade,region
1625,42.55243704248917,33.600098008554674,52.17563963135385,-30,Latin World
1626,209.15011185655385,165.26767918449053,256.46857199775167,-20,Latin World
1627,5.920323392785778,4.689719746767277,7.247784064275029,-10,Latin World
1628,11.656596356084556,9.255429899779314,14.251434473436024,0,Latin World
1629,5.729483249164505,4.558062968151584,6.990992192299966,10,Latin World
1630,5.62512380831072,4.490747797154894,6.8449431592532415,20,Latin World
1631,16.549270710943983,13.260238395844205,20.10027496062618,30,Latin World
1632,43.23624837804413,34.787309335375326,52.392168466670505,40,Latin World
1633,15.871586391452825,12.826402440530352,19.171256524918164,50,Latin World
1634,25.877127586998373,21.00083498684379,31.156072958501827,60,Latin World
1635,15.180452374628242,12.36375295732145,18.205711035805077,70,Latin World
1636,74.18328369119801,60.63513453301591,88.85480158863287,80,Latin World
1637,33.04953401670477,27.160867479969188,39.3993850093205,100,Latin World
1638,4.613058300572643,3.8124431545359503,5.480931587453879,110,Latin World
1639,18.032053572792545,14.898274399743883,21.375410827469427,120,Latin World
1640,4.406686963716816,3.643940428590209,5.220917069122265,130,Latin World
1641,81.88001392830905,67.75718339357667,97.11118591263256,140,Latin World
1642,4.21671312244878,3.4907171105597565,4.9976562509487,150,Latin World
1643,12.386067060124947,10.246174403008007,14.690239495659675,160,Latin World
1644,4.045643453120816,3.34675847449054,4.803449380413291,170,Latin World
1645,35.71002094249391,29.542007353412053,42.45120181494601,180,Latin World
1646,38.28268250538143,31.600588805956008,45.71150587114907,200,Latin World
1647,7.422587036835955,6.0876949294338525,8.903343961439283,220,Latin World
1648,3.661563937417801,2.995653078357272,4.405535303606189,230,Latin World
1649,47.03185951788672,38.37113427309217,56.68861071450348,240,Latin World
1650,7.160482252590109,5.830795537046597,8.65725396005688,250,Latin World
1651,3.524085817205408,2.8613973027516235,4.261873522218289,270,Latin World
1652,38.56502202768804,31.325609280243203,46.71574388130717,280,Latin World
1653,3.4946600790190527,2.8349996255580128,4.237250102259727,290,Latin World
1654,13.961898194510953,11.325762290555549,16.919368687040635,300,Latin World
1655,3.4930911620977696,2.8317395465971518,4.226798941026227,310,Latin World
1656,42.46927941655154,34.39316300848618,51.3819619702099,340,Latin World
1657,3.5664996607660395,2.8777002853660902,4.30405987915816,350,Latin World
1658,14.398673695387249,11.603411261564863,17.39063714997456,360,Latin World
1659,22.097326840276317,17.739079124823263,26.78584316902971,380,Latin World
