,region_name,occupations_name,decade,score,count_occupations
923,Austria,university teacher,1860,66,485
924,Austria,architect,1870,52,387
925,Austria,composer,1870,65,759
926,Austria,historian,1870,25,257
927,Austria,painter,1870,101,1195
928,Austria,pedagogue,1870,22,184
929,Austria,poet,1870,21,240
930,Austria,sculptor,1870,26,351
931,Austria,singer,1870,34,191
932,Austria,stage actor,1870,30,189
933,Austria,university teacher,1870,73,485
934,Austria,architect,1880,47,387
935,Austria,composer,1880,41,759
936,Austria,historian,1880,17,257
937,Austria,painter,1880,59,1195
938,Austria,pedagogue,1880,18,184
939,Austria,poet,1880,9,240
940,Austria,sculptor,1880,20,351
941,Austria,singer,1880,16,191
942,Austria,stage actor,1880,14,189
943,Austria,university teacher,1880,64,485
944,Austria,composer,1490,2,759
945,Austria,historian,1490,1,257
946,Austria,poet,1490,1,240
947,Austria,university teacher,1490,1,485
948,Austria,composer,1530,1,759
949,Austria,historian,1530,1,257
950,Austria,poet,1530,2,240
951,Austria,sculptor,1530,1,351
952,Austria,university teacher,1530,3,485
953,Austria,historian,1420,1,257
954,Austria,painter,1420,1,1195
955,Austria,university teacher,1420,3,485
956,Austria,historian,1460,1,257
957,Austria,painter,1460,3,1195
958,Austria,sculptor,1460,1,351
959,Austria,university teacher,1460,2,485
960,Austria,historian,1510,2,257
961,Austria,painter,1510,2,1195
962,Austria,poet,1510,1,240
963,Austria,university teacher,1510,2,485
964,Austria,university teacher,1360,2,485
965,Balkans,Attic vase-painter,-500,9,135
966,Balkans,black-figure vase painter,-500,3,64
967,Balkans,historian,-500,1,185
968,Balkans,painter,-500,2,151
969,Balkans,philosopher,-500,6,163
970,Balkans,poet,-500,5,306
971,Balkans,red-figure vase painter,-500,6,76
972,Balkans,sculptor,-500,6,81
