,region_name,decade,score,century
2475,Muslim world,1120,16,12
2476,Muslim world,1130,12,12
2477,Muslim world,1140,28,12
2478,Muslim world,1150,15,12
2479,Muslim world,1160,24,12
2480,Muslim world,1170,14,12
2481,Muslim world,1180,28,12
2482,Muslim world,1190,11,12
2483,Muslim world,1200,26,12
2484,Muslim world,1210,11,13
2485,Muslim world,1220,27,13
2486,Muslim world,1230,18,13
2487,Muslim world,1240,38,13
2488,Muslim world,1250,22,13
2489,Muslim world,1260,19,13
2490,Muslim world,1270,12,13
2491,Muslim world,1280,27,13
2492,Muslim world,1290,10,13
2493,Muslim world,1300,12,13
2494,Muslim world,1310,10,14
2495,Muslim world,1320,18,14
2496,Muslim world,1330,8,14
2497,Muslim world,1340,23,14
2498,Muslim world,1350,8,14
2499,Muslim world,1360,14,14
2500,Muslim world,1370,6,14
2501,Muslim world,1380,14,14
2502,Muslim world,1390,8,14
2503,Muslim world,1400,15,14
2504,Muslim world,1410,8,15
2505,Muslim world,1420,15,15
2506,Muslim world,1430,6,15
2507,Muslim world,1440,21,15
2508,Muslim world,1450,4,15
2509,Muslim world,1460,9,15
2510,Muslim world,1470,12,15
2511,Muslim world,1480,16,15
2512,Muslim world,1490,9,15
2513,Muslim world,1500,10,15
2514,Muslim world,1510,5,16
2515,Muslim world,1520,10,16
2516,Muslim world,1530,7,16
2517,Muslim world,1540,16,16
2518,Muslim world,1550,11,16
2519,Muslim world,1560,14,16
2520,Muslim world,1570,10,16
2521,Muslim world,1580,13,16
2522,Muslim world,1590,8,16
2523,Muslim world,1600,19,16
2524,Muslim world,1610,8,17
2525,Muslim world,1620,13,17
2526,Muslim world,1630,14,17
2527,Muslim world,1640,13,17
2528,Muslim world,1650,9,17
2529,Muslim world,1660,12,17
2530,Muslim world,1670,10,17
2531,Muslim world,1680,17,17
2532,Muslim world,1690,7,17
2533,Muslim world,1700,8,17
2534,Muslim world,1710,4,18
2535,Muslim world,1720,8,18
2536,Muslim world,1730,8,18
2537,Muslim world,1740,15,18
2538,Muslim world,1750,9,18
2539,Muslim world,1760,11,18
2540,Muslim world,1770,21,18
2541,Muslim world,1780,16,18
2542,Muslim world,1790,13,18
2543,Muslim world,1800,29,18
2544,Muslim world,1810,22,19
2545,Muslim world,1820,38,19
2546,Muslim world,1830,32,19
2547,Muslim world,1840,53,19
2548,Muslim world,1850,58,19
2549,Muslim world,1860,103,19
2550,Muslim world,1870,97,19
2551,Muslim world,1880,134,19
2552,Netherlands,1340,1,14
2553,Netherlands,1380,4,14
2554,Netherlands,1400,3,14
2555,Netherlands,1420,5,15
2556,Netherlands,1440,13,15
2557,Netherlands,1450,4,15
2558,Netherlands,1460,5,15
2559,Netherlands,1480,16,15
2560,Netherlands,1490,4,15
2561,Netherlands,1500,15,15
2562,Netherlands,1510,5,16
2563,Netherlands,1520,13,16
2564,Netherlands,1530,13,16
2565,Netherlands,1540,46,16
2566,Netherlands,1550,11,16
2567,Netherlands,1560,32,16
2568,Netherlands,1570,26,16
2569,Netherlands,1580,83,16
2570,Netherlands,1590,38,16
2571,Netherlands,1600,112,16
2572,Netherlands,1610,115,17
2573,Netherlands,1620,214,17
2574,Netherlands,1630,187,17
2575,Netherlands,1640,319,17
2576,Netherlands,1650,247,17
2577,Netherlands,1660,389,17
2578,Netherlands,1670,232,17
2579,Netherlands,1680,247,17
2580,Netherlands,1690,157,17
2581,Netherlands,1700,152,17
2582,Netherlands,1710,102,18
2583,Netherlands,1720,135,18
2584,Netherlands,1730,128,18
2585,Netherlands,1740,134,18
2586,Netherlands,1750,96,18
2587,Netherlands,1760,147,18
2588,Netherlands,1770,150,18
2589,Netherlands,1780,196,18
2590,Netherlands,1790,184,18
2591,Netherlands,1800,197,18
2592,Netherlands,1810,186,19
2593,Netherlands,1820,222,19
2594,Netherlands,1830,241,19
2595,Netherlands,1840,466,19
2596,Netherlands,1850,489,19
2597,Netherlands,1860,647,19
2598,Netherlands,1870,561,19
2599,Netherlands,1880,731,19
2600,Nordic countries,830,1,9
2601,Nordic countries,840,2,9
2602,Nordic countries,850,1,9
2603,Nordic countries,860,1,9
2604,Nordic countries,870,1,9
2605,Nordic countries,880,3,9
2606,Nordic countries,890,1,9
2607,Nordic countries,900,1,9
2608,Nordic countries,920,5,10
2609,Nordic countries,940,11,10
2610,Nordic countries,950,1,10
2611,Nordic countries,960,4,10
2612,Nordic countries,970,1,10
2613,Nordic countries,980,14,10
2614,Nordic countries,990,2,10
2615,Nordic countries,1000,9,10
2616,Nordic countries,1010,5,11
2617,Nordic countries,1020,2,11
2618,Nordic countries,1030,3,11
2619,Nordic countries,1040,6,11
2620,Nordic countries,1050,1,11
2621,Nordic countries,1080,2,11
2622,Nordic countries,1090,1,11
2623,Nordic countries,1100,1,11
2624,Nordic countries,1140,3,12
2625,Nordic countries,1160,1,12
2626,Nordic countries,1180,12,12
2627,Nordic countries,1200,5,12
2628,Nordic countries,1210,2,13
2629,Nordic countries,1220,1,13
2630,Nordic countries,1240,2,13
2631,Nordic countries,1250,1,13
2632,Nordic countries,1260,1,13
2633,Nordic countries,1270,1,13
2634,Nordic countries,1280,3,13
2635,Nordic countries,1340,3,14
2636,Nordic countries,1370,1,14
2637,Nordic countries,1380,1,14
2638,Nordic countries,1400,2,14
2639,Nordic countries,1410,1,15
2640,Nordic countries,1420,1,15
2641,Nordic countries,1440,4,15
2642,Nordic countries,1470,1,15
2643,Nordic countries,1480,11,15
2644,Nordic countries,1500,2,15
2645,Nordic countries,1520,6,16
2646,Nordic countries,1530,7,16
2647,Nordic countries,1540,20,16
2648,Nordic countries,1550,8,16
2649,Nordic countries,1560,13,16
2650,Nordic countries,1570,7,16
2651,Nordic countries,1580,28,16
2652,Nordic countries,1590,10,16
2653,Nordic countries,1600,37,16
2654,Nordic countries,1610,23,17
2655,Nordic countries,1620,44,17
2656,Nordic countries,1630,30,17
2657,Nordic countries,1640,70,17
2658,Nordic countries,1650,36,17
2659,Nordic countries,1660,75,17
2660,Nordic countries,1670,59,17
2661,Nordic countries,1680,98,17
2662,Nordic countries,1690,65,17
2663,Nordic countries,1700,97,17
2664,Nordic countries,1710,73,18
2665,Nordic countries,1720,94,18
2666,Nordic countries,1730,88,18
2667,Nordic countries,1740,186,18
2668,Nordic countries,1750,162,18
2669,Nordic countries,1760,253,18
2670,Nordic countries,1770,194,18
2671,Nordic countries,1780,292,18
2672,Nordic countries,1790,266,18
2673,Nordic countries,1800,301,18
2674,Nordic countries,1810,286,19
2675,Nordic countries,1820,401,19
2676,Nordic countries,1830,397,19
2677,Nordic countries,1840,603,19
2678,Nordic countries,1850,661,19
2679,Nordic countries,1860,896,19
2680,Nordic countries,1870,879,19
2681,Nordic countries,1880,1338,19
2682,Northern China,140,2,2
2683,Northern China,160,1,2
2684,Northern China,170,1,2
2685,Northern China,180,5,2
2686,Northern China,190,3,2
2687,Northern China,200,3,2
2688,Northern China,210,2,3
2689,Northern China,220,3,3
2690,Northern China,240,4,3
2691,Northern China,250,2,3
2692,Northern China,260,5,3
2693,Northern China,270,4,3
2694,Northern China,280,2,3
2695,Northern China,290,1,3
2696,Northern China,300,1,3
2697,Northern China,310,2,4
2698,Northern China,340,1,4
2699,Northern China,350,2,4
2700,Northern China,360,3,4
2701,Northern China,370,1,4
2702,Northern China,380,3,4
2703,Northern China,390,1,4
2704,Northern China,400,1,4
2705,Northern China,410,1,5
2706,Northern China,420,1,5
2707,Northern China,440,2,5
2708,Northern China,450,1,5
2709,Northern China,470,1,5
2710,Northern China,480,1,5
2711,Northern China,500,1,5
2712,Northern China,540,1,6
2713,Northern China,560,1,6
2714,Northern China,580,2,6
2715,Northern China,610,4,7
2716,Northern China,620,4,7
2717,Northern China,630,3,7
2718,Northern China,640,5,7
2719,Northern China,680,3,7
2720,Northern China,690,1,7
2721,Northern China,700,1,7
2722,Northern China,710,1,8
2723,Northern China,720,6,8
2724,Northern China,730,4,8
2725,Northern China,740,6,8
2726,Northern China,750,1,8
2727,Northern China,760,4,8
2728,Northern China,770,1,8
2729,Northern China,780,2,8
2730,Northern China,790,1,8
2731,Northern China,800,3,8
2732,Northern China,810,6,9
2733,Northern China,820,3,9
2734,Northern China,830,3,9
2735,Northern China,840,1,9
2736,Northern China,850,2,9
2737,Northern China,870,1,9
2738,Northern China,890,1,9
2739,Northern China,910,1,10
2740,Northern China,950,3,10
2741,Northern China,960,1,10
2742,Northern China,980,1,10
2743,Northern China,990,1,10
2744,Northern China,1020,2,11
2745,Northern China,1040,2,11
2746,Northern China,1050,3,11
2747,Northern China,1060,4,11
2748,Northern China,1070,2,11
2749,Northern China,1080,1,11
2750,Northern China,1090,2,11
2751,Northern China,1100,1,11
2752,Northern China,1120,6,12
2753,Northern China,1130,1,12
2754,Northern China,1140,3,12
2755,Northern China,1160,2,12
2756,Northern China,1180,2,12
2757,Northern China,1240,1,13
2758,Northern China,1260,2,13
2759,Northern China,1270,1,13
2760,Northern China,1280,4,13
2761,Northern China,1290,1,13
2762,Northern China,1300,2,13
2763,Northern China,1310,1,14
2764,Northern China,1320,2,14
2765,Northern China,1330,2,14
2766,Northern China,1400,1,14
2767,Northern China,1430,1,15
2768,Northern China,1440,1,15
2769,Northern China,1480,1,15
2770,Northern China,1500,2,15
2771,Northern China,1540,1,16
2772,Northern China,1550,1,16
2773,Northern China,1560,1,16
2774,Northern China,1570,1,16
2775,Northern China,1590,1,16
2776,Northern China,1600,3,16
2777,Northern China,1610,2,17
2778,Northern China,1620,3,17
2779,Northern China,1630,5,17
2780,Northern China,1640,9,17
2781,Northern China,1650,5,17
2782,Northern China,1660,6,17
2783,Northern China,1670,2,17
2784,Northern China,1680,3,17
2785,Northern China,1690,9,17
2786,Northern China,1700,4,17
2787,Northern China,1710,4,18
2788,Northern China,1720,3,18
2789,Northern China,1730,3,18
2790,Northern China,1740,7,18
2791,Northern China,1750,4,18
2792,Northern China,1760,4,18
2793,Northern China,1770,2,18
2794,Northern China,1780,3,18
2795,Northern China,1800,1,18
2796,Northern China,1810,2,19
2797,Northern China,1820,2,19
2798,Northern China,1830,4,19
2799,Northern China,1840,4,19
2800,Northern China,1850,3,19
2801,Northern China,1860,10,19
2802,Northern China,1870,14,19
2803,Northern China,1880,15,19
2804,Northern France,810,2,9
2805,Northern France,830,1,9
2806,Northern France,840,2,9
2807,Northern France,850,1,9
2808,Northern France,860,1,9
2809,Northern France,880,3,9
2810,Northern France,910,1,10
2811,Northern France,930,1,10
2812,Northern France,940,1,10
2813,Northern France,980,3,10
2814,Northern France,1000,2,10
2815,Northern France,1010,1,11
2816,Northern France,1020,2,11
2817,Northern France,1040,1,11
2818,Northern France,1060,1,11
2819,Northern France,1080,7,11
2820,Northern France,1090,4,11
2821,Northern France,1100,4,11
2822,Northern France,1110,3,12
2823,Northern France,1120,4,12
2824,Northern France,1130,3,12
2825,Northern France,1140,12,12
2826,Northern France,1150,5,12
2827,Northern France,1160,3,12
2828,Northern France,1170,4,12
2829,Northern France,1180,9,12
2830,Northern France,1200,12,12
2831,Northern France,1210,5,13
2832,Northern France,1220,6,13
2833,Northern France,1230,1,13
2834,Northern France,1240,15,13
2835,Northern France,1250,1,13
2836,Northern France,1260,8,13
2837,Northern France,1270,1,13
2838,Northern France,1280,8,13
2839,Northern France,1290,4,13
2840,Northern France,1300,7,13
2841,Northern France,1310,2,14
2842,Northern France,1320,5,14
2843,Northern France,1330,3,14
2844,Northern France,1340,12,14
2845,Northern France,1350,1,14
2846,Northern France,1360,7,14
2847,Northern France,1370,4,14
2848,Northern France,1380,15,14
2849,Northern France,1390,3,14
2850,Northern France,1400,10,14
2851,Northern France,1410,1,15
2852,Northern France,1420,10,15
2853,Northern France,1430,4,15
2854,Northern France,1440,21,15
2855,Northern France,1450,7,15
2856,Northern France,1460,17,15
2857,Northern France,1470,6,15
2858,Northern France,1480,35,15
2859,Northern France,1490,12,15
2860,Northern France,1500,25,15
2861,Northern France,1510,23,16
2862,Northern France,1520,49,16
2863,Northern France,1530,29,16
2864,Northern France,1540,107,16
2865,Northern France,1550,36,16
2866,Northern France,1560,78,16
2867,Northern France,1570,56,16
2868,Northern France,1580,98,16
2869,Northern France,1590,47,16
2870,Northern France,1600,97,16
2871,Northern France,1610,70,17
2872,Northern France,1620,130,17
2873,Northern France,1630,99,17
2874,Northern France,1640,177,17
2875,Northern France,1650,157,17
2876,Northern France,1660,156,17
2877,Northern France,1670,174,17
2878,Northern France,1680,237,17
2879,Northern France,1690,150,17
2880,Northern France,1700,194,17
2881,Northern France,1710,146,18
2882,Northern France,1720,209,18
2883,Northern France,1730,159,18
2884,Northern France,1740,237,18
2885,Northern France,1750,250,18
2886,Northern France,1760,356,18
2887,Northern France,1770,366,18
2888,Northern France,1780,552,18
2889,Northern France,1790,461,18
2890,Northern France,1800,607,18
2891,Northern France,1810,494,19
2892,Northern France,1820,707,19
2893,Northern France,1830,879,19
2894,Northern France,1840,1417,19
2895,Northern France,1850,1370,19
2896,Northern France,1860,1816,19
2897,Northern France,1870,1274,19
2898,Northern France,1880,1855,19
2899,Northern India,1210,2,13
2900,Northern India,1220,1,13
2901,Northern India,1240,2,13
2902,Northern India,1250,1,13
2903,Northern India,1270,1,13
2904,Northern India,1290,1,13
2905,Northern India,1300,1,13
2906,Northern India,1310,1,14
2907,Northern India,1320,1,14
2908,Northern India,1340,1,14
2909,Northern India,1360,1,14
2910,Northern India,1390,1,14
2911,Northern India,1400,2,14
2912,Northern India,1410,1,15
2913,Northern India,1420,1,15
2914,Northern India,1440,3,15
2915,Northern India,1450,2,15
2916,Northern India,1480,5,15
2917,Northern India,1490,5,15
2918,Northern India,1500,2,15
2919,Northern India,1510,3,16
2920,Northern India,1520,6,16
2921,Northern India,1530,3,16
2922,Northern India,1540,8,16
2923,Northern India,1550,4,16
2924,Northern India,1560,4,16
2925,Northern India,1570,6,16
2926,Northern India,1580,12,16
2927,Northern India,1590,9,16
2928,Northern India,1600,7,16
2929,Northern India,1610,4,17
2930,Northern India,1620,8,17
2931,Northern India,1630,5,17
2932,Northern India,1650,7,17
2933,Northern India,1660,5,17
2934,Northern India,1670,5,17
2935,Northern India,1680,3,17
2936,Northern India,1690,1,17
2937,Northern India,1700,3,17
2938,Northern India,1720,8,18
2939,Northern India,1730,8,18
2940,Northern India,1740,9,18
2941,Northern India,1750,5,18
2942,Northern India,1760,10,18
2943,Northern India,1770,7,18
2944,Northern India,1780,16,18
2945,Northern India,1790,9,18
2946,Northern India,1800,14,18
2947,Northern India,1810,7,19
2948,Northern India,1820,6,19
2949,Northern India,1830,13,19
2950,Northern India,1840,22,19
2951,Northern India,1850,25,19
2952,Northern India,1860,28,19
2953,Northern India,1870,40,19
2954,Northern India,1880,49,19
2955,Northern Italy,-80,2,0
2956,Northern Italy,-60,3,0
2957,Northern Italy,-50,3,0
2958,Northern Italy,-40,2,0
2959,Northern Italy,-30,5,0
2960,Northern Italy,-20,3,0
2961,Northern Italy,20,1,1
2962,Northern Italy,30,2,1
2963,Northern Italy,40,1,1
2964,Northern Italy,60,4,1
2965,Northern Italy,70,2,1
2966,Northern Italy,80,2,1
2967,Northern Italy,100,2,1
2968,Northern Italy,120,2,2
2969,Northern Italy,140,1,2
2970,Northern Italy,200,1,2
2971,Northern Italy,240,1,3
2972,Northern Italy,340,1,4
2973,Northern Italy,360,1,4
2974,Northern Italy,370,1,4
2975,Northern Italy,380,2,4
2976,Northern Italy,390,1,4
2977,Northern Italy,420,1,5
2978,Northern Italy,440,1,5
2979,Northern Italy,510,1,6
2980,Northern Italy,540,1,6
2981,Northern Italy,600,1,6
2982,Northern Italy,740,1,8
2983,Northern Italy,750,1,8
2984,Northern Italy,760,1,8
2985,Northern Italy,840,2,9
2986,Northern Italy,970,1,10
2987,Northern Italy,1030,1,11
2988,Northern Italy,1040,6,11
2989,Northern Italy,1050,1,11
2990,Northern Italy,1080,2,11
2991,Northern Italy,1100,3,11
2992,Northern Italy,1120,5,12
2993,Northern Italy,1140,10,12
2994,Northern Italy,1150,1,12
2995,Northern Italy,1160,2,12
2996,Northern Italy,1170,1,12
2997,Northern Italy,1180,6,12
2998,Northern Italy,1190,1,12
2999,Northern Italy,1200,4,12
3000,Northern Italy,1210,5,13
3001,Northern Italy,1220,9,13
3002,Northern Italy,1230,4,13
3003,Northern Italy,1240,33,13
3004,Northern Italy,1250,5,13
3005,Northern Italy,1260,22,13
3006,Northern Italy,1270,7,13
3007,Northern Italy,1280,62,13
3008,Northern Italy,1290,8,13
3009,Northern Italy,1300,29,13
3010,Northern Italy,1310,9,14
3011,Northern Italy,1320,33,14
3012,Northern Italy,1330,10,14
3013,Northern Italy,1340,54,14
3014,Northern Italy,1350,21,14
3015,Northern Italy,1360,42,14
3016,Northern Italy,1370,15,14
3017,Northern Italy,1380,77,14
3018,Northern Italy,1390,16,14
3019,Northern Italy,1400,39,14
3020,Northern Italy,1410,28,15
3021,Northern Italy,1420,60,15
3022,Northern Italy,1430,33,15
3023,Northern Italy,1440,124,15
3024,Northern Italy,1450,40,15
3025,Northern Italy,1460,117,15
3026,Northern Italy,1470,71,15
3027,Northern Italy,1480,253,15
3028,Northern Italy,1490,84,15
3029,Northern Italy,1500,224,15
3030,Northern Italy,1510,107,16
3031,Northern Italy,1520,224,16
3032,Northern Italy,1530,111,16
3033,Northern Italy,1540,328,16
3034,Northern Italy,1550,132,16
3035,Northern Italy,1560,229,16
3036,Northern Italy,1570,157,16
3037,Northern Italy,1580,288,16
3038,Northern Italy,1590,155,16
3039,Northern Italy,1600,258,16
3040,Northern Italy,1610,194,17
3041,Northern Italy,1620,258,17
3042,Northern Italy,1630,168,17
3043,Northern Italy,1640,273,17
3044,Northern Italy,1650,134,17
3045,Northern Italy,1660,205,17
3046,Northern Italy,1670,161,17
3047,Northern Italy,1680,249,17
3048,Northern Italy,1690,183,17
3049,Northern Italy,1700,239,17
3050,Northern Italy,1710,183,18
3051,Northern Italy,1720,260,18
3052,Northern Italy,1730,179,18
3053,Northern Italy,1740,298,18
3054,Northern Italy,1750,232,18
3055,Northern Italy,1760,323,18
3056,Northern Italy,1770,263,18
3057,Northern Italy,1780,327,18
3058,Northern Italy,1790,244,18
3059,Northern Italy,1800,349,18
3060,Northern Italy,1810,330,19
3061,Northern Italy,1820,404,19
3062,Northern Italy,1830,390,19
3063,Northern Italy,1840,750,19
3064,Northern Italy,1850,661,19
3065,Northern Italy,1860,858,19
3066,Northern Italy,1870,671,19
3067,Northern Italy,1880,976,19
3068,Northern Japan,1650,2,17
3069,Northern Japan,1660,1,17
3070,Northern Japan,1670,1,17
3071,Northern Japan,1680,4,17
3072,Northern Japan,1690,4,17
3073,Northern Japan,1700,6,17
3074,Northern Japan,1710,2,18
3075,Northern Japan,1720,4,18
3076,Northern Japan,1730,5,18
3077,Northern Japan,1740,6,18
3078,Northern Japan,1750,8,18
3079,Northern Japan,1760,6,18
3080,Northern Japan,1770,11,18
3081,Northern Japan,1780,13,18
3082,Northern Japan,1790,14,18
3083,Northern Japan,1800,17,18
3084,Northern Japan,1810,11,19
3085,Northern Japan,1820,13,19
3086,Northern Japan,1830,18,19
3087,Northern Japan,1840,18,19
3088,Northern Japan,1850,14,19
3089,Northern Japan,1860,21,19
3090,Northern Japan,1870,35,19
3091,Northern Japan,1880,46,19
3092,Northwestern Europe,410,1,5
3093,Northwestern Europe,430,1,5
3094,Northwestern Europe,440,5,5
3095,Northwestern Europe,460,2,5
3096,Northwestern Europe,480,6,5
3097,Northwestern Europe,490,1,5
3098,Northwestern Europe,520,1,6
3099,Northwestern Europe,540,2,6
3100,Northwestern Europe,550,1,6
3101,Northwestern Europe,560,4,6
3102,Northwestern Europe,570,4,6
3103,Northwestern Europe,580,1,6
3104,Northwestern Europe,590,1,6
3105,Northwestern Europe,600,1,6
3106,Northwestern Europe,620,1,7
3107,Northwestern Europe,630,1,7
3108,Northwestern Europe,640,4,7
3109,Northwestern Europe,650,1,7
3110,Northwestern Europe,660,2,7
3111,Northwestern Europe,670,2,7
3112,Northwestern Europe,680,2,7
3113,Northwestern Europe,710,1,8
3114,Northwestern Europe,740,4,8
3115,Northwestern Europe,750,1,8
3116,Northwestern Europe,760,1,8
3117,Northwestern Europe,770,1,8
3118,Northwestern Europe,780,4,8
3119,Northwestern Europe,800,2,8
3120,Northwestern Europe,810,3,9
3121,Northwestern Europe,820,5,9
3122,Northwestern Europe,830,4,9
3123,Northwestern Europe,840,14,9
3124,Northwestern Europe,850,3,9
3125,Northwestern Europe,860,4,9
3126,Northwestern Europe,870,1,9
3127,Northwestern Europe,880,15,9
3128,Northwestern Europe,890,1,9
3129,Northwestern Europe,900,1,9
3130,Northwestern Europe,910,2,10
3131,Northwestern Europe,920,7,10
3132,Northwestern Europe,930,1,10
3133,Northwestern Europe,940,17,10
3134,Northwestern Europe,950,1,10
3135,Northwestern Europe,960,6,10
3136,Northwestern Europe,970,2,10
3137,Northwestern Europe,980,26,10
3138,Northwestern Europe,990,5,10
3139,Northwestern Europe,1000,19,10
3140,Northwestern Europe,1010,8,11
3141,Northwestern Europe,1020,8,11
3142,Northwestern Europe,1030,4,11
3143,Northwestern Europe,1040,17,11
3144,Northwestern Europe,1050,3,11
3145,Northwestern Europe,1060,9,11
3146,Northwestern Europe,1070,2,11
3147,Northwestern Europe,1080,22,11
3148,Northwestern Europe,1090,8,11
3149,Northwestern Europe,1100,15,11
3150,Northwestern Europe,1110,7,12
3151,Northwestern Europe,1120,15,12
3152,Northwestern Europe,1130,9,12
3153,Northwestern Europe,1140,69,12
3154,Northwestern Europe,1150,10,12
3155,Northwestern Europe,1160,27,12
3156,Northwestern Europe,1170,11,12
3157,Northwestern Europe,1180,87,12
3158,Northwestern Europe,1190,7,12
3159,Northwestern Europe,1200,54,12
3160,Northwestern Europe,1210,21,13
3161,Northwestern Europe,1220,35,13
3162,Northwestern Europe,1230,11,13
3163,Northwestern Europe,1240,106,13
3164,Northwestern Europe,1250,14,13
3165,Northwestern Europe,1260,39,13
3166,Northwestern Europe,1270,10,13
3167,Northwestern Europe,1280,71,13
3168,Northwestern Europe,1290,14,13
3169,Northwestern Europe,1300,51,13
3170,Northwestern Europe,1310,10,14
3171,Northwestern Europe,1320,32,14
3172,Northwestern Europe,1330,14,14
3173,Northwestern Europe,1340,79,14
3174,Northwestern Europe,1350,13,14
3175,Northwestern Europe,1360,30,14
3176,Northwestern Europe,1370,16,14
3177,Northwestern Europe,1380,99,14
3178,Northwestern Europe,1390,17,14
3179,Northwestern Europe,1400,61,14
3180,Northwestern Europe,1410,21,15
3181,Northwestern Europe,1420,66,15
3182,Northwestern Europe,1430,27,15
3183,Northwestern Europe,1440,207,15
3184,Northwestern Europe,1450,36,15
3185,Northwestern Europe,1460,130,15
3186,Northwestern Europe,1470,40,15
3187,Northwestern Europe,1480,330,15
3188,Northwestern Europe,1490,64,15
3189,Northwestern Europe,1500,276,15
3190,Northwestern Europe,1510,141,16
3191,Northwestern Europe,1520,430,16
3192,Northwestern Europe,1530,315,16
3193,Northwestern Europe,1540,872,16
3194,Northwestern Europe,1550,285,16
3195,Northwestern Europe,1560,655,16
3196,Northwestern Europe,1570,402,16
3197,Northwestern Europe,1580,842,16
3198,Northwestern Europe,1590,463,16
3199,Northwestern Europe,1600,937,16
3200,Northwestern Europe,1610,690,17
3201,Northwestern Europe,1620,1162,17
3202,Northwestern Europe,1630,796,17
3203,Northwestern Europe,1640,1449,17
3204,Northwestern Europe,1650,1001,17
3205,Northwestern Europe,1660,1480,17
3206,Northwestern Europe,1670,1088,17
3207,Northwestern Europe,1680,1639,17
3208,Northwestern Europe,1690,1063,17
3209,Northwestern Europe,1700,1461,17
3210,Northwestern Europe,1710,1121,18
3211,Northwestern Europe,1720,1527,18
3212,Northwestern Europe,1730,1308,18
3213,Northwestern Europe,1740,1994,18
3214,Northwestern Europe,1750,1609,18
3215,Northwestern Europe,1760,2492,18
3216,Northwestern Europe,1770,2186,18
3217,Northwestern Europe,1780,3420,18
3218,Northwestern Europe,1790,2990,18
3219,Northwestern Europe,1800,3904,18
3220,Northwestern Europe,1810,3335,19
3221,Northwestern Europe,1820,4630,19
3222,Northwestern Europe,1830,5043,19
3223,Northwestern Europe,1840,8799,19
3224,Northwestern Europe,1850,8223,19
3225,Northwestern Europe,1860,10583,19
3226,Northwestern Europe,1870,8706,19
3227,Northwestern Europe,1880,13238,19
3228,Norway,1640,4,17
3229,Norway,1650,1,17
3230,Norway,1660,3,17
3231,Norway,1670,1,17
3232,Norway,1680,4,17
3233,Norway,1690,1,17
3234,Norway,1700,1,17
3235,Norway,1710,3,18
3236,Norway,1720,6,18
3237,Norway,1730,3,18
3238,Norway,1740,7,18
3239,Norway,1750,11,18
3240,Norway,1760,11,18
3241,Norway,1770,11,18
3242,Norway,1780,13,18
3243,Norway,1790,16,18
3244,Norway,1800,15,18
3245,Norway,1810,20,19
3246,Norway,1820,25,19
3247,Norway,1830,39,19
3248,Norway,1840,56,19
3249,Norway,1850,66,19
3250,Norway,1860,114,19
3251,Norway,1870,113,19
3252,Norway,1880,163,19
3253,Ottoman Turkey,1310,1,14
3254,Ottoman Turkey,1340,2,14
3255,Ottoman Turkey,1370,2,14
3256,Ottoman Turkey,1380,4,14
3257,Ottoman Turkey,1390,3,14
3258,Ottoman Turkey,1410,1,15
3259,Ottoman Turkey,1420,3,15
3260,Ottoman Turkey,1430,1,15
3261,Ottoman Turkey,1440,5,15
3262,Ottoman Turkey,1450,1,15
3263,Ottoman Turkey,1460,5,15
3264,Ottoman Turkey,1470,1,15
3265,Ottoman Turkey,1480,1,15
3266,Ottoman Turkey,1490,3,15
3267,Ottoman Turkey,1500,7,15
3268,Ottoman Turkey,1510,2,16
3269,Ottoman Turkey,1520,4,16
3270,Ottoman Turkey,1530,3,16
3271,Ottoman Turkey,1540,3,16
3272,Ottoman Turkey,1550,1,16
3273,Ottoman Turkey,1560,1,16
3274,Ottoman Turkey,1580,4,16
3275,Ottoman Turkey,1590,1,16
3276,Ottoman Turkey,1600,4,16
3277,Ottoman Turkey,1610,2,17
3278,Ottoman Turkey,1620,2,17
3279,Ottoman Turkey,1630,2,17
3280,Ottoman Turkey,1640,2,17
3281,Ottoman Turkey,1650,1,17
3282,Ottoman Turkey,1660,2,17
3283,Ottoman Turkey,1680,5,17
3284,Ottoman Turkey,1700,2,17
3285,Ottoman Turkey,1710,2,18
3286,Ottoman Turkey,1720,3,18
3287,Ottoman Turkey,1730,2,18
3288,Ottoman Turkey,1740,4,18
3289,Ottoman Turkey,1750,1,18
3290,Ottoman Turkey,1760,2,18
3291,Ottoman Turkey,1780,1,18
3292,Ottoman Turkey,1790,5,18
3293,Ottoman Turkey,1800,3,18
3294,Ottoman Turkey,1810,4,19
3295,Ottoman Turkey,1820,5,19
3296,Ottoman Turkey,1830,5,19
3297,Ottoman Turkey,1840,7,19
3298,Ottoman Turkey,1850,5,19
3299,Ottoman Turkey,1860,10,19
3300,Ottoman Turkey,1870,17,19
3301,Ottoman Turkey,1880,19,19
3302,Ottoman world,1410,2,15
3303,Ottoman world,1420,4,15
3304,Ottoman world,1430,1,15
3305,Ottoman world,1440,7,15
3306,Ottoman world,1450,2,15
3307,Ottoman world,1460,7,15
3308,Ottoman world,1470,3,15
3309,Ottoman world,1480,7,15
3310,Ottoman world,1490,6,15
3311,Ottoman world,1500,10,15
3312,Ottoman world,1510,2,16
3313,Ottoman world,1520,10,16
3314,Ottoman world,1530,10,16
3315,Ottoman world,1540,15,16
3316,Ottoman world,1550,6,16
3317,Ottoman world,1560,9,16
3318,Ottoman world,1570,4,16
3319,Ottoman world,1580,27,16
3320,Ottoman world,1590,8,16
3321,Ottoman world,1600,22,16
3322,Ottoman world,1610,10,17
3323,Ottoman world,1620,14,17
