region_code,region_code_atlas,year,value
re_muslim_world,ARAB_PENIN,1600,5
re_muslim_world,ARAB_PENIN,1700,"4,5"
re_muslim_world,ARAB_PENIN,1800,5
re_muslim_world,ARAB_PENIN,1900,6
re_muslim_world,SYRIA_LEBAN,-400,"1,5"
re_muslim_world,SYRIA_LEBAN,0,"2,25"
re_muslim_world,SYRIA_LEBAN,1000,"1,5"
re_muslim_world,SYRIA_LEBAN,1300,"1,75"
re_muslim_world,SYRIA_LEBAN,1500,"1,5"
re_muslim_world,SYRIA_LEBAN,1600,"1,75"
re_muslim_world,SYRIA_LEBAN,1700,"1,5"
re_muslim_world,SYRIA_LEBAN,1800,"1,5"
re_muslim_world,SYRIA_LEBAN,1850,"1,75"
re_muslim_world,SYRIA_LEBAN,1900,"2,25"
re_muslim_world,PALESTINE_JORDAN,-400,"0,5"
re_muslim_world,PALESTINE_JORDAN,-200,"0,6"
re_muslim_world,PALESTINE_JORDAN,0,"0,8"
re_muslim_world,PALESTINE_JORDAN,200,"0,5"
re_muslim_world,PALESTINE_JORDAN,400,"0,4"
re_muslim_world,PALESTINE_JORDAN,600,"0,4"
re_muslim_world,PALESTINE_JORDAN,800,"0,6"
re_muslim_world,PALESTINE_JORDAN,1000,"0,5"
re_muslim_world,PALESTINE_JORDAN,1500,"0,5"
re_muslim_world,PALESTINE_JORDAN,1600,"0,5"
re_muslim_world,PALESTINE_JORDAN,1700,"0,4"
re_muslim_world,PALESTINE_JORDAN,1800,"0,5"
re_muslim_world,PALESTINE_JORDAN,1900,"0,8"
re_muslim_world,IRAQ,-400,1
re_muslim_world,IRAQ,-200,"1,25"
re_muslim_world,IRAQ,0,1
re_muslim_world,IRAQ,600,1
re_muslim_world,IRAQ,800,"2,5"
re_muslim_world,IRAQ,1000,2
re_muslim_world,IRAQ,1100,"1,75"
re_muslim_world,IRAQ,1300,1
re_muslim_world,IRAQ,1500,1
re_muslim_world,IRAQ,1600,"1,25"
re_muslim_world,IRAQ,1700,1
re_muslim_world,IRAQ,1800,1
re_muslim_world,IRAQ,1850,"1,25"
re_muslim_world,IRAQ,1900,"2,25"
re_muslim_world,MAGHREB,-400,2
re_muslim_world,MAGHREB,0,"3,75"
re_muslim_world,MAGHREB,1000,5
re_muslim_world,MAGHREB,1500,"3,75"
re_muslim_world,MAGHREB,1600,"5,5"
re_muslim_world,MAGHREB,1700,"4,25"
re_muslim_world,MAGHREB,1800,"5,75"
re_muslim_world,MAGHREB,1850,7
re_muslim_world,MAGHREB,1900,"11,5"
re_muslim_world,LYBIA,0,"0,4"
re_muslim_world,LYBIA,200,"0,5"
re_muslim_world,LYBIA,1000,"0,5"
re_muslim_world,LYBIA,1500,"0,5"
re_muslim_world,LYBIA,1800,"0,5"
re_muslim_world,LYBIA,1850,"0,6"
re_muslim_world,LYBIA,1900,"0,8"
re_muslim_world,IRAN,-400,4
re_muslim_world,IRAN,0,4
re_muslim_world,IRAN,600,5
re_muslim_world,IRAN,1000,"4,5"
re_muslim_world,IRAN,1200,5
re_muslim_world,IRAN,1300,"3,5"
re_muslim_world,IRAN,1500,4
re_muslim_world,IRAN,1600,5
re_muslim_world,IRAN,1700,5
re_muslim_world,IRAN,1800,6
re_muslim_world,IRAN,1850,"7,5"
re_muslim_world,IRAN,1900,10
re_muslim_world,AFGHA,-400,"1,5"
re_muslim_world,AFGHA,0,2
re_muslim_world,AFGHA,600,"2,5"
re_muslim_world,AFGHA,1000,"2,25"
re_muslim_world,AFGHA,1200,"2,5"
re_muslim_world,AFGHA,1300,"1,75"
re_muslim_world,AFGHA,1500,2
re_muslim_world,AFGHA,1600,"2,5"
re_muslim_world,AFGHA,1700,"2,5"
re_muslim_world,AFGHA,1800,3
re_muslim_world,AFGHA,1850,"3,75"
re_muslim_world,AFGHA,1900,5
re_netherlands,NET,300,"0,20"
re_netherlands,NET,400,"0,20"
re_netherlands,NET,500,"0,20"
re_netherlands,NET,600,"0,20"
re_netherlands,NET,700,"0,20"
re_netherlands,NET,800,"0,20"
re_netherlands,NET,900,"0,25"
re_netherlands,NET,1 000,"0,30"
re_netherlands,NET,1 100,"0,40"
re_netherlands,NET,1 200,"0,60"
re_netherlands,NET,1 300,"0,80"
re_netherlands,NET,1 400,"0,60"
re_netherlands,NET,1 500,"0,90"
re_netherlands,NET,1 600,"1,50"
re_netherlands,NET,1 650,"2,00"
re_netherlands,NET,1 700,"2,00"
re_netherlands,NET,1 750,"2,00"
re_netherlands,NET,1 800,"2,00"
re_nordic_countries,SWE,600,"0,30"
re_nordic_countries,SWE,700,"0,30"
re_nordic_countries,SWE,800,"0,33"
re_nordic_countries,SWE,900,"0,36"
re_nordic_countries,SWE,1 000,"0,40"
re_nordic_countries,SWE,1 100,"0,50"
re_nordic_countries,SWE,1 200,"0,63"
re_nordic_countries,SWE,1 300,"0,80"
re_nordic_countries,SWE,1 400,"0,50"
re_nordic_countries,SWE,1 500,"0,80"
re_nordic_countries,SWE,1 600,"1,00"
re_nordic_countries,SWE,1 650,"1,25"
re_nordic_countries,SWE,1 700,"1,50"
re_nordic_countries,SWE,1 750,"2,00"
re_nordic_countries,SWE,1 800,"2,50"
re_nordic_countries,SWE,1 850,"3,50"
re_nordic_countries,DEN,700,"0,32"
re_nordic_countries,DEN,800,"0,35"
re_nordic_countries,DEN,900,"0,38"
re_nordic_countries,DEN,1 000,"0,40"
re_nordic_countries,DEN,1 100,"0,46"
re_nordic_countries,DEN,1 200,"0,53"
re_nordic_countries,DEN,1 300,"0,60"
re_nordic_countries,DEN,1 400,"0,40"
re_nordic_countries,DEN,1 500,"0,60"
re_nordic_countries,DEN,1 600,"0,70"
re_nordic_countries,DEN,1 650,"0,75"
re_nordic_countries,DEN,1 700,"0,80"
re_nordic_countries,DEN,1 750,"0,90"
re_nordic_countries,DEN,1 800,"1,00"
re_nordic_countries,DEN,1 850,"1,50"
re_nordic_countries,NA,700,"0,10"
re_nordic_countries,NA,800,"0,10"
re_nordic_countries,NA,900,"0,10"
re_nordic_countries,NA,1 000,"0,20"
re_nordic_countries,NA,1 100,"0,30"
re_nordic_countries,NA,1 200,"0,40"
re_nordic_countries,NA,1 300,"0,40"
re_nordic_countries,NA,1 400,"0,30"
re_nordic_countries,NA,1 500,"0,40"
re_nordic_countries,NA,1 600,"0,70"
re_nordic_countries,NA,1 700,"0,80"
re_nordic_countries,NA,1 800,"1,00"
re_nordic_countries,NA,1 850,"1,50"
re_nordic_countries,ICE,800,"0,00"
re_nordic_countries,ICE,900,"0,03"
re_nordic_countries,ICE,1 000,"0,05"
re_nordic_countries,ICE,1 100,"0,07"
re_nordic_countries,ICE,1 200,"0,07"
re_nordic_countries,ICE,1 300,"0,07"
re_nordic_countries,ICE,1 400,"0,06"
re_nordic_countries,ICE,1 500,"0,06"
re_nordic_countries,ICE,1 600,"0,05"
re_nordic_countries,ICE,1 700,"0,05"
re_nordic_countries,ICE,1 800,"0,05"
re_northwestern_europe,SWE,600,"0,30"
re_northwestern_europe,SWE,700,"0,30"
re_northwestern_europe,SWE,800,"0,33"
re_northwestern_europe,SWE,900,"0,36"
re_northwestern_europe,SWE,1 000,"0,40"
re_northwestern_europe,SWE,1 100,"0,50"
re_northwestern_europe,SWE,1 200,"0,63"
re_northwestern_europe,SWE,1 300,"0,80"
re_northwestern_europe,SWE,1 400,"0,50"
re_northwestern_europe,SWE,1 500,"0,80"
re_northwestern_europe,SWE,1 600,"1,00"
re_northwestern_europe,SWE,1 650,"1,25"
re_northwestern_europe,SWE,1 700,"1,50"
re_northwestern_europe,SWE,1 750,"2,00"
re_northwestern_europe,SWE,1 800,"2,50"
re_northwestern_europe,SWE,1 850,"3,50"
re_northwestern_europe,DEN,600,"0,30"
re_northwestern_europe,DEN,700,"0,32"
re_northwestern_europe,DEN,800,"0,35"
re_northwestern_europe,DEN,900,"0,38"
re_northwestern_europe,DEN,1 000,"0,40"
re_northwestern_europe,DEN,1 100,"0,46"
re_northwestern_europe,DEN,1 200,"0,53"
re_northwestern_europe,DEN,1 300,"0,60"
re_northwestern_europe,DEN,1 400,"0,40"
re_northwestern_europe,DEN,1 500,"0,60"
re_northwestern_europe,DEN,1 600,"0,70"
re_northwestern_europe,DEN,1 650,"0,75"
re_northwestern_europe,DEN,1 700,"0,80"
re_northwestern_europe,DEN,1 750,"0,90"
re_northwestern_europe,DEN,1 800,"1,00"
re_northwestern_europe,DEN,1 850,"1,50"
re_northwestern_europe,NA,400,"0,10"
re_northwestern_europe,NA,500,"0,10"
re_northwestern_europe,NA,600,"0,10"
re_northwestern_europe,NA,700,"0,10"
re_northwestern_europe,NA,800,"0,10"
re_northwestern_europe,NA,900,"0,10"
re_northwestern_europe,NA,1 000,"0,20"
re_northwestern_europe,NA,1 100,"0,30"
re_northwestern_europe,NA,1 200,"0,40"
re_northwestern_europe,NA,1 300,"0,40"
re_northwestern_europe,NA,1 400,"0,30"
re_northwestern_europe,NA,1 500,"0,40"
re_northwestern_europe,NA,1 600,"0,70"
re_northwestern_europe,NA,1 700,"0,80"
re_northwestern_europe,NA,1 800,"1,00"
re_northwestern_europe,NA,1 850,"1,50"
re_northwestern_europe,ICE,800,"0,00"
re_northwestern_europe,ICE,900,"0,03"
re_northwestern_europe,ICE,1 000,"0,05"
re_northwestern_europe,ICE,1 100,"0,07"
re_northwestern_europe,ICE,1 200,"0,07"
re_northwestern_europe,ICE,1 300,"0,07"
re_northwestern_europe,ICE,1 400,"0,06"
re_northwestern_europe,ICE,1 500,"0,06"
re_northwestern_europe,ICE,1 600,"0,05"
re_northwestern_europe,ICE,1 700,"0,05"
re_northwestern_europe,ICE,1 800,"0,05"
re_northwestern_europe,FRA,200,"6,50"
re_northwestern_europe,FRA,300,"5,50"
re_northwestern_europe,FRA,400,"4,50"
re_northwestern_europe,FRA,500,"4,50"
re_northwestern_europe,FRA,600,"4,50"
re_northwestern_europe,FRA,700,"4,75"
re_northwestern_europe,FRA,800,"5,00"
re_northwestern_europe,FRA,900,"5,75"
re_northwestern_europe,FRA,1 000,"6,50"
re_northwestern_europe,FRA,1 100,"7,75"
re_northwestern_europe,FRA,1 200,"10,50"
re_northwestern_europe,FRA,1 300,"16,00"
re_northwestern_europe,FRA,1 400,"11,00"
re_northwestern_europe,FRA,1 500,"15,00"
re_northwestern_europe,FRA,1 600,"18,50"
re_northwestern_europe,FRA,1 650,"21,00"
re_northwestern_europe,FRA,1 700,"22,00"
re_northwestern_europe,FRA,1 750,"24,00"
re_northwestern_europe,FRA,1 800,"29,00"
re_northwestern_europe,FRA,1 850,"36,00"
re_northwestern_europe,ENG,0,"0,60"
re_northwestern_europe,ENG,200,"0,70"
re_northwestern_europe,ENG,400,"0,80"
re_northwestern_europe,ENG,600,"0,60"
re_northwestern_europe,ENG,1 000,"1,50"
re_northwestern_europe,ENG,1 100,"1,75"
re_northwestern_europe,ENG,1 200,"2,50"
re_northwestern_europe,ENG,1 300,"3,75"
re_northwestern_europe,ENG,1 400,"2,50"
re_northwestern_europe,ENG,1 500,"3,75"
re_northwestern_europe,ENG,1 600,"4,25"
re_northwestern_europe,ENG,1 650,"5,00"
re_northwestern_europe,ENG,1 700,"5,75"
re_northwestern_europe,ENG,1 750,"6,00"
re_northwestern_europe,ENG,1 800,"9,25"
re_northwestern_europe,ENG,1 850,"18,00"
re_northwestern_europe,IRE,400,"0,20"
re_northwestern_europe,IRE,500,"0,21"
re_northwestern_europe,IRE,600,"0,23"
re_northwestern_europe,IRE,700,"0,25"
re_northwestern_europe,IRE,800,"0,26"
re_northwestern_europe,IRE,900,"0,28"
re_northwestern_europe,IRE,1 000,"0,30"
re_northwestern_europe,IRE,1 100,"0,40"
re_northwestern_europe,IRE,1 200,"0,60"
re_northwestern_europe,IRE,1 300,"0,80"
re_northwestern_europe,IRE,1 400,"0,60"
re_northwestern_europe,IRE,1 500,"0,80"
re_northwestern_europe,IRE,1 600,"1,25"
re_northwestern_europe,SCO,400,"0,10"
re_northwestern_europe,SCO,500,"0,10"
re_northwestern_europe,SCO,600,"0,10"
re_northwestern_europe,SCO,700,"0,10"
re_northwestern_europe,SCO,800,"0,10"
re_northwestern_europe,SCO,900,"0,10"
re_northwestern_europe,BEL,600,"0,30"
re_northwestern_europe,BEL,800,"0,30"
re_northwestern_europe,GER,100,"3,25"
re_northwestern_europe,GER,200,"3,50"
re_northwestern_europe,GER,300,"3,50"
re_northwestern_europe,GER,400,"3,50"
re_northwestern_europe,GER,500,"3,25"
re_northwestern_europe,GER,600,"3,00"
re_northwestern_europe,GER,700,"3,00"
re_northwestern_europe,GER,800,"3,25"
re_northwestern_europe,GER,900,"3,38"
re_northwestern_europe,GER,1 000,"3,50"
re_northwestern_europe,GER,1 100,"4,00"
re_northwestern_europe,GER,1 200,"6,00"
re_northwestern_europe,GER,1 300,"9,00"
re_northwestern_europe,GER,1 400,"6,50"
re_northwestern_europe,GER,1 500,"9,00"
re_northwestern_europe,GER,1 600,"12,00"
re_northwestern_europe,GER,1 650,"11,00"
re_northwestern_europe,GER,1 700,"13,00"
re_northwestern_europe,GER,1 750,"15,00"
re_northwestern_europe,GER,1 800,"18,00"
re_northwestern_europe,GER,1 850,"27,00"
re_northwestern_europe,AUS,600,"0,40"
re_northwestern_europe,AUS,700,"0,45"
re_northwestern_europe,AUS,800,"0,50"
re_northwestern_europe,AUS,900,"0,60"
re_northwestern_europe,AUS,1 000,"0,70"
re_northwestern_europe,AUS,1 100,"0,90"
re_northwestern_europe,AUS,1 200,"1,25"
re_northwestern_europe,AUS,1 300,"2,00"
re_northwestern_europe,AUS,1 400,"1,25"
re_northwestern_europe,AUS,1 500,"2,00"
re_northwestern_europe,AUS,1 600,"2,50"
re_northwestern_europe,AUS,1 650,"2,25"
re_northwestern_europe,AUS,1 700,"2,50"
re_northwestern_europe,AUS,1 750,"2,75"
re_northwestern_europe,AUS,1 800,"3,00"
re_northwestern_europe,AUS,1 850,"4,00"
re_northwestern_europe,SWI,600,"0,30"
re_northwestern_europe,SWI,700,"0,30"
re_northwestern_europe,SWI,800,"0,30"
re_northwestern_europe,SWI,900,"0,30"
re_northwestern_europe,SWI,1 000,"0,30"
re_northwestern_europe,SWI,1 100,"0,40"
re_northwestern_europe,SWI,1 200,"0,50"
re_northwestern_europe,SWI,1 300,"0,80"
re_northwestern_europe,SWI,1 400,"0,60"
re_northwestern_europe,SWI,1 500,"0,80"
re_northwestern_europe,SWI,1 600,"1,00"
re_northwestern_europe,SWI,1 650,"1,00"
re_northwestern_europe,SWI,1 700,"1,25"
re_northwestern_europe,SWI,1 750,"1,50"
re_northwestern_europe,SWI,1 800,"1,75"
re_northwestern_europe,SWI,1 850,"2,50"
re_northwestern_europe,SCO,1 000,"0,20"
re_northwestern_europe,SCO,1 100,"0,30"
re_northwestern_europe,SCO,1 200,"0,30"
re_northwestern_europe,SCO,1 300,"0,50"
re_northwestern_europe,SCO,1 400,"0,40"
re_northwestern_europe,SCO,1 500,"0,50"
re_northwestern_europe,SCO,1 600,"0,70"
re_northwestern_europe,SCO,1 650,"0,80"
re_northwestern_europe,SCO,1 700,"1,00"
re_northwestern_europe,SCO,1 750,"1,25"
re_northwestern_europe,SCO,1 800,"1,50"
re_northwestern_europe,SCO,1 850,"3,00"
re_northwestern_europe,IRE,1 650,"1,75"
re_northwestern_europe,IRE,1 700,"2,50"
re_northwestern_europe,IRE,1 750,"3,00"
re_northwestern_europe,IRE,1 800,"5,25"
re_northwestern_europe,IRE,1 850,"6,50"
re_northwestern_europe,BEL,1 000,"0,40"
re_northwestern_europe,BEL,1 100,"0,60"
re_northwestern_europe,BEL,1 200,"0,90"
re_northwestern_europe,BEL,1 300,"1,25"
re_northwestern_europe,BEL,1 400,"0,80"
re_northwestern_europe,BEL,1 500,"1,25"
re_northwestern_europe,BEL,1 600,"1,50"
re_northwestern_europe,BEL,1 650,"1,50"
re_northwestern_europe,BEL,1 700,"1,75"
re_northwestern_europe,BEL,1 750,"2,25"
re_northwestern_europe,BEL,1 800,"3,25"
re_northwestern_europe,BEL,1 850,"4,50"
re_northwestern_europe,DUT,600,"0,20"
re_northwestern_europe,DUT,800,"0,20"
re_northwestern_europe,DUT,1 000,"0,30"
re_northwestern_europe,DUT,1 100,"0,40"
re_northwestern_europe,DUT,1 200,"0,60"
re_northwestern_europe,DUT,1 300,"0,80"
re_northwestern_europe,DUT,1 400,"0,60"
re_northwestern_europe,DUT,1 500,"0,90"
re_northwestern_europe,DUT,1 600,"1,50"
re_northwestern_europe,DUT,1 650,"2,00"
re_northwestern_europe,DUT,1 700,"2,00"
re_northwestern_europe,DUT,1 750,"2,00"
re_northwestern_europe,DUT,1 800,"2,00"
re_northwestern_europe,DUT,1 850,"3,00"
re_norway,NA,400,"0,10"
re_norway,NA,500,"0,10"
re_norway,NA,600,"0,10"
re_norway,NA,700,"0,10"
re_norway,NA,800,"0,10"
re_norway,NA,900,"0,10"
re_norway,NA,1 000,"0,20"
re_norway,NA,1 100,"0,30"
re_norway,NA,1 200,"0,40"
re_norway,NA,1 300,"0,40"
re_norway,NA,1 400,"0,30"
re_norway,NA,1 500,"0,40"
re_norway,NA,1 600,"0,70"
re_norway,NA,1 700,"0,80"
re_norway,NA,1 800,"1,00"
re_norway,NA,1 850,"1,50"
re_ottoman_turkey,TUR,0,"6,00"
re_ottoman_turkey,TUR,100,"6,50"
re_ottoman_turkey,TUR,200,"7,00"
re_ottoman_turkey,TUR,300,"6,50"
re_ottoman_turkey,TUR,400,"6,00"
re_ottoman_turkey,TUR,500,"5,75"
re_ottoman_turkey,TUR,600,"6,30"
re_ottoman_turkey,TUR,700,"6,20"
re_ottoman_turkey,TUR,800,"6,30"
re_ottoman_turkey,TUR,900,"7,30"
re_ottoman_turkey,TUR,1 000,"5,30"
re_ottoman_turkey,TUR,1 100,"6,30"
re_ottoman_turkey,TUR,1 200,"7,30"
re_ottoman_turkey,TUR,1 300,"5,80"
re_ottoman_turkey,TUR,1 400,"6,30"
re_persian_world,IRAN,-400,4
re_persian_world,IRAN,0,4
re_persian_world,IRAN,600,5
re_persian_world,IRAN,1000,"4,5"
re_persian_world,IRAN,1200,5
re_persian_world,IRAN,1300,"3,5"
re_persian_world,IRAN,1500,4
re_persian_world,IRAN,1600,5
re_persian_world,IRAN,1700,5
re_persian_world,IRAN,1800,6
re_persian_world,IRAN,1850,"7,5"
re_persian_world,IRAN,1900,10
re_persian_world,AFGHA,-400,"1,5"
re_persian_world,AFGHA,0,2
re_persian_world,AFGHA,600,"2,5"
re_persian_world,AFGHA,1000,"2,25"
re_persian_world,AFGHA,1200,"2,5"
re_persian_world,AFGHA,1300,"1,75"
re_persian_world,AFGHA,1500,2
re_persian_world,AFGHA,1600,"2,5"
re_persian_world,AFGHA,1700,"2,5"
re_persian_world,AFGHA,1800,3
re_persian_world,AFGHA,1850,"3,75"
re_persian_world,AFGHA,1900,5
re_portugal,POR,1 200,"0,90"
re_portugal,POR,1 300,"1,25"
re_portugal,POR,1 400,"0,90"
re_portugal,POR,1 500,"1,25"
re_portugal,POR,1 600,"2,00"
re_portugal,POR,1 650,"1,75"
re_portugal,POR,1 700,"2,00"
re_portugal,POR,1 750,"2,25"
re_portugal,POR,1 800,"2,75"
re_portugal,POR,1 850,"3,50"
re_slav_world,RUS,800,"3,50"
re_slav_world,RUS,900,"3,75"
re_slav_world,RUS,1 000,"4,00"
re_slav_world,RUS,1 100,"6,00"
re_slav_world,RUS,1 200,"9,00"
re_slav_world,RUS,1 300,"9,00"
re_slav_world,RUS,1 400,"9,00"
re_slav_world,RUS,1 500,"12,00"
re_slav_world,RUS,1 600,"15,00"
re_slav_world,RUS,1 700,"20,00"
re_slav_world,RUS,1 800,"36,00"
re_slav_world,RUS,1 850,"60,00"
re_southwestern_europe,SPA,800,"3,75"
re_southwestern_europe,SPA,900,"3,85"
re_southwestern_europe,SPA,1 000,"4,00"
re_southwestern_europe,SPA,1 100,"4,50"
re_southwestern_europe,SPA,1 200,"5,50"
re_southwestern_europe,SPA,1 300,"7,50"
re_southwestern_europe,SPA,1 400,"5,50"
re_southwestern_europe,SPA,1 500,"6,50"
re_southwestern_europe,SPA,1 600,"8,50"
re_southwestern_europe,SPA,1 650,"7,50"
re_southwestern_europe,SPA,1 700,"8,00"
re_southwestern_europe,SPA,1 750,"9,50"
re_southwestern_europe,SPA,1 800,"11,50"
re_southwestern_europe,SPA,1 850,"15,00"
re_southwestern_europe,ITA,-300,"4,50"
re_southwestern_europe,ITA,-200,"5,00"
re_southwestern_europe,ITA,-100,"6,00"
re_southwestern_europe,ITA,0,"7,00"
re_southwestern_europe,ITA,100,"7,60"
re_southwestern_europe,ITA,200,"7,60"
re_southwestern_europe,ITA,300,"6,00"
re_southwestern_europe,ITA,400,"5,00"
re_southwestern_europe,ITA,500,"4,00"
re_southwestern_europe,ITA,600,"3,50"
re_southwestern_europe,ITA,700,"3,75"
re_southwestern_europe,ITA,800,"4,00"
re_southwestern_europe,ITA,900,"4,50"
re_southwestern_europe,ITA,1 000,"5,00"
re_southwestern_europe,ITA,1 100,"5,75"
re_southwestern_europe,ITA,1 200,"7,25"
re_southwestern_europe,ITA,1 300,"10,00"
re_southwestern_europe,ITA,1 400,"7,00"
re_southwestern_europe,ITA,1 500,"10,00"
re_southwestern_europe,ITA,1 600,"12,00"
re_southwestern_europe,ITA,1 650,"11,00"
re_southwestern_europe,ITA,1 700,"13,00"
re_southwestern_europe,ITA,1 750,"15,00"
re_southwestern_europe,ITA,1 800,"19,00"
re_southwestern_europe,ITA,1 850,"25,00"
re_southwestern_europe,POR,1 200,"0,90"
re_southwestern_europe,POR,1 300,"1,25"
re_southwestern_europe,POR,1 400,"0,90"
re_southwestern_europe,POR,1 500,"1,25"
re_southwestern_europe,POR,1 600,"2,00"
re_southwestern_europe,POR,1 650,"1,75"
re_southwestern_europe,POR,1 700,"2,00"
re_southwestern_europe,POR,1 750,"2,25"
re_southwestern_europe,POR,1 800,"2,75"
re_southwestern_europe,POR,1 850,"3,50"
re_spain,SPA,300,"4,75"
re_spain,SPA,400,"4,50"
re_spain,SPA,500,"4,00"
re_spain,SPA,600,"3,50"
re_spain,SPA,700,"3,75"
re_spain,SPA,800,"3,75"
re_spain,SPA,900,"3,85"
re_spain,SPA,1 000,"4,00"
re_spain,SPA,1 100,"4,50"
re_spain,SPA,1 200,"5,50"
re_spain,SPA,1 300,"7,50"
re_spain,SPA,1 400,"5,50"
re_spain,SPA,1 500,"6,50"
re_spain,SPA,1 600,"8,50"
re_spain,SPA,1 650,"7,50"
re_spain,SPA,1 700,"8,00"
re_spain,SPA,1 750,"9,50"
re_spain,SPA,1 800,"11,50"
re_spain,SPA,1 850,"15,00"
re_sweden,SWE,600,"0,30"
re_sweden,SWE,700,"0,30"
re_sweden,SWE,800,"0,33"
re_sweden,SWE,900,"0,36"
re_sweden,SWE,1 000,"0,40"
re_sweden,SWE,1 100,"0,50"
re_sweden,SWE,1 200,"0,63"
re_sweden,SWE,1 300,"0,80"
re_sweden,SWE,1 400,"0,50"
re_sweden,SWE,1 500,"0,80"
re_sweden,SWE,1 600,"1,00"
re_sweden,SWE,1 650,"1,25"
re_sweden,SWE,1 700,"1,50"
re_sweden,SWE,1 750,"2,00"
re_sweden,SWE,1 800,"2,50"
re_sweden,SWE,1 850,"3,50"
re_switzerland,SWI,600,"0,30"
re_switzerland,SWI,700,"0,30"
re_switzerland,SWI,800,"0,30"
re_switzerland,SWI,900,"0,30"
re_switzerland,SWI,1 000,"0,30"
re_switzerland,SWI,1 100,"0,40"
re_switzerland,SWI,1 200,"0,50"
re_switzerland,SWI,1 300,"0,80"
re_switzerland,SWI,1 400,"0,60"
re_switzerland,SWI,1 500,"0,80"
re_switzerland,SWI,1 600,"1,00"
re_switzerland,SWI,1 650,"1,00"
re_switzerland,SWI,1 700,"1,25"
re_switzerland,SWI,1 750,"1,50"
re_switzerland,SWI,1 800,"1,75"
re_switzerland,SWI,1 850,"2,50"
re_united_kingdom,ENG,0,"0,60"
re_united_kingdom,ENG,200,"0,70"
re_united_kingdom,ENG,400,"0,80"
re_united_kingdom,ENG,600,"0,60"
re_united_kingdom,ENG,1 000,"1,50"
re_united_kingdom,ENG,1 100,"1,75"
re_united_kingdom,ENG,1 200,"2,50"
re_united_kingdom,ENG,1 300,"3,75"
re_united_kingdom,ENG,1 400,"2,50"
re_united_kingdom,ENG,1 500,"3,75"
re_united_kingdom,ENG,1 600,"4,25"
re_united_kingdom,ENG,1 650,"5,00"
re_united_kingdom,ENG,1 700,"5,75"
re_united_kingdom,ENG,1 750,"6,00"
re_united_kingdom,ENG,1 800,"9,25"
re_united_kingdom,ENG,1 850,"18,00"
re_united_kingdom,SCO,400,"0,10"
re_united_kingdom,SCO,500,"0,10"
re_united_kingdom,SCO,600,"0,10"
re_united_kingdom,SCO,700,"0,10"
re_united_kingdom,SCO,800,"0,10"
re_united_kingdom,SCO,900,"0,10"
re_united_kingdom,SCO,1 000,"0,20"
re_united_kingdom,SCO,1 100,"0,30"
re_united_kingdom,SCO,1 200,"0,30"
re_united_kingdom,SCO,1 300,"0,50"
re_united_kingdom,SCO,1 400,"0,40"
re_united_kingdom,SCO,1 500,"0,50"
re_united_kingdom,SCO,1 600,"0,70"
re_united_kingdom,SCO,1 650,"0,80"
re_united_kingdom,SCO,1 700,"1,00"
re_united_kingdom,SCO,1 750,"1,25"
re_united_kingdom,SCO,1 800,"1,50"
re_united_kingdom,SCO,1 850,"3,00"
re_western_europe,SWI,0,"0,30"
re_western_europe,SWI,1 000,"0,30"
re_western_europe,SWI,1 100,"0,40"
re_western_europe,SWI,1 200,"0,50"
re_western_europe,SWI,1 300,"0,80"
re_western_europe,SWI,1 400,"0,60"
re_western_europe,SWI,1 500,"0,80"
re_western_europe,SWI,1 600,"1,00"
re_western_europe,SWI,1 650,"1,00"
re_western_europe,SWI,1 700,"1,25"
re_western_europe,SWI,1 750,"1,50"
re_western_europe,SWI,1 800,"1,75"
re_western_europe,SWI,1 850,"2,50"
re_western_europe,SWE,0,"0,20"
re_western_europe,SWE,600,"0,30"
re_western_europe,SWE,700,"0,30"
re_western_europe,SWE,800,"0,33"
re_western_europe,SWE,900,"0,36"
re_western_europe,SWE,1 000,"0,40"
re_western_europe,SWE,1 100,"0,50"
re_western_europe,SWE,1 200,"0,63"
re_western_europe,SWE,1 300,"0,80"
re_western_europe,SWE,1 400,"0,50"
re_western_europe,SWE,1 500,"0,80"
re_western_europe,SWE,1 600,"1,00"
re_western_europe,SWE,1 650,"1,25"
re_western_europe,SWE,1 700,"1,50"
re_western_europe,SWE,1 750,"2,00"
re_western_europe,SWE,1 800,"2,50"
re_western_europe,SWE,1 850,"3,50"
re_western_europe,SPA,-400,"3,00"
re_western_europe,SPA,-200,"4,00"
re_western_europe,SPA,0,"4,50"
re_western_europe,SPA,200,"5,00"
re_western_europe,SPA,400,"4,50"
re_western_europe,SPA,600,"3,50"
re_western_europe,SPA,1 000,"4,00"
re_western_europe,SPA,1 100,"4,50"
re_western_europe,SPA,1 200,"5,50"
re_western_europe,SPA,1 300,"7,50"
re_western_europe,SPA,1 400,"5,50"
re_western_europe,SPA,1 500,"6,50"
re_western_europe,SPA,1 600,"8,50"
re_western_europe,SPA,1 650,"7,50"
re_western_europe,SPA,1 700,"8,00"
re_western_europe,SPA,1 750,"9,50"
re_western_europe,SPA,1 800,"11,50"
re_western_europe,SPA,1 850,"15,00"
re_western_europe,SCO,0,"0,10"
re_western_europe,SCO,1 000,"0,20"
re_western_europe,SCO,1 100,"0,30"
re_western_europe,SCO,1 200,"0,30"
re_western_europe,SCO,1 300,"0,50"
re_western_europe,SCO,1 400,"0,40"
re_western_europe,SCO,1 500,"0,50"
re_western_europe,SCO,1 600,"0,70"
