,region_code,country_code_maddison,year,gdp_per_capita
299,re_france,FRA,1841,2321
300,re_france,FRA,1842,2260
301,re_france,FRA,1843,2370
302,re_france,FRA,1844,2444
303,re_france,FRA,1845,2359
304,re_france,FRA,1846,2356
305,re_france,FRA,1847,2606
306,re_france,FRA,1848,2437
307,re_france,FRA,1849,2506
308,re_france,FRA,1850,2546
309,re_france,FRA,1851,2499
310,re_france,FRA,1852,2652
311,re_france,FRA,1853,2515
312,re_france,FRA,1854,2627
313,re_france,FRA,1855,2577
314,re_france,FRA,1856,2687
315,re_france,FRA,1857,2836
316,re_france,FRA,1858,3029
317,re_france,FRA,1859,2828
318,re_france,FRA,1860,3016
319,re_france,FRA,1861,2820
320,re_france,FRA,1862,3051
321,re_france,FRA,1863,3145
322,re_france,FRA,1864,3169
323,re_france,FRA,1865,3067
324,re_france,FRA,1866,3083
325,re_france,FRA,1867,2890
326,re_france,FRA,1868,3159
327,re_france,FRA,1869,3198
328,re_france,FRA,1870,2990
329,re_france,FRA,1871,3027
330,re_france,FRA,1872,3312
331,re_france,FRA,1873,3064
332,re_france,FRA,1874,3438
333,re_france,FRA,1875,3537
334,re_france,FRA,1876,3233
335,re_france,FRA,1877,3390
336,re_france,FRA,1878,3333
337,re_france,FRA,1879,3113
338,re_france,FRA,1880,3379
339,re_united_kingdom,GBR,1810,3478
340,re_united_kingdom,GBR,1811,3397
341,re_united_kingdom,GBR,1812,3207
342,re_united_kingdom,GBR,1813,3328
343,re_united_kingdom,GBR,1814,3204
344,re_united_kingdom,GBR,1815,3489
345,re_united_kingdom,GBR,1816,3250
346,re_united_kingdom,GBR,1817,3253
347,re_united_kingdom,GBR,1818,3201
348,re_united_kingdom,GBR,1819,3103
349,re_united_kingdom,GBR,1820,3306
350,re_united_kingdom,GBR,1821,3308
351,re_united_kingdom,GBR,1822,3315
352,re_united_kingdom,GBR,1823,3359
353,re_united_kingdom,GBR,1824,3492
354,re_united_kingdom,GBR,1825,3521
355,re_united_kingdom,GBR,1826,3290
356,re_united_kingdom,GBR,1827,3499
357,re_united_kingdom,GBR,1828,3461
358,re_united_kingdom,GBR,1829,3443
359,re_united_kingdom,GBR,1830,3550
360,re_united_kingdom,GBR,1831,3545
361,re_united_kingdom,GBR,1832,3612
