wikidata_link,individual_wikidata_id,productive_year,individual_name,score,region_name,manual_region_name,manual_region_name_2,manual_region_name_3,manual_region_name_4
https://www.wikidata.org/wiki/Q468361,Q468361,1643,Tukaram,28,Indian world,,,,
https://www.wikidata.org/wiki/Q604647,Q604647,1650,Dara Shikoh,28,Indian world,,,,
https://www.wikidata.org/wiki/Q1182338,Q1182338,1879,Lala Deen Dayal,27,Indian world,,,,
https://www.wikidata.org/wiki/Q1898789,Q1898789,1875,Lars Olsen Skrefsrud,27,Indian world,Denmark,Western Europe,,
https://www.wikidata.org/wiki/Q2462643,Q2462643,1878,Henry Trimen,27,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q6290051,Q6290051,1803,Joshua Marshman,27,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q7789721,Q7789721,1764,Thomas Forrest,27,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q78624,Q78624,1873,Ferdinand Stoliczka,27,Indian world,Central Europe,,,
https://www.wikidata.org/wiki/Q8020009,Q8020009,1804,William Ward,27,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q964111,Q964111,1855,Ishwar Chandra Vidyasagar,27,Indian world,,,,
https://www.wikidata.org/wiki/Q2429461,Q2429461,1387,Vidyapati,26,Indian world,,,,
https://www.wikidata.org/wiki/Q3020852,Q3020852,1852,Debendranath Tagore,26,Indian world,,,,
https://www.wikidata.org/wiki/Q392835,Q392835,1738,Shah Waliullah,26,Indian world,,,,
https://www.wikidata.org/wiki/Q466330,Q466330,1539,Meera,26,Indian world,,,,
https://www.wikidata.org/wiki/Q7794377,Q7794377,1810,Thomas Taylor,26,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q1507251,Q1507251,1833,George Duncan Beechey,25,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q17355615,Q17355615,1833,Maria Jane Jewsbury,25,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q18115226,Q18115226,1826,Adolphe-Philibert Dubois de Jancigny,25,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q2044389,Q2044389,1802,Tyagaraja,25,Indian world,,,,
https://www.wikidata.org/wiki/Q2404423,Q2404423,1847,George Gardner,25,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2602417,Q2602417,1305,Namdev,25,Indian world,,,,
https://www.wikidata.org/wiki/Q2628981,Q2628981,1885,Bharatendu Harishchandra,25,Indian world,,,,
https://www.wikidata.org/wiki/Q2723463,Q2723463,1124,Hemachandra,25,Indian world,,,,
https://www.wikidata.org/wiki/Q3347343,Q3347343,1753,Ramprasad Sen,25,Indian world,,,,
https://www.wikidata.org/wiki/Q553722,Q553722,760,Śāntarakṣita,25,Indian world,,,,
https://www.wikidata.org/wiki/Q858348,Q858348,540,Varāhamihira,25,Indian world,,,,
https://www.wikidata.org/wiki/Q9422,Q9422,-504,Mahavira,25,Indian world,,,,
https://www.wikidata.org/wiki/Q1066898,Q1066898,1872,Altaf Hussain Hali,24,Indian world,,,,
https://www.wikidata.org/wiki/Q1423663,Q1423663,-765,Yajnavalkya,24,Indian world,,,,
https://www.wikidata.org/wiki/Q2097364,Q2097364,1781,George Bogle,24,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2587178,Q2587178,1849,Robert Caldwell,24,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2667861,Q2667861,1355,Lalleshwari,24,Indian world,,,,
https://www.wikidata.org/wiki/Q3525596,Q3525596,1584,Thomas Stephens,24,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q558272,Q558272,515,Dignāga,24,Indian world,,,,
https://www.wikidata.org/wiki/Q83794,Q83794,1648,Khushal Khan Khattak,24,Indian world,,,,
https://www.wikidata.org/wiki/Q973709,Q973709,1828,George Samuel Perrottet,24,Indian world,Switzerland,Western Europe,,
https://www.wikidata.org/wiki/Q1293308,Q1293308,1854,Edward Rehatsek,23,Indian world,Central Europe,,,
https://www.wikidata.org/wiki/Q2493613,Q2493613,1599,Ahmad Sirhindi,23,Indian world,,,,
https://www.wikidata.org/wiki/Q3351835,Q3351835,1836,John Elliot Drinkwater Bethune,23,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q335371,Q335371,1273,Madhvacharya,23,Indian world,,,,
https://www.wikidata.org/wiki/Q5614198,Q5614198,1847,Joseph Davey Cunningham,23,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q5989378,Q5989378,1859,Rajendralal Mitra,23,Indian world,,,,
https://www.wikidata.org/wiki/Q64834,Q64834,1763,Johann Gerhard König,23,Indian world,German world,Western Europe,,
https://www.wikidata.org/wiki/Q719449,Q719449,1763,Shah Alam II,23,Indian world,,,,
https://www.wikidata.org/wiki/Q774847,Q774847,700,Kumārila Bhaṭṭa,23,Indian world,,,,
https://www.wikidata.org/wiki/Q978884,Q978884,1325,Jordanus,23,Indian world,,,,
https://www.wikidata.org/wiki/Q12186422,Q12186422,1216,al-Ḥasan Ibn-Muḥammad Ṣaġānī,22,Indian world,,,,
https://www.wikidata.org/wiki/Q1385918,Q1385918,835,Manikkavacakar,22,Indian world,,,,
https://www.wikidata.org/wiki/Q1386345,Q1386345,1844,Theodore Edward Cantor,22,Indian world,Denmark,Western Europe,,
https://www.wikidata.org/wiki/Q171202,Q171202,636,Bāṇabhaṭṭa,22,Indian world,,,,
https://www.wikidata.org/wiki/Q2349261,Q2349261,1555,Fernão Vaz Dourado,22,Indian world,Portugal,Western Europe,,
https://www.wikidata.org/wiki/Q2355593,Q2355593,1679,Abdul-Qādir Bēdil,22,Indian world,,,,
https://www.wikidata.org/wiki/Q2668210,Q2668210,1789,Colin Mackenzie,22,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2833104,Q2833104,1771,Alexander Dow,22,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2919918,Q2919918,1845,Werner Hoffmeister,22,Indian world,German world,Western Europe,,
https://www.wikidata.org/wiki/Q2977783,Q2977783,1770,Claude Martin,22,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q314394,Q314394,1862,Jyotirao Phule,22,Indian world,,,,
https://www.wikidata.org/wiki/Q55597410,Q55597410,1776,Jean Saury,22,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q558275,Q558275,235,the one eyed,22,Indian world,,,,
https://www.wikidata.org/wiki/Q5625818,Q5625818,1847,Henry Marion Durand,22,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q11903804,Q11903804,1883,Abd al-Hayy al-Lucknawi,21,Indian world,,,,
https://www.wikidata.org/wiki/Q1596766,Q1596766,1873,Heinrich Blochmann,21,Indian world,Germany,Western Europe,,
https://www.wikidata.org/wiki/Q1771067,Q1771067,1810,Muthuswami Dikshitar,21,Indian world,,,,
https://www.wikidata.org/wiki/Q2350157,Q2350157,1519,Purandara Dasa,21,Indian world,,,,
https://www.wikidata.org/wiki/Q2486290,Q2486290,1615,Manuel de Almeida,21,Indian world,Portugal,Western Europe,,
https://www.wikidata.org/wiki/Q2656749,Q2656749,1847,George Henry Kendrick Thwaites,21,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2723574,Q2723574,1849,Narsinh Mehta,21,Indian world,,,,
https://www.wikidata.org/wiki/Q2989506,Q2989506,1524,Rupa Goswami,21,Indian world,,,,
https://www.wikidata.org/wiki/Q3347988,Q3347988,1807,Lalon,21,Indian world,,,,
https://www.wikidata.org/wiki/Q534142,Q534142,1571,Anthony de Montserrat,21,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q5362127,Q5362127,1791,Eliza Fay,21,Eliza Fay,,,,
https://www.wikidata.org/wiki/Q728311,Q728311,1595,Basawan,21,Indian world,,,,
https://www.wikidata.org/wiki/Q1252229,Q1252229,1745,Nainsukh,20,Indian world,,,,
https://www.wikidata.org/wiki/Q2427934,Q2427934,1273,Nizam-ud-din Auliya,20,Indian world,,,,
https://www.wikidata.org/wiki/Q2511208,Q2511208,895,Vasugupta,20,Indian world,,,,
https://www.wikidata.org/wiki/Q2733487,Q2733487,1044,Ali Hujwiri,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3351571,Q3351571,1715,Bulleh Shah,20,Indian world,,,,
https://www.wikidata.org/wiki/Q336120,Q336120,1582,Faizi,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3519351,Q3519351,1797,Syama Sastri,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3530291,Q3530291,1304,Vedanta Desika,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3565641,Q3565641,1795,Dimitrios Galanos,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3631204,Q3631204,1748,Mirza Muhammad Rafi Sauda,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3631344,Q3631344,1757,Waris Shah,20,Indian world,,,,
https://www.wikidata.org/wiki/Q3633981,Q3633981,1579,Dadu Dayal,20,Indian world,,,,
https://www.wikidata.org/wiki/Q4387084,Q4387084,1512,Raghunatha Siromani,20,Indian world,,,,
https://www.wikidata.org/wiki/Q5345847,Q5345847,1817,Edward West,20,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q5372941,Q5372941,1826,Emma Roberts,20,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q6218524,Q6218524,1792,John Alefounder,20,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q665235,Q665235,1531,Gaspar Correia,20,Indian world,Portugal,Western Europe,,
https://www.wikidata.org/wiki/Q76561544,Q76561544,1860,Alexander Rogers,20,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q905333,Q905333,1871,Nazir Ahmad Dehlvi,20,Indian world,,,,
https://www.wikidata.org/wiki/Q987763,Q987763,1875,Edwin Felix Thomas Atkinson,20,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q1236734,Q1236734,1844,John Henry Pratt,19,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q1977412,Q1977412,1761,Joseph Emin,19,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2977486,Q2977486,1510,Muhammad Khwandamir,19,Indian world,,,,
https://www.wikidata.org/wiki/Q3536517,Q3536517,1443,Tallapaka Annamacharya,19,Indian world,,,,
https://www.wikidata.org/wiki/Q3635656,Q3635656,1878,Fakir Mohan Senapati,19,Indian world,,,,
https://www.wikidata.org/wiki/Q56884368,Q56884368,1850,James Kennedy,19,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q982481,Q982481,1877,Mahadev Govind Ranade,19,Indian world,,,,
https://www.wikidata.org/wiki/Q1535227,Q1535227,1215,Kambar,18,Indian world,,,,
https://www.wikidata.org/wiki/Q2075170,Q2075170,1865,Dinabandhu Mitra,18,Indian world,,,,
https://www.wikidata.org/wiki/Q337194,Q337194,1864,Norman Robert Pogson,18,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q3595125,Q3595125,915,Rajasekhara,18,Indian world,,,,
https://www.wikidata.org/wiki/Q3635804,Q3635804,1857,Wajid Ali Shah,18,Indian world,,,,
https://www.wikidata.org/wiki/Q1029392,Q1029392,1691,Claude de Visdelou,17,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q12442024,Q12442024,1630,Bihari Lal,17,Indian world,,,,
https://www.wikidata.org/wiki/Q1647943,Q1647943,1081,Masud Sa'd Salman,17,Indian world,,,,
https://www.wikidata.org/wiki/Q169346,Q169346,1673,Zeb-un-Nisa,17,Indian world,,,,
https://www.wikidata.org/wiki/Q2066944,Q2066944,1400,Svātmārāma,17,Indian world,,,,
https://www.wikidata.org/wiki/Q2510589,Q2510589,1849,Bhanubhakta Acharya,17,Indian world,,,,
https://www.wikidata.org/wiki/Q317364,Q317364,1591,Abdul Rahim Khan-I-Khana,17,Indian world,,,,
https://www.wikidata.org/wiki/Q3524867,Q3524867,-355,Bhadrabahu,17,Indian world,,,,
https://www.wikidata.org/wiki/Q3524867,Q3524867,-331,Bhadrabahu,17,Indian world,,,,
https://www.wikidata.org/wiki/Q3630446,Q3630446,1035,Bhoja,17,Indian world,,,,
https://www.wikidata.org/wiki/Q3694580,Q3694580,1756,Khwaja Mir Dard,17,Indian world,,,,
https://www.wikidata.org/wiki/Q4902098,Q4902098,1862,Bhudev Mukhopadhyay,17,Indian world,,,,
https://www.wikidata.org/wiki/Q541530,Q541530,1612,Nur Jahan,17,Indian world,,,,
https://www.wikidata.org/wiki/Q550299,Q550299,1773,James Anderson,17,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q7910936,Q7910936,1813,Valentine Blacker,17,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q91498,Q91498,1805,Benjamin Heyne,17,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q1033695,Q1033695,1296,Dnyaneshwar,16,Indian world,,,,
https://www.wikidata.org/wiki/Q13059878,Q13059878,1869,Sanjib Chandra Chattopadhyay,16,Indian world,,,,
https://www.wikidata.org/wiki/Q2046090,Q2046090,1595,Melpathur Narayana Bhattathiri,16,Indian world,,,,
https://www.wikidata.org/wiki/Q2484904,Q2484904,935,Utpaladeva,16,Indian world,,,,
https://www.wikidata.org/wiki/Q2551244,Q2551244,855,Anandavardhana,16,Indian world,,,,
https://www.wikidata.org/wiki/Q2723334,Q2723334,1868,Narmadashankar Dave,16,Indian world,,,,
https://www.wikidata.org/wiki/Q3133011,Q3133011,1832,Henry Piddington,16,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q4164181,Q4164181,1584,Nurullah Shustari,16,Indian world,,,,
https://www.wikidata.org/wiki/Q465030,Q465030,835,Andal,16,Indian world,,,,
https://www.wikidata.org/wiki/Q60803,Q60803,1880,Khwaja Ghulam Farid,16,Indian world,,,,
https://www.wikidata.org/wiki/Q6361647,Q6361647,1883,Kandukuri Veeresalingam,16,Indian world,,,,
https://www.wikidata.org/wiki/Q6872029,Q6872029,1837,Mir Babar Ali Anis,16,Indian world,,,,
https://www.wikidata.org/wiki/Q7251179,Q7251179,1875,Protap Chunder Mozoomdar,16,Indian world,,,,
https://www.wikidata.org/wiki/Q7295457,Q7295457,1881,Ratan Nath Dhar Sarshar,16,Indian world,,,,
https://www.wikidata.org/wiki/Q7532389,Q7532389,1882,Shibnath Shastri,16,Indian world,,,,
https://www.wikidata.org/wiki/Q13058187,Q13058187,1882,Troilokyanath Mukhopadhyay,15,Indian world,,,,
https://www.wikidata.org/wiki/Q1396312,Q1396312,1725,Shah Abdul Latif Bhittai,15,Indian world,,,,
https://www.wikidata.org/wiki/Q1407465,Q1407465,1575,Fernão Álvares do Oriente,15,Indian world,Portugal,Western Europe,,
https://www.wikidata.org/wiki/Q1957515,Q1957515,536,Bharavi,15,Indian world,,,,
https://www.wikidata.org/wiki/Q2548030,Q2548030,1479,Nilakantha Somayaji,15,Indian world,,,,
https://www.wikidata.org/wiki/Q2615068,Q2615068,1784,Johan Peter Rottler,15,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q278748,Q278748,85,Charaka,15,Indian world,,,,
https://www.wikidata.org/wiki/Q2871163,Q2871163,1861,Auguste Desgodins,15,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q2886598,Q2886598,1866,Daagh,15,Indian world,,,,
https://www.wikidata.org/wiki/Q3101568,Q3101568,1785,George Forster,15,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q3428316,Q3428316,1782,Reuben Burrow,15,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q3522889,Q3522889,1869,Robert Bruce Foote,15,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q3531581,Q3531581,660,Sambandar,15,Indian world,,,,
https://www.wikidata.org/wiki/Q3635814,Q3635814,1836,Momin Khan Momin,15,Indian world,,,,
https://www.wikidata.org/wiki/Q488539,Q488539,1665,Sultan Bahu,15,Indian world,,,,
https://www.wikidata.org/wiki/Q5318288,Q5318288,1875,Dwijendranath Tagore,15,Indian world,,,,
https://www.wikidata.org/wiki/Q5584016,Q5584016,1879,Gooroodas Banerjee,15,Indian world,,,,
https://www.wikidata.org/wiki/Q55902505,Q55902505,1847,Tārānātha Tarkavācaspati Bhaṭṭācārya,15,Indian world,,,,
https://www.wikidata.org/wiki/Q7289302,Q7289302,1856,Ramchundra,15,Indian world,,,,
https://www.wikidata.org/wiki/Q738225,Q738225,1212,Lal Shahbaz Qalandar,15,Indian world,,,,
https://www.wikidata.org/wiki/Q7426958,Q7426958,1877,Satyendranath Tagore,15,Indian world,,,,
https://www.wikidata.org/wiki/Q892489,Q892489,1715,Francesco della Penna,15,Indian world,,,,
https://www.wikidata.org/wiki/Q905320,Q905320,1783,Mir Amman,15,Indian world,,,,
https://www.wikidata.org/wiki/Q993504,Q993504,-515,Yāska,15,Indian world,,,,
https://www.wikidata.org/wiki/Q140584,Q140584,1206,Muhammad Aufi,14,Indian world,,,,
https://www.wikidata.org/wiki/Q16944213,Q16944213,1884,Charles Stewart Loch,14,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q18670843,Q18670843,1871,Charles Edward Gover,14,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q20397982,Q20397982,1546,Qutb ad-Din an-Nahrawali,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2041521,Q2041521,1558,Gulbadan Begum,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2075639,Q2075639,985,Yamunacharya,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2587203,Q2587203,1858,Ramalinga Swamigal,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2722657,Q2722657,1553,Krishna Das Kaviraj,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2724159,Q2724159,1855,Dalpatram,14,Indian world,,,,
https://www.wikidata.org/wiki/Q27263305,Q27263305,1397,Muḥammad ibn Abī Bakr Damāmīnī,14,Indian world,,,,
https://www.wikidata.org/wiki/Q2986127,Q2986127,1849,Ferdinand Didrichsen,14,Indian world,Denmark,Western Europe,,
https://www.wikidata.org/wiki/Q3244622,Q3244622,1210,Farid-ud-din Ganj Shakar,14,Indian world,,,,
https://www.wikidata.org/wiki/Q3595755,Q3595755,1535,Jyeṣṭhadeva,14,Indian world,,,,
https://www.wikidata.org/wiki/Q3626436,Q3626436,1573,Shah Hussain,14,Indian world,,,,
https://www.wikidata.org/wiki/Q3695734,Q3695734,1775,Nazeer Akbarabadi,14,Indian world,,,,
https://www.wikidata.org/wiki/Q467310,Q467310,1649,Jahanara Begum,14,Indian world,,,,
https://www.wikidata.org/wiki/Q4853935,Q4853935,1621,Banarasidas,14,Indian world,,,,
https://www.wikidata.org/wiki/Q527384,Q527384,-114,Pingala,14,Indian world,,,,
https://www.wikidata.org/wiki/Q55780,Q55780,1643,Samarth Ramdas,14,Indian world,,,,
https://www.wikidata.org/wiki/Q6360377,Q6360377,1544,Kanaka Dasa,14,Indian world,,,,
https://www.wikidata.org/wiki/Q6874916,Q6874916,1838,Mirza Salaamat Ali Dabeer,14,Indian world,,,,
https://www.wikidata.org/wiki/Q732446,Q732446,1774,Sachal Sarmast,14,Indian world,,,,
https://www.wikidata.org/wiki/Q7344773,Q7344773,1839,Robert Gill,14,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q983299,Q983299,1727,Hazin Lahiji,14,Indian world,,,,
https://www.wikidata.org/wiki/Q107035,Q107035,1825,Mohammad Ibrahim Zauq,13,Indian world,,,,
https://www.wikidata.org/wiki/Q11020530,Q11020530,1861,Samuel Vedanayagam Pillai,13,Indian world,,,,
https://www.wikidata.org/wiki/Q1227236,Q1227236,1745,Joseph Tiefenthaler,13,Indian world,German world,Western Europe,,
https://www.wikidata.org/wiki/Q15724123,Q15724123,1526,Jagannatha Dasa,13,Indian world,,,,
https://www.wikidata.org/wiki/Q15994645,Q15994645,1761,Anne Monson,13,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q1664527,Q1664527,1787,Insha Allah Khan,13,Indian world,,,,
https://www.wikidata.org/wiki/Q2269861,Q2269861,875,Mahāvīra,13,Indian world,,,,
https://www.wikidata.org/wiki/Q2605491,Q2605491,1563,Raja Birbal,13,Indian world,,,,
https://www.wikidata.org/wiki/Q3080648,Q3080648,1534,Mirza Muhammad Haidar Dughlat,13,Indian world,,,,
https://www.wikidata.org/wiki/Q3171098,Q3171098,1727,Jean Calmette,13,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q4746598,Q4746598,1864,Amir Meenai,13,Indian world,,,,
https://www.wikidata.org/wiki/Q4842587,Q4842587,1663,Bahinabai,13,Indian world,,,,
https://www.wikidata.org/wiki/Q5499109,Q5499109,1882,Frederick William Stevens,13,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q5564293,Q5564293,1879,Girish Chandra Ghosh,13,Indian world,,,,
https://www.wikidata.org/wiki/Q57713093,Q57713093,1500,Bahraq of Yemen,13,Indian world,,,,
https://www.wikidata.org/wiki/Q6747104,Q6747104,1405,Manavala Mamunigal,13,Indian world,,,,
https://www.wikidata.org/wiki/Q7288592,Q7288592,1851,Ram Singh,13,Indian world,,,,
https://www.wikidata.org/wiki/Q7397595,Q7397595,1685,Sadasiva Brahmendra,13,Indian world,,,,
https://www.wikidata.org/wiki/Q8008992,Q8008992,1855,William Ferguson,13,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q905327,Q905327,1702,Wali Mohammed Wali,13,Indian world,,,,
https://www.wikidata.org/wiki/Q1067276,Q1067276,1865,Muhammad Husain Azad,12,Indian world,,,,
https://www.wikidata.org/wiki/Q1394526,Q1394526,1865,Nain Singh Rawat,12,Indian world,,,,
https://www.wikidata.org/wiki/Q1937873,Q1937873,1545,Mir Sayyid Ali,12,Indian world,,,,
https://www.wikidata.org/wiki/Q2151490,Q2151490,1446,Mahmud Gavan,12,Indian world,,,,
https://www.wikidata.org/wiki/Q2467539,Q2467539,1600,Muhammad Quli Qutb Shah,12,Indian world,,,,
https://www.wikidata.org/wiki/Q2785614,Q2785614,1656,Albert d'Orville,12,Indian world,Low countries,British Islands,,
https://www.wikidata.org/wiki/Q3095349,Q3095349,1515,Garcia de Noronha,12,Indian world,Portugal,British Islands,,
https://www.wikidata.org/wiki/Q3098889,Q3098889,1726,Gaston-Laurent Coeurdoux,12,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q33110531,Q33110531,1771,Meer Hasan,12,Indian world,,,,
https://www.wikidata.org/wiki/Q3595716,Q3595716,1880,Patnam Subramania Iyer,12,Indian world,,,,
https://www.wikidata.org/wiki/Q3595820,Q3595820,1881,Akbar Allahabadi,12,Indian world,,,,
https://www.wikidata.org/wiki/Q3629943,Q3629943,1575,`Abd al-Qadir Bada'uni,12,Indian world,,,,
https://www.wikidata.org/wiki/Q3811502,Q3811502,1482,Vyasatirtha,12,Indian world,,,,
https://www.wikidata.org/wiki/Q39172651,Q39172651,1797,Robert Hyde Colebrooke,12,Indian world,,,,
https://www.wikidata.org/wiki/Q4115269,Q4115269,1739,Azad Bilgrami,12,Indian world,,,,
https://www.wikidata.org/wiki/Q469894,Q469894,1528,Tansen,12,Indian world,,,,
https://www.wikidata.org/wiki/Q4901751,Q4901751,1885,Bhima Bhoi,12,Indian world,,,,
https://www.wikidata.org/wiki/Q5362892,Q5362892,1798,Elizabeth Gwillim,12,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q6319456,Q6319456,1884,Jyotirindranath Tagore,12,Indian world,,,,
https://www.wikidata.org/wiki/Q63348209,Q63348209,1850,Sophia Kelly,12,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q6416424,Q6416424,1883,Kisari Mohan Ganguli,12,Indian world,,,,
https://www.wikidata.org/wiki/Q6685361,Q6685361,1850,Agha Hasan Amanat,12,Indian world,,,,
https://www.wikidata.org/wiki/Q7127677,Q7127677,1235,Palkuriki Somanatha,12,Indian world,,,,
https://www.wikidata.org/wiki/Q7461226,Q7461226,1781,Shah Abdul Aziz,12,Indian world,,,,
https://www.wikidata.org/wiki/Q7492955,Q7492955,1413,Sheikh Noor-ud-din Wali,12,Indian world,,,,
https://www.wikidata.org/wiki/Q7529913,Q7529913,1747,Siraj Aurangabadi,12,Indian world,,,,
https://www.wikidata.org/wiki/Q7791382,Q7791382,1845,Thomas Jones,12,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q7936667,Q7936667,1335,Viswanatha Kaviraja,12,Indian world,,,,
https://www.wikidata.org/wiki/Q891045,Q891045,1405,Parameshvara,12,Indian world,,,,
https://www.wikidata.org/wiki/Q12425547,Q12425547,1870,Pathani Samanta,11,Indian world,,,,
https://www.wikidata.org/wiki/Q13060133,Q13060133,1585,Syed Sultan,11,Indian world,,,,
https://www.wikidata.org/wiki/Q16117926,Q16117926,1881,Abu Bakr Abd El-Rahman chiheb El Din,11,Indian world,,,,
https://www.wikidata.org/wiki/Q16346409,Q16346409,1861,Rangalal Bandyopadhyay,11,Indian world,,,,
https://www.wikidata.org/wiki/Q16859568,Q16859568,1723,Siraj-ud-Din Ali Khan Arzu,11,Indian world,,,,
https://www.wikidata.org/wiki/Q1862254,Q1862254,1824,Alfred Duvaucel,11,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q20855654,Q20855654,1785,Walter Robertson,11,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q2645692,Q2645692,1866,Savitribai Phule,11,Indian world,,,,
https://www.wikidata.org/wiki/Q2721893,Q2721893,1626,Akha Bhagat,11,Indian world,,,,
https://www.wikidata.org/wiki/Q2916030,Q2916030,1625,Sarmad Kashani,11,Indian world,,,,
https://www.wikidata.org/wiki/Q3059959,Q3059959,1872,Eugène Lafont,11,Indian world,Low countries,Western Europe,,
https://www.wikidata.org/wiki/Q3817019,Q3817019,1829,Krishnaraja Wadiyar III,11,Indian world,,,,
https://www.wikidata.org/wiki/Q4116339,Q4116339,1616,Kalim Kashani,11,Indian world,,,,
https://www.wikidata.org/wiki/Q4751350,Q4751350,1854,Anandaram Dhekial Phukan,11,Indian world,,,,
https://www.wikidata.org/wiki/Q4777561,Q4777561,1604,António Fernandes,11,Indian world,Portugal,Western Europe,,
https://www.wikidata.org/wiki/Q4849552,Q4849552,1806,Baksh Nasikh,11,Indian world,,,,
https://www.wikidata.org/wiki/Q4857748,Q4857748,1856,Bapudeva Sastri,11,Indian world,,,,
https://www.wikidata.org/wiki/Q6075571,Q6075571,1790,Pierre Rémi François de Paule Willemet,11,Indian world,France,Western Europe,,
https://www.wikidata.org/wiki/Q76572,Q76572,1716,Johann Ernst Hanxleden,11,Indian world,German world,Western Europe,,
https://www.wikidata.org/wiki/Q84822867,Q84822867,1802,Samuel Andrews,11,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q94875845,Q94875845,1844,Franz Morelly,11,Indian world,German world,Western Europe,,
https://www.wikidata.org/wiki/Q115590,Q115590,1385,Madhava of Sangamagrama,10,Indian world,,,,
https://www.wikidata.org/wiki/Q1190887,Q1190887,1872,Shardha Ram Phillauri,10,Indian world,,,,
https://www.wikidata.org/wiki/Q13058148,Q13058148,1878,Taraknath Gangopadhyay,10,Indian world,,,,
https://www.wikidata.org/wiki/Q1539502,Q1539502,1851,Gottfried Weigle,10,Indian world,,,,
https://www.wikidata.org/wiki/Q15458738,Q15458738,1834,Henry James Anderson,10,Indian world,British Islands,Western Europe,,
https://www.wikidata.org/wiki/Q15724891,Q15724891,1765,Brajanath Badajena,10,Indian world,,,,
