wikidata_link,individual_wikidata_id,productive_year,individual_name,score,region_name,manual_region_name,manual_region_name_2,manual_region_name_3,manual_region_name_4
https://www.wikidata.org/wiki/Q27684,Q27684,1763,Peter Forsskål,56,Arabian peninsula,Sweden,Western Europe,Nordic countries,
https://www.wikidata.org/wiki/Q314978,Q314978,694,Ali ibn al-Husayn Zayn al-'Abidin,45,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q334923,Q334923,608,Abu Bakr,44,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q170046,Q170046,737,Ja'far al-Sadiq,38,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q180123,Q180123,632,Fatimah,37,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q4115262,Q4115262,1364,Fairuzabadi,36,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q312299,Q312299,746,Malik ibn Anas,34,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q771877,Q771877,560,Antarah ibn Shaddad,34,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q423600,Q423600,654,`Abdullah ibn `Abbas,31,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q181154,Q181154,638,Muawiyah I,30,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q953200,Q953200,662,Ka'b bin Zuhayr,30,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q970628,Q970628,928,Abū Muhammad al-Hasan al-Hamdānī,29,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q912031,Q912031,685,Jarir ibn Atiyah,27,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q3646767,Q3646767,1576,Mustafa Âlî,27,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q4120128,Q4120128,1463,Al-Sakhawi,26,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q2420369,Q2420369,610,al-Khansāʼ,26,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q307665,Q307665,659,Abd Allah ibn al-Zubayr,25,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q4325822,Q4325822,1795,Muhammad ash-Shawkani,25,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q14354376,Q14354376,680,Qays Ibn al-Mulawwah,24,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q12223451,Q12223451,1333,Abdullah bin Asaad Al-Yafi'i,23,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q228566,Q228566,555,Zuhayr,22,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q7684920,Q7684920,1408,Taqi al-Din Muhammad ibn Ahmad al-Fasi,22,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q479063,Q479063,605,Al-A'sha,22,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q2315457,Q2315457,589,Hassan ibn Thabit,21,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q1058694,Q1058694,679,Umar Ibn Abi Rabi'ah,21,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q6003118,Q6003118,1669,Abdullah Alawi AlHaddad,21,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q6448423,Q6448423,695,Kuthayyir,20,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q3622231,Q3622231,1666,Müneccimbaşı Ahmed Dede,20,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q439374,Q439374,690,Wahb ibn Munabbih,20,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q12178105,Q12178105,809,Abu Ubaid al-Qasim bin Salam,20,Arabian peninsula,,,,
https://www.wikidata.org/wiki/Q8018,Q8018,389,Augustine of Hippo,229,Arabic world,,,,
https://www.wikidata.org/wiki/Q170512,Q170512,160,Apuleius,154,Arabic world,,,,
https://www.wikidata.org/wiki/Q34943,Q34943,135,Ptolemy,154,Arabic world,,,,
https://www.wikidata.org/wiki/Q39837,Q39837,1161,Averroes,149,Arabic world,,,,
https://www.wikidata.org/wiki/Q170472,Q170472,220,Origen,147,Arabic world,,,,
https://www.wikidata.org/wiki/Q44248,Q44248,380,Jerome,146,Arabic world,,,,
https://www.wikidata.org/wiki/Q142999,Q142999,310,Eusebius of Caesarea,143,Arabic world,,,,
https://www.wikidata.org/wiki/Q44024,Q44024,331,Athanasios of Alexandria,139,Arabic world,,,,
https://www.wikidata.org/wiki/Q127398,Q127398,1173,Moshe ben Maimon,135,Arabic world,,,,
https://www.wikidata.org/wiki/Q189597,Q189597,21,Philo of Alexandria,134,Arabic world,,,,
https://www.wikidata.org/wiki/Q51884,Q51884,710,John of Damascus,133,Arabic world,,,,
https://www.wikidata.org/wiki/Q33941,Q33941,363,Julian,125,Arabic world,,,,
https://www.wikidata.org/wiki/Q310916,Q310916,280,Iamblichus,116,Arabic world,,,,
https://www.wikidata.org/wiki/Q313934,Q313934,405,Macrobius,115,Arabic world,,,,
https://www.wikidata.org/wiki/Q236594,Q236594,235,Sextus Empiricus,110,Arabic world,,,,
https://www.wikidata.org/wiki/Q192417,Q192417,-264,Callimachus,106,Arabic world,,,,
https://www.wikidata.org/wiki/Q192638,Q192638,-259,Apollonius of Rhodes,106,Arabic world,,,,
https://www.wikidata.org/wiki/Q239355,Q239355,1056,Solomon ibn Gabirol,104,Arabic world,,,,
https://www.wikidata.org/wiki/Q270670,Q270670,1127,Abraham ibn Ezra,104,Arabic world,,,,
https://www.wikidata.org/wiki/Q9294,Q9294,1367,Ibn Khaldun,100,Arabic world,,,,
https://www.wikidata.org/wiki/Q160460,Q160460,905,Al-Farabi,100,Arabic world,,,,
https://www.wikidata.org/wiki/Q348408,Q348408,395,Martianus Capella,100,Arabic world,,,,
https://www.wikidata.org/wiki/Q43182,Q43182,-240,Eratosthenes,99,Arabic world,,,,
https://www.wikidata.org/wiki/Q275606,Q275606,355,Aurelius Victor,99,Arabic world,,,,
https://www.wikidata.org/wiki/Q46420,Q46420,1200,Ibn Arabi,98,Arabic world,,,,
https://www.wikidata.org/wiki/Q180109,Q180109,-226,Apollonius of Perga,96,Arabic world,,,,
https://www.wikidata.org/wiki/Q298654,Q298654,348,Cyril of Jerusalem,96,Arabic world,,,,
https://www.wikidata.org/wiki/Q299200,Q299200,1110,Judah Halevi,95,Arabic world,,,,
https://www.wikidata.org/wiki/Q342416,Q342416,290,Arnobius,94,Arabic world,,,,
https://www.wikidata.org/wiki/Q294923,Q294923,205,Athenaeus,94,Arabic world,,,,
https://www.wikidata.org/wiki/Q254,Q254,1791,Wolfgang Amadeus Mozart,271,Austria,,,,
https://www.wikidata.org/wiki/Q7349,Q7349,1767,Joseph Haydn,188,Austria,,,,
https://www.wikidata.org/wiki/Q1430,Q1430,156,Marcus Aurelius,187,Austria,,,,
https://www.wikidata.org/wiki/Q1340,Q1340,1713,Antonio Vivaldi,183,Austria,,,,
https://www.wikidata.org/wiki/Q130759,Q130759,1749,Christoph Willibald von Gluck,171,Austria,,,,
https://www.wikidata.org/wiki/Q83321,Q83321,1760,Giacomo Casanova,153,Austria,,,,
https://www.wikidata.org/wiki/Q29473,Q29473,1733,Pietro Metastasio,142,Austria,,,,
https://www.wikidata.org/wiki/Q83428,Q83428,1528,Paracelsus,142,Austria,,,,
https://www.wikidata.org/wiki/Q150494,Q150494,1675,"Leopold I, Holy Roman Emperor",123,Austria,,,,
https://www.wikidata.org/wiki/Q51088,Q51088,1785,Antonio Salieri,116,Austria,,,,
https://www.wikidata.org/wiki/Q380103,Q380103,1677,Andrea Pozzo,110,Austria,,,,
https://www.wikidata.org/wiki/Q156280,Q156280,1754,Leopold Mozart,103,Austria,,,,
https://www.wikidata.org/wiki/Q150575,Q150575,1643,"Ferdinand III, Holy Roman Emperor",101,Austria,,,,
https://www.wikidata.org/wiki/Q311571,Q311571,1705,Antonio Caldara,98,Austria,,,,
https://www.wikidata.org/wiki/Q311378,Q311378,1695,Johann Joseph Fux,92,Austria,,,,
https://www.wikidata.org/wiki/Q213547,Q213547,1786,Emanuel Schikaneder,91,Austria,,,,
https://www.wikidata.org/wiki/Q78785,Q78785,1792,Adam Bartsch,89,Austria,,,,
https://www.wikidata.org/wiki/Q314164,Q314164,1771,Johann Georg Albrechtsberger,87,Austria,,,,
https://www.wikidata.org/wiki/Q61137,Q61137,1679,Abraham a Sancta Clara,86,Austria,,,,
https://www.wikidata.org/wiki/Q490381,Q490381,1772,Michael Haydn,85,Austria,,,,
https://www.wikidata.org/wiki/Q84305,Q84305,1691,Johann Bernhard Fischer von Erlach,85,Austria,,,,
https://www.wikidata.org/wiki/Q60625,Q60625,1494,Conrad Celtes,85,Austria,,,,
https://www.wikidata.org/wiki/Q693843,Q693843,1782,Leopold Koželuch,84,Austria,,,,
https://www.wikidata.org/wiki/Q84497,Q84497,1762,Nikolaus Joseph von Jacquin,83,Austria,,,,
https://www.wikidata.org/wiki/Q152480,Q152480,1711,"Joseph I, Holy Roman Emperor",82,Austria,,,,
https://www.wikidata.org/wiki/Q711132,Q711132,1735,Gerard van Swieten,77,Austria,,,,
https://www.wikidata.org/wiki/Q153455,Q153455,1679,Heinrich Biber,77,Austria,,,,
https://www.wikidata.org/wiki/Q931436,Q931436,1566,János Zsámboky,77,Austria,,,,
https://www.wikidata.org/wiki/Q450670,Q450670,1774,Johann Baptist Vanhal,76,Austria,,,,
https://www.wikidata.org/wiki/Q689388,Q689388,1759,Franz Anton Maulbertsch,75,Austria,,,,
https://www.wikidata.org/wiki/Q859,Q859,-391,Plato,226,Balkans,,,,
https://www.wikidata.org/wiki/Q868,Q868,-348,Aristotle,212,Balkans,,,,
https://www.wikidata.org/wiki/Q43353,Q43353,-410,Aristophanes,184,Balkans,,,,
https://www.wikidata.org/wiki/Q7235,Q7235,-460,Sophocles,182,Balkans,,,,
https://www.wikidata.org/wiki/Q48305,Q48305,-445,Euripides,177,Balkans,,,,
https://www.wikidata.org/wiki/Q43423,Q43423,-584,Aesop,169,Balkans,,,,
https://www.wikidata.org/wiki/Q41523,Q41523,75,Plutarch,157,Balkans,,,,
https://www.wikidata.org/wiki/Q913,Q913,-433,Socrates,156,Balkans,,,,
https://www.wikidata.org/wiki/Q172048,Q172048,-158,Terence,151,Balkans,,,,
https://www.wikidata.org/wiki/Q44233,Q44233,-815,Hesiod,147,Balkans,,,,
https://www.wikidata.org/wiki/Q41683,Q41683,-425,Thucydides,145,Balkans,,,,
https://www.wikidata.org/wiki/Q177847,Q177847,155,Lucian of Samosata,141,Balkans,,,,
https://www.wikidata.org/wiki/Q43216,Q43216,-306,Epicurus,140,Balkans,,,,
https://www.wikidata.org/wiki/Q129772,Q129772,-394,Xenophon,139,Balkans,,,,
https://www.wikidata.org/wiki/Q8747,Q8747,-287,Euclid,136,Balkans,,,,
https://www.wikidata.org/wiki/Q183144,Q183144,85,Epictetus,134,Balkans,,,,
https://www.wikidata.org/wiki/Q5264,Q5264,-424,Hippocrates,134,Balkans,,,,
https://www.wikidata.org/wiki/Q134929,Q134929,-481,Pindar,130,Balkans,,,,
https://www.wikidata.org/wiki/Q160362,Q160362,-335,Theophrastus,129,Balkans,,,,
https://www.wikidata.org/wiki/Q131169,Q131169,-164,Polybius,129,Balkans,,,,
https://www.wikidata.org/wiki/Q41980,Q41980,-425,Democritus,126,Balkans,,,,
https://www.wikidata.org/wiki/Q271809,Q271809,447,Proclus,120,Balkans,,,,
https://www.wikidata.org/wiki/Q118992,Q118992,-305,Menander,120,Balkans,,,,
https://www.wikidata.org/wiki/Q31845,Q31845,130,Arrian,120,Balkans,,,,
https://www.wikidata.org/wiki/Q52166,Q52166,15,Phaedrus,116,Balkans,,,,
https://www.wikidata.org/wiki/Q59180,Q59180,-364,Diogenes of Sinope,96,Balkans,,,,
https://www.wikidata.org/wiki/Q336115,Q336115,-534,Theognis of Megara,93,Balkans,,,,
https://www.wikidata.org/wiki/Q243787,Q243787,1331,Gregory Palamas,91,Balkans,,,,
https://www.wikidata.org/wiki/Q179785,Q179785,-447,Gorgias,87,Balkans,,,,
https://www.wikidata.org/wiki/Q177302,Q177302,-464,Phidias,86,Balkans,,,,
https://www.wikidata.org/wiki/Q5599,Q5599,1612,Peter Paul Rubens,213,Belgium,,,,
https://www.wikidata.org/wiki/Q102272,Q102272,1425,Jan van Eyck,145,Belgium,,,,
https://www.wikidata.org/wiki/Q83155,Q83155,1783,Jacques-Louis David,144,Belgium,,,,
https://www.wikidata.org/wiki/Q43270,Q43270,1560,Pieter Brueghel the Elder,128,Belgium,,,,
https://www.wikidata.org/wiki/Q170267,Q170267,1550,Andreas Vesalius,128,Belgium,,,,
https://www.wikidata.org/wiki/Q209050,Q209050,1603,Jan Brueghel the Elder,125,Belgium,,,,
https://www.wikidata.org/wiki/Q232916,Q232916,1562,Abraham Ortelius,125,Belgium,,,,
https://www.wikidata.org/wiki/Q270658,Q270658,1628,Jacob Jordaens,122,Belgium,,,,
https://www.wikidata.org/wiki/Q335022,Q335022,1645,David Teniers the Younger,122,Belgium,,,,
https://www.wikidata.org/wiki/Q315871,Q315871,1582,Justus Lipsius,122,Belgium,,,,
https://www.wikidata.org/wiki/Q68631,Q68631,1425,Rogier van der Weyden,120,Belgium,,,,
https://www.wikidata.org/wiki/Q106851,Q106851,1470,Hans Memling,116,Belgium,,,,
https://www.wikidata.org/wiki/Q4302,Q4302,1170,Chrétien de Troyes,111,Belgium,,,,
https://www.wikidata.org/wiki/Q316357,Q316357,1527,Luis Vives,109,Belgium,,,,
https://www.wikidata.org/wiki/Q353887,Q353887,1647,Antoine Arnauld,105,Belgium,,,,
https://www.wikidata.org/wiki/Q143100,Q143100,1475,Josquin des Prez,104,Belgium,,,,
https://www.wikidata.org/wiki/Q555022,Q555022,1567,Maerten de Vos,102,Belgium,,,,
https://www.wikidata.org/wiki/Q314275,Q314275,1501,Quinten Metsys,99,Belgium,,,,
https://www.wikidata.org/wiki/Q785355,Q785355,1591,Otto van Veen,95,Belgium,,,,
https://www.wikidata.org/wiki/Q364139,Q364139,1638,Adriaen Brouwer,94,Belgium,,,,
https://www.wikidata.org/wiki/Q346952,Q346952,1513,Jan Gossaert,92,Belgium,,,,
https://www.wikidata.org/wiki/Q1379395,Q1379395,1572,Philip Galle,92,Belgium,,,,
https://www.wikidata.org/wiki/Q215251,Q215251,1475,Hugo van der Goes,90,Belgium,,,,
https://www.wikidata.org/wiki/Q318943,Q318943,1620,Cornelius Jansen,90,Belgium,,,,
https://www.wikidata.org/wiki/Q315000,Q315000,1372,Jean Froissart,88,Belgium,,,,
https://www.wikidata.org/wiki/Q176694,Q176694,1554,Antonis Mor,88,Belgium,,,,
https://www.wikidata.org/wiki/Q434006,Q434006,1537,Pieter Coecke van Aelst,88,Belgium,,,,
https://www.wikidata.org/wiki/Q29231,Q29231,1614,Frans Snyders,86,Belgium,,,,
https://www.wikidata.org/wiki/Q157100,Q157100,1515,"Margaret of Austria, Duchess of Savoy",86,Belgium,,,,
https://www.wikidata.org/wiki/Q313561,Q313561,1450,Dieric Bouts,85,Belgium,,,,
https://www.wikidata.org/wiki/Q692,Q692,1599,William Shakespeare,350,British Islands,,,,
https://www.wikidata.org/wiki/Q41513,Q41513,1792,William Blake,222,British Islands,,,,
https://www.wikidata.org/wiki/Q41166,Q41166,1702,Jonathan Swift,217,British Islands,,,,
https://www.wikidata.org/wiki/Q37388,Q37388,1596,Francis Bacon,210,British Islands,,,,
https://www.wikidata.org/wiki/Q7302,Q7302,1720,George Frideric Handel,209,British Islands,,,,
https://www.wikidata.org/wiki/Q935,Q935,1678,Isaac Newton,208,British Islands,,,,
https://www.wikidata.org/wiki/Q42544,Q42544,1513,Thomas More,195,British Islands,,,,
https://www.wikidata.org/wiki/Q79759,Q79759,1643,John Milton,193,British Islands,,,,
https://www.wikidata.org/wiki/Q40946,Q40946,1695,Daniel Defoe,190,British Islands,,,,
https://www.wikidata.org/wiki/Q5683,Q5683,1378,Geoffrey Chaucer,188,British Islands,,,,
https://www.wikidata.org/wiki/Q38370,Q38370,1526,Henry VIII of England,179,British Islands,,,,
https://www.wikidata.org/wiki/Q150679,Q150679,1634,Anthony van Dyck,176,British Islands,,,,
https://www.wikidata.org/wiki/Q171344,Q171344,1732,William Hogarth,167,British Islands,,,,
https://www.wikidata.org/wiki/Q154938,Q154938,707,Bede,163,British Islands,,,,
https://www.wikidata.org/wiki/Q164047,Q164047,1723,Alexander Pope,162,British Islands,,,,
https://www.wikidata.org/wiki/Q206384,Q206384,1707,Joseph Addison,161,British Islands,,,,
https://www.wikidata.org/wiki/Q9353,Q9353,1667,John Locke,161,British Islands,,,,
https://www.wikidata.org/wiki/Q37160,Q37160,1746,David Hume,161,British Islands,,,,
https://www.wikidata.org/wiki/Q48319,Q48319,1532,Hans Holbein the Younger,159,British Islands,,,,
https://www.wikidata.org/wiki/Q218960,Q218960,1748,Laurence Sterne,159,British Islands,,,,
https://www.wikidata.org/wiki/Q213355,Q213355,1666,John Dryden,157,British Islands,,,,
https://www.wikidata.org/wiki/Q81960,Q81960,1794,Robert Burns,157,British Islands,,,,
https://www.wikidata.org/wiki/Q236236,Q236236,1763,Oliver Goldsmith,156,British Islands,,,,
https://www.wikidata.org/wiki/Q43939,Q43939,1068,Anselm of Canterbury,153,British Islands,,,,
https://www.wikidata.org/wiki/Q9695,Q9695,1694,Henry Purcell,150,British Islands,,,,
https://www.wikidata.org/wiki/Q194402,Q194402,1758,Joshua Reynolds,150,British Islands,,,,
https://www.wikidata.org/wiki/Q37621,Q37621,1623,Thomas Hobbes,149,British Islands,,,,
https://www.wikidata.org/wiki/Q140412,Q140412,1607,John Donne,147,British Islands,,,,
https://www.wikidata.org/wiki/Q192720,Q192720,1762,Thomas Gainsborough,144,British Islands,,,,
https://www.wikidata.org/wiki/Q193857,Q193857,1607,Ben Jonson,144,British Islands,,,,
https://www.wikidata.org/wiki/Q619,Q619,1508,Nicolaus Copernicus,180,Central Europe,,,,
https://www.wikidata.org/wiki/Q36620,Q36620,1581,Tycho Brahe,135,Central Europe,,,,
https://www.wikidata.org/wiki/Q184500,Q184500,845,Johannes Scotus Eriugena,113,Central Europe,,,,
https://www.wikidata.org/wiki/Q60946,Q60946,1632,Martin Opitz,110,Central Europe,,,,
https://www.wikidata.org/wiki/Q164688,Q164688,1757,Bernardo Bellotto,106,Central Europe,,,,
https://www.wikidata.org/wiki/Q60469,Q60469,1659,Angelus Silesius,104,Central Europe,,,,
https://www.wikidata.org/wiki/Q1388840,Q1388840,1577,Joris Hoefnagel,102,Central Europe,,,,
https://www.wikidata.org/wiki/Q152835,Q152835,1587,Hans von Aachen,98,Central Europe,,,,
https://www.wikidata.org/wiki/Q78522,Q78522,1774,Carl Ditters von Dittersdorf,97,Central Europe,,,,
https://www.wikidata.org/wiki/Q59737,Q59737,1565,Jan Kochanowski,92,Central Europe,,,,
https://www.wikidata.org/wiki/Q77214,Q77214,1651,Andreas Gryphius,84,Central Europe,,,,
https://www.wikidata.org/wiki/Q64344,Q64344,1514,Johann Cochlaeus,83,Central Europe,,,,
https://www.wikidata.org/wiki/Q447682,Q447682,1581,Bartholomeus Spranger,83,Central Europe,,,,
https://www.wikidata.org/wiki/Q1297898,Q1297898,1605,Aegidius Sadeler,82,Central Europe,,,,
https://www.wikidata.org/wiki/Q8474,Q8474,1529,Suleiman the Magnificent,81,Central Europe,,,,
https://www.wikidata.org/wiki/Q57963,Q57963,1646,Johannes Hevelius,79,Central Europe,,,,
https://www.wikidata.org/wiki/Q76336,Q76336,1735,Nicolaus Zinzendorf,76,Central Europe,,,,
https://www.wikidata.org/wiki/Q439813,Q439813,1585,Jacobus Gallus,75,Central Europe,,,,
https://www.wikidata.org/wiki/Q465763,Q465763,1789,Salomon Maimon,74,Central Europe,,,,
https://www.wikidata.org/wiki/Q213549,Q213549,1787,Friedrich Maximilian Klinger,71,Central Europe,,,,
https://www.wikidata.org/wiki/Q93588,Q93588,1549,Georg Joachim Rheticus,68,Central Europe,,,,
https://www.wikidata.org/wiki/Q1700641,Q1700641,1638,John Jonston,67,Central Europe,,,,
https://www.wikidata.org/wiki/Q277029,Q277029,1556,Philippe de Monte,65,Central Europe,,,,
https://www.wikidata.org/wiki/Q471723,Q471723,1630,Maciej Kazimierz Sarbiewski,63,Central Europe,,,,
https://www.wikidata.org/wiki/Q367968,Q367968,1591,Adriaen de Vries,63,Central Europe,,,,
https://www.wikidata.org/wiki/Q706221,Q706221,1782,Johann Abraham Peter Schulz,62,Central Europe,,,,
https://www.wikidata.org/wiki/Q326493,Q326493,1450,Jan Długosz,62,Central Europe,,,,
https://www.wikidata.org/wiki/Q66649,Q66649,1547,Marcin Kromer,62,Central Europe,,,,
https://www.wikidata.org/wiki/Q317916,Q317916,1080,Cosmas of Prague,61,Central Europe,,,,
https://www.wikidata.org/wiki/Q66942,Q66942,1670,Daniel Casper von Lohenstein,60,Central Europe,,,,
https://www.wikidata.org/wiki/Q4604,Q4604,-515,Confucius,152,Chinese world,,,,
https://www.wikidata.org/wiki/Q7071,Q7071,736,Li Bai,109,Chinese world,,,,
https://www.wikidata.org/wiki/Q9333,Q9333,-544,Laozi,109,Chinese world,,,,
https://www.wikidata.org/wiki/Q33772,Q33772,747,Du Fu,98,Chinese world,,,,
https://www.wikidata.org/wiki/Q233340,Q233340,1587,Matteo Ricci,94,Chinese world,,,,
https://www.wikidata.org/wiki/Q47739,Q47739,-333,Zhuangzi,93,Chinese world,,,,
https://www.wikidata.org/wiki/Q36020,Q36020,1072,Su Shi,89,Chinese world,,,,
https://www.wikidata.org/wiki/Q9397,Q9397,1165,Zhu Xi,83,Chinese world,,,,
https://www.wikidata.org/wiki/Q318406,Q318406,1675,Pu Songling,83,Chinese world,,,,
https://www.wikidata.org/wiki/Q313605,Q313605,734,Wang Wei,80,Chinese world,,,,
https://www.wikidata.org/wiki/Q37151,Q37151,-508,Sun Tzu,79,Chinese world,,,,
https://www.wikidata.org/wiki/Q313324,Q313324,807,Bai Juyi,76,Chinese world,,,,
https://www.wikidata.org/wiki/Q228889,Q228889,1539,Wu Cheng'en,76,Chinese world,,,,
https://www.wikidata.org/wiki/Q9372,Q9372,-109,Sima Qian,73,Chinese world,,,,
https://www.wikidata.org/wiki/Q17790,Q17790,1689,Kangxi Emperor,72,Chinese world,,,,
https://www.wikidata.org/wiki/Q371966,Q371966,1609,Feng Menglong,69,Chinese world,,,,
https://www.wikidata.org/wiki/Q182874,Q182874,1759,Cao Xueqin,68,Chinese world,,,,
https://www.wikidata.org/wiki/Q378462,Q378462,1507,Wang Yangming,68,Chinese world,,,,
https://www.wikidata.org/wiki/Q314210,Q314210,400,Tao Yuanming,68,Chinese world,,,,
https://www.wikidata.org/wiki/Q19133,Q19133,1746,Qianlong Emperor,66,Chinese world,,,,
https://www.wikidata.org/wiki/Q42063,Q42063,637,Xuanzang,66,Chinese world,,,,
https://www.wikidata.org/wiki/Q334323,Q334323,1042,Ouyang Xiu,63,Chinese world,,,,
https://www.wikidata.org/wiki/Q464470,Q464470,1119,Li Qingzhao,63,Chinese world,,,,
https://www.wikidata.org/wiki/Q197461,Q197461,1289,Zhao Mengfu,62,Chinese world,,,,
https://www.wikidata.org/wiki/Q306673,Q306673,1505,Wen Zhengming,61,Chinese world,,,,
https://www.wikidata.org/wiki/Q458671,Q458671,1723,Giuseppe Castiglione,61,Chinese world,,,,
https://www.wikidata.org/wiki/Q198097,Q198097,1661,Bada Shanren,59,Chinese world,,,,
https://www.wikidata.org/wiki/Q2248916,Q2248916,1505,Tang Yin,58,Chinese world,,,,
https://www.wikidata.org/wiki/Q318998,Q318998,803,Han Yu,58,Chinese world,,,,
https://www.wikidata.org/wiki/Q9738,Q9738,659,Wu Zetian,58,Chinese world,,,,
https://www.wikidata.org/wiki/Q216692,Q216692,1719,Ludvig Holberg,132,Denmark,,,,
https://www.wikidata.org/wiki/Q106837,Q106837,1185,Saxo Grammaticus,86,Denmark,,,,
https://www.wikidata.org/wiki/Q319854,Q319854,1778,Nicolai Abildgaard,76,Denmark,,,,
https://www.wikidata.org/wiki/Q127641,Q127641,1716,Vitus Bering,74,Denmark,,,,
https://www.wikidata.org/wiki/Q547901,Q547901,1614,Johannes Meursius,67,Denmark,,,,
https://www.wikidata.org/wiki/Q581361,Q581361,1780,Jens Juel,62,Denmark,,,,
https://www.wikidata.org/wiki/Q463570,Q463570,1623,Ole Worm,59,Denmark,,,,
https://www.wikidata.org/wiki/Q14551648,Q14551648,1630,Simon van de Passe,58,Denmark,,,,
https://www.wikidata.org/wiki/Q504352,Q504352,1660,Rasmus Bartholin,57,Denmark,,,,
https://www.wikidata.org/wiki/Q428694,Q428694,1275,Boetius of Dacia,56,Denmark,,,,
https://www.wikidata.org/wiki/Q264593,Q264593,1620,Caspar Bartholin the Elder,56,Denmark,,,,
https://www.wikidata.org/wiki/Q281763,Q281763,1721,Hans Egede,56,Denmark,,,,
https://www.wikidata.org/wiki/Q450985,Q450985,1800,Friederike Brun,55,Denmark,,,,
https://www.wikidata.org/wiki/Q70893,Q70893,1562,Melchior Lorck,54,Denmark,,,,
https://www.wikidata.org/wiki/Q55071024,Q55071024,1733,Erik Pontoppidan,54,Denmark,,,,
https://www.wikidata.org/wiki/Q553844,Q553844,1778,Johannes Ewald,53,Denmark,,,,
https://www.wikidata.org/wiki/Q213871,Q213871,1796,Friedrich Münter,53,Denmark,,,,
https://www.wikidata.org/wiki/Q160187,Q160187,1679,Ole Rømer,52,Denmark,,,,
https://www.wikidata.org/wiki/Q348003,Q348003,1729,Hans Adolph Brorson,49,Denmark,,,,
https://www.wikidata.org/wiki/Q262989,Q262989,1656,Leonora Christina,49,Denmark,,,,
https://www.wikidata.org/wiki/Q2525149,Q2525149,1661,Ole Borch,49,Denmark,,,,
https://www.wikidata.org/wiki/Q537984,Q537984,1690,Caspar Bartholin the Younger,48,Denmark,,,,
https://www.wikidata.org/wiki/Q252301,Q252301,1698,Árni Magnússon,47,Denmark,,,,
https://www.wikidata.org/wiki/Q204710,Q204710,1741,Lauritz de Thurah,46,Denmark,,,,
https://www.wikidata.org/wiki/Q348827,Q348827,1669,Thomas Kingo,46,Denmark,,,,
https://www.wikidata.org/wiki/Q3364484,Q3364484,1766,Johannes Wiedewelt,45,Denmark,,,,
https://www.wikidata.org/wiki/Q213705,Q213705,1743,Johann Adolf Scheibe,45,Denmark,,,,
https://www.wikidata.org/wiki/Q67494,Q67494,1638,Simon Paulli,45,Denmark,,,,
https://www.wikidata.org/wiki/Q67322,Q67322,1749,Johann Elias Schlegel,43,Denmark,,,,
https://www.wikidata.org/wiki/Q461381,Q461381,1765,Otto Friedrich Müller,43,Denmark,,,,
https://www.wikidata.org/wiki/Q859,Q859,-391,Plato,226,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q868,Q868,-348,Aristotle,212,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q7198,Q7198,-7,Ovid,207,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q9312,Q9312,1759,Immanuel Kant,199,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q43353,Q43353,-410,Aristophanes,184,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q7235,Q7235,-460,Sophocles,182,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q619,Q619,1508,Nicolaus Copernicus,180,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q48305,Q48305,-445,Euripides,177,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q43423,Q43423,-584,Aesop,169,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q7604,Q7604,1742,Leonhard Euler,161,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q41523,Q41523,75,Plutarch,157,Eastern Europe,,,,
https://www.wikidata.org/wiki/Q913,Q913,-433,Socrates,156,Eastern Europe,,,,
